"X--Kurve 1::[-I(TK1), cc1 capacitance=0]","Y--Kurve 1::[-I(TK1), cc1 capacitance=0]",,"X--Kurve 2::[-I(TK1), cc1 capacitance=8e-05]","Y--Kurve 2::[-I(TK1), cc1 capacitance=8e-05]",,"X--Kurve 3::[-I(TK1), cc1 capacitance=0.00016]","Y--Kurve 3::[-I(TK1), cc1 capacitance=0.00016]",,"X--Kurve 4::[-I(TK1), cc1 capacitance=0.00024]","Y--Kurve 4::[-I(TK1), cc1 capacitance=0.00024]",,"X--Kurve 5::[-I(TK1), cc1 capacitance=0.00032]","Y--Kurve 5::[-I(TK1), cc1 capacitance=0.00032]",,"X--Kurve 6::[-I(TK1), cc1 capacitance=0.0004]","Y--Kurve 6::[-I(TK1), cc1 capacitance=0.0004]"
0.000733932,0.569166,,0.000733932,0.587791,,0.000733932,0.594961,,0.000733932,0.596785,,0.000733932,0.59697,,0.000733932,0.596371
0.000739175,0.575676,,0.000739175,0.585026,,0.000739175,0.592968,,0.000739175,0.595482,,0.000739175,0.596117,,0.000739175,0.59583
0.000744418,0.582394,,0.000744418,0.58429,,0.000744418,0.591969,,0.000744418,0.594807,,0.000744418,0.595718,,0.000744418,0.595643
0.00075,0.58971,,0.00075,0.585284,,0.00075,0.591888,,0.00075,0.594734,,0.00075,0.595769,,0.00075,0.595818
0.000751049,0.591767,,0.000751049,0.585762,,0.000751049,0.592069,,0.000751049,0.594872,,0.000751049,0.595908,,0.000751049,0.595966
0.000753146,0.595729,,0.000753146,0.586842,,0.000753146,0.592503,,0.000753146,0.595195,,0.000753146,0.596216,,0.000753146,0.596284
0.00075734,0.603774,,0.00075734,0.589781,,0.00075734,0.593873,,0.00075734,0.596193,,0.00075734,0.597102,,0.00075734,0.597139
0.000765729,0.620357,,0.000765729,0.59825,,0.000765729,0.598454,,0.000765729,0.599536,,0.000765729,0.599928,,0.000765729,0.599711
0.00077,0.629683,,0.00077,0.603808,,0.00077,0.601753,,0.00077,0.601978,,0.00077,0.601964,,0.00077,0.601524
0.000771678,0.626776,,0.000771678,0.605202,,0.000771678,0.602423,,0.000771678,0.602338,,0.000771678,0.60217,,0.000771678,0.601644
0.000775033,0.620762,,0.000775033,0.607344,,0.000775033,0.603474,,0.000775033,0.602872,,0.000775033,0.602445,,0.000775033,0.601771
0.000781744,0.608994,,0.000781744,0.608418,,0.000781744,0.604101,,0.000781744,0.603017,,0.000781744,0.602326,,0.000781744,0.601506
0.00079,0.595208,,0.00079,0.605343,,0.00079,0.602599,,0.00079,0.601718,,0.00079,0.601098,,0.00079,0.600331
0.000791342,0.594447,,0.000791342,0.604645,,0.000791342,0.602288,,0.000791342,0.601504,,0.000791342,0.600928,,0.000791342,0.60019
0.000794027,0.592311,,0.000794027,0.603154,,0.000794027,0.601566,,0.000794027,0.600985,,0.000794027,0.600507,,0.000794027,0.599831
0.000799395,0.588076,,0.000799395,0.599967,,0.000799395,0.599881,,0.000799395,0.599761,,0.000799395,0.599514,,0.000799395,0.598989
0.00081,0.579843,,0.00081,0.593097,,0.00081,0.595756,,0.00081,0.596693,,0.00081,0.597019,,0.00081,0.596875
0.000811074,0.58159,,0.000811074,0.59271,,0.000811074,0.595572,,0.000811074,0.596607,,0.000811074,0.59699,,0.000811074,0.596884
0.000813221,0.584881,,0.000813221,0.592108,,0.000813221,0.595274,,0.000813221,0.596472,,0.000813221,0.596953,,0.000813221,0.596917
0.000817516,0.591546,,0.000817516,0.591966,,0.000817516,0.595193,,0.000817516,0.596539,,0.000817516,0.59713,,0.000817516,0.59718
0.000826106,0.605222,,0.000826106,0.595126,,0.000826106,0.596907,,0.000826106,0.597943,,0.000826106,0.598443,,0.000826106,0.598478
0.00083,0.611998,,0.00083,0.597909,,0.00083,0.598503,,0.00083,0.599164,,0.00083,0.599496,,0.00083,0.599445
0.000831718,0.610232,,0.000831718,0.598659,,0.000831718,0.598792,,0.000831718,0.599289,,0.000831718,0.599544,,0.000831718,0.599453
0.000835154,0.606579,,0.000835154,0.599772,,0.000835154,0.599199,,0.000835154,0.599429,,0.000835154,0.599558,,0.000835154,0.599401
0.000842026,0.599371,,0.000842026,0.600073,,0.000842026,0.599137,,0.000842026,0.599155,,0.000842026,0.599181,,0.000842026,0.598978
0.00085,0.591265,,0.00085,0.597974,,0.00085,0.597816,,0.00085,0.598013,,0.00085,0.598132,,0.00085,0.598002
0.000851374,0.590834,,0.000851374,0.597513,,0.000851374,0.597564,,0.000851374,0.597827,,0.000851374,0.59798,,0.000851374,0.597874
0.000854123,0.589755,,0.000854123,0.596564,,0.000854123,0.597024,,0.000854123,0.59742,,0.000854123,0.597644,,0.000854123,0.597587
0.000859621,0.587607,,0.000859621,0.594624,,0.000859621,0.595849,,0.000859621,0.596526,,0.000859621,0.596905,,0.000859621,0.596957
0.000870616,0.583346,,0.000870616,0.590628,,0.000870616,0.59318,,0.000870616,0.594452,,0.000870616,0.595182,,0.000870616,0.595483
0.00088,0.579785,,0.00088,0.58715,,0.00088,0.590629,,0.00088,0.592423,,0.00088,0.593482,,0.00088,0.594022
0.000882,0.578545,,0.000882,0.586323,,0.000882,0.58999,,0.000882,0.591901,,0.000882,0.593036,,0.000882,0.593631
0.000886,0.576033,,0.000886,0.584594,,0.000886,0.588656,,0.000886,0.59081,,0.000886,0.592105,,0.000886,0.592816
0.000894,0.571059,,0.000894,0.580784,,0.000894,0.5857,,0.000894,0.588391,,0.000894,0.590042,,0.000894,0.591013
0.0009,0.567427,,0.0009,0.5777,,0.0009,0.58327,,0.0009,0.586394,,0.0009,0.588337,,0.0009,0.589523
0.0009016,0.568331,,0.0009016,0.577137,,0.0009016,0.582822,,0.0009016,0.586044,,0.0009016,0.588058,,0.0009016,0.589298
0.0009048,0.570101,,0.0009048,0.576206,,0.0009048,0.582016,,0.0009048,0.585399,,0.0009048,0.587539,,0.0009048,0.588877
0.0009112,0.573664,,0.0009112,0.575384,,0.0009112,0.580935,,0.0009112,0.58445,,0.0009112,0.586746,,0.0009112,0.588226
0.00092,0.57864,,0.00092,0.576022,,0.00092,0.580473,,0.00092,0.583831,,0.00092,0.586163,,0.00092,0.587728
0.00092128,0.579327,,0.00092128,0.576265,,0.00092128,0.580501,,0.00092128,0.583807,,0.00092128,0.586126,,0.00092128,0.587692
0.00092384,0.580618,,0.00092384,0.576788,,0.00092384,0.580586,,0.00092384,0.583776,,0.00092384,0.586065,,0.00092384,0.58763
0.00092896,0.583212,,0.00092896,0.578078,,0.00092896,0.580958,,0.00092896,0.583865,,0.00092896,0.586059,,0.00092896,0.5876
0.00093408,0.585838,,0.00093408,0.579648,,0.00093408,0.581581,,0.00093408,0.584146,,0.00093408,0.586206,,0.00093408,0.587695
0.00094,0.588901,,0.00094,0.581742,,0.00094,0.58258,,0.00094,0.584694,,0.00094,0.586554,,0.00094,0.587951
0.000941024,0.589592,,0.000941024,0.582154,,0.000941024,0.582803,,0.000941024,0.584832,,0.000941024,0.586652,,0.000941024,0.588029
0.000943072,0.590945,,0.000943072,0.583001,,0.000943072,0.583267,,0.000943072,0.585122,,0.000943072,0.586859,,0.000943072,0.588194
0.000947168,0.593667,,0.000947168,0.584827,,0.000947168,0.584316,,0.000947168,0.5858,,0.000947168,0.587352,,0.000947168,0.58859
0.00095536,0.599165,,0.00095536,0.588918,,0.00095536,0.586856,,0.00095536,0.587526,,0.00095536,0.588647,,0.00095536,0.589643
0.00096,0.602382,,0.00096,0.591465,,0.00096,0.588542,,0.00096,0.588719,,0.00096,0.589563,,0.00096,0.590396
0.000961638,0.602148,,0.000961638,0.592192,,0.000961638,0.589014,,0.000961638,0.589026,,0.000961638,0.589775,,0.000961638,0.590549
0.000964915,0.601649,,0.000964915,0.593506,,0.000964915,0.589903,,0.000964915,0.589611,,0.000964915,0.590177,,0.000964915,0.59084
0.000971469,0.60065,,0.000971469,0.595424,,0.000971469,0.591391,,0.000971469,0.590625,,0.000971469,0.590883,,0.000971469,0.591353
0.00098,0.599356,,0.00098,0.596824,,0.00098,0.592817,,0.00098,0.591662,,0.00098,0.591621,,0.00098,0.59189
0.000981311,0.600064,,0.000981311,0.597069,,0.000981311,0.593092,,0.000981311,0.59189,,0.000981311,0.59181,,0.000981311,0.592052
0.000983932,0.601478,,0.000983932,0.597611,,0.000983932,0.593666,,0.000983932,0.592367,,0.000983932,0.592203,,0.000983932,0.592387
0.000989175,0.604321,,0.000989175,0.598979,,0.000989175,0.59496,,0.000989175,0.593429,,0.000989175,0.593081,,0.000989175,0.593136
0.000994418,0.6072,,0.000994418,0.600671,,0.000994418,0.596434,,0.000994418,0.594634,,0.000994418,0.594077,,0.000994418,0.593987
0.001,0.610295,,0.001,0.602756,,0.001,0.598183,,0.001,0.596062,,0.001,0.595263,,0.001,0.595001
0.00100105,0.610276,,0.00100105,0.6031,,0.00100105,0.598465,,0.00100105,0.596284,,0.00100105,0.595439,,0.00100105,0.595145
0.00100315,0.610205,,0.00100315,0.603749,,0.00100315,0.599012,,0.00100315,0.596718,,0.00100315,0.595785,,0.00100315,0.595426
0.00100734,0.610064,,0.00100734,0.604858,,0.00100734,0.600021,,0.00100734,0.59754,,0.00100734,0.596446,,0.00100734,0.595969
0.00101573,0.609781,,0.00101573,0.606471,,0.00101573,0.601735,,0.00101573,0.599008,,0.00101573,0.597659,,0.00101573,0.596978
0.00102,0.609638,,0.00102,0.607037,,0.00102,0.602468,,0.00102,0.599672,,0.00102,0.598222,,0.00102,0.597454
0.00102168,0.609821,,0.00102168,0.607252,,0.00102168,0.602756,,0.00102168,0.599943,,0.00102168,0.598457,,0.00102168,0.597658
0.00102503,0.610187,,0.00102503,0.607676,,0.00102503,0.603326,,0.00102503,0.600479,,0.00102503,0.598926,,0.00102503,0.598066
0.00103174,0.610921,,0.00103174,0.608503,,0.00103174,0.604422,,0.00103174,0.601526,,0.00103174,0.599853,,0.00103174,0.598877
0.00104,0.611826,,0.00104,0.609487,,0.00104,0.6057,,0.00104,0.602774,,0.00104,0.600974,,0.00104,0.599869
0.00104134,0.612064,,0.00104134,0.609657,,0.00104134,0.605911,,0.00104134,0.602982,,0.00104134,0.601164,,0.00104134,0.600039
0.00104403,0.612538,,0.00104403,0.610005,,0.00104403,0.606335,,0.00104403,0.6034,,0.00104403,0.601544,,0.00104403,0.600381
0.0010494,0.613488,,0.0010494,0.610742,,0.0010494,0.607192,,0.0010494,0.604242,,0.0010494,0.602314,,0.0010494,0.601073
0.00106,0.615371,,0.00106,0.612324,,0.00106,0.608916,,0.00106,0.60593,,0.00106,0.603866,,0.00106,0.602477
0.00106107,0.613513,,0.00106107,0.612217,,0.00106107,0.60886,,0.00106107,0.605885,,0.00106107,0.603815,,0.00106107,0.602416
0.00106322,0.609814,,0.00106322,0.611842,,0.00106322,0.608664,,0.00106322,0.605737,,0.00106322,0.603671,,0.00106322,0.60226
0.00106752,0.602516,,0.00106752,0.610214,,0.00106752,0.607791,,0.00106752,0.605116,,0.00106752,0.603137,,0.00106752,0.601755
0.00107611,0.58831,,0.00107611,0.604253,,0.00107611,0.604385,,0.00107611,0.602697,,0.00107611,0.60117,,0.00107611,0.60002
0.00108,0.58246,,0.00108,0.600668,,0.00108,0.602247,,0.00108,0.601176,,0.00108,0.599956,,0.00108,0.598979
0.00108172,0.582856,,0.00108172,0.5994,,0.00108172,0.601547,,0.00108172,0.600742,,0.00108172,0.599661,,0.00108172,0.598765
0.00108515,0.583527,,0.00108515,0.59709,,0.00108515,0.600215,,0.00108515,0.599904,,0.00108515,0.599085,,0.00108515,0.598343
0.00109203,0.584874,,0.00109203,0.593687,,0.00109203,0.59799,,0.00109203,0.598454,,0.00109203,0.598076,,0.00109203,0.597598
0.0011,0.586445,,0.0011,0.591327,,0.0011,0.596057,,0.0011,0.59712,,0.0011,0.597128,,0.0011,0.596895
0.00110137,0.58561,,0.00110137,0.590916,,0.00110137,0.595663,,0.00110137,0.596808,,0.00110137,0.596874,,0.00110137,0.596679
0.00110412,0.583936,,0.00110412,0.590043,,0.00110412,0.594849,,0.00110412,0.596162,,0.00110412,0.596347,,0.00110412,0.59623
0.00110962,0.580609,,0.00110962,0.588033,,0.00110962,0.593071,,0.00110962,0.594749,,0.00110962,0.595192,,0.00110962,0.595246
0.00112,0.57441,,0.00112,0.583528,,0.00112,0.589253,,0.00112,0.591689,,0.00112,0.592669,,0.00112,0.593092
0.0011211,0.574422,,0.0011211,0.583092,,0.0011211,0.58889,,0.0011211,0.591404,,0.0011211,0.592443,,0.0011211,0.592907
0.0011233,0.574314,,0.0011233,0.582245,,0.0011233,0.588166,,0.0011233,0.590832,,0.0011233,0.591984,,0.0011233,0.592527
0.0011277,0.574099,,0.0011277,0.580755,,0.0011277,0.586807,,0.0011277,0.589731,,0.0011277,0.59109,,0.0011277,0.591783
0.00113649,0.57367,,0.00113649,0.578416,,0.00113649,0.584404,,0.00113649,0.587698,,0.00113649,0.589401,,0.00113649,0.590358
0.00115,0.573011,,0.00115,0.57597,,0.00115,0.581385,,0.00115,0.584957,,0.00115,0.587037,,0.00115,0.588316
0.00115176,0.573598,,0.00115176,0.575842,,0.00115176,0.581135,,0.00115176,0.584711,,0.00115176,0.586824,,0.00115176,0.588135
0.00115528,0.574772,,0.00115528,0.575694,,0.00115528,0.580699,,0.00115528,0.584265,,0.00115528,0.58643,,0.00115528,0.587798
0.00116231,0.577131,,0.00116231,0.575952,,0.00116231,0.580191,,0.00116231,0.583622,,0.00116231,0.585825,,0.00116231,0.587267
0.00117,0.579736,,0.00117,0.576899,,0.00117,0.580126,,0.00117,0.583272,,0.00117,0.58543,,0.00117,0.586896
0.00117141,0.57801,,0.00117141,0.576817,,0.00117141,0.579906,,0.00117141,0.583006,,0.00117141,0.585157,,0.00117141,0.586627
0.00117422,0.574562,,0.00117422,0.576456,,0.00117422,0.579374,,0.00117422,0.582413,,0.00117422,0.584564,,0.00117422,0.586051
0.00117985,0.567757,,0.00117985,0.574692,,0.00117985,0.577791,,0.00117985,0.580887,,0.00117985,0.583121,,0.00117985,0.584693
0.00119,0.55582,,0.00119,0.568934,,0.00119,0.573476,,0.00119,0.577122,,0.00119,0.579742,,0.00119,0.581611
0.00119113,0.555886,,0.00119113,0.568299,,0.00119113,0.57304,,0.00119113,0.576769,,0.00119113,0.579445,,0.00119113,0.581355
0.00119338,0.555524,,0.00119338,0.567031,,0.00119338,0.572135,,0.00119338,0.576024,,0.00119338,0.578807,,0.00119338,0.580798
0.00119788,0.554801,,0.00119788,0.56475,,0.00119788,0.570406,,0.00119788,0.574572,,0.00119788,0.577553,,0.00119788,0.579696
0.00120689,0.55336,,0.00120689,0.560989,,0.00120689,0.567232,,0.00120689,0.57181,,0.00120689,0.575123,,0.00120689,0.577537
0.00121,0.552868,,0.00121,0.559899,,0.00121,0.566216,,0.00121,0.570898,,0.00121,0.574308,,0.00121,0.576806
0.0012118,0.555663,,0.0012118,0.559812,,0.0012118,0.566043,,0.0012118,0.570739,,0.0012118,0.574182,,0.0012118,0.576715
0.0012154,0.561323,,0.0012154,0.56009,,0.0012154,0.565943,,0.0012154,0.570588,,0.0012154,0.574055,,0.0012154,0.576633
0.00122261,0.572904,,0.00122261,0.562993,,0.00122261,0.567102,,0.00122261,0.571231,,0.00122261,0.574524,,0.00122261,0.577051
0.00123,0.585461,,0.00123,0.568669,,0.00123,0.570051,,0.00123,0.573171,,0.00123,0.576008,,0.00123,0.578305
0.00123144,0.58561,,0.00123144,0.569732,,0.00123144,0.570562,,0.00123144,0.573453,,0.00123144,0.576177,,0.00123144,0.578414
0.00123432,0.585354,,0.00123432,0.571663,,0.00123432,0.571494,,0.00123432,0.573949,,0.00123432,0.576457,,0.00123432,0.578575
0.00124009,0.584845,,0.00124009,0.574759,,0.00124009,0.573137,,0.00124009,0.574845,,0.00124009,0.576964,,0.00124009,0.578866
0.00125,0.583971,,0.00125,0.578268,,0.00125,0.575365,,0.00125,0.576118,,0.00125,0.577689,,0.00125,0.579271
0.00125115,0.585945,,0.00125115,0.578825,,0.00125115,0.575814,,0.00125115,0.576466,,0.00125115,0.577975,,0.00125115,0.57952
0.00125346,0.589922,,0.00125346,0.580087,,0.00125346,0.576794,,0.00125346,0.577222,,0.00125346,0.578595,,0.00125346,0.580057
0.00125807,0.597999,,0.00125807,0.583411,,0.00125807,0.579222,,0.00125807,0.579077,,0.00125807,0.580109,,0.00125807,0.581359
0.00126729,0.614657,,0.00126729,0.592676,,0.00126729,0.585791,,0.00126729,0.584096,,0.00126729,0.584195,,0.00126729,0.584853
0.00127,0.620263,,0.00127,0.596058,,0.00127,0.588197,,0.00127,0.585953,,0.00127,0.585719,,0.00127,0.586161
0.00127184,0.61622,,0.00127184,0.597289,,0.00127184,0.588979,,0.00127184,0.586423,,0.00127184,0.585987,,0.00127184,0.586297
0.00127553,0.608173,,0.00127553,0.598934,,0.00127553,0.590155,,0.00127553,0.587118,,0.00127553,0.58635,,0.00127553,0.586432
0.00128291,0.592547,,0.00128291,0.59812,,0.00128291,0.590425,,0.00128291,0.587175,,0.00128291,0.586111,,0.00128291,0.585957
0.00129,0.578592,,0.00129,0.59351,,0.00129,0.588511,,0.00129,0.585795,,0.00129,0.584839,,0.00129,0.584693
0.00129148,0.601192,,0.00129148,0.595939,,0.00129148,0.590932,,0.00129148,0.588163,,0.00129148,0.58715,,0.00129148,0.586959
0.00129443,0.6513,,0.00129443,0.604093,,0.00129443,0.597696,,0.00129443,0.594345,,0.00129443,0.592977,,0.00129443,0.592549
0.00130033,0.781588,,0.00130033,0.641503,,0.00130033,0.62402,,0.00130033,0.616391,,0.00130033,0.612683,,0.00130033,0.610777
0.00131,1.16255,,0.00131,0.791079,,0.00131,0.725739,,0.00131,0.698581,,0.00131,0.684178,,0.00131,0.675517
0.00131118,1.20693,,0.00131118,0.816554,,0.00131118,0.742571,,0.00131118,0.711746,,0.00131118,0.695313,,0.00131118,0.685363
0.00131354,1.3067,,0.00131354,0.871054,,0.00131354,0.779031,,0.00131354,0.740432,,0.00131354,0.719671,,0.00131354,0.706966
0.00131826,1.56551,,0.00131826,1.00467,,0.00131826,0.87043,,0.00131826,0.812999,,0.00131826,0.781619,,0.00131826,0.762104
0.00132771,2.59246,,0.00132771,1.47546,,0.00132771,1.20055,,0.00132771,1.07919,,0.00132771,1.01143,,0.00132771,0.968457
0.00133,3.08307,,0.00133,1.66131,,0.00133,1.33393,,0.00133,1.18901,,0.00133,1.10788,,0.00133,1.0563
0.00133189,2.57849,,0.00133189,1.69162,,0.00133189,1.34005,,0.00133189,1.1813,,0.00133189,1.0917,,0.00133189,1.03446
0.00133567,1.94263,,0.00133567,1.72934,,0.00133567,1.36035,,0.00133567,1.18431,,0.00133567,1.08286,,0.00133567,1.01729
0.00134322,1.30098,,0.00134322,1.64681,,0.00134322,1.34772,,0.00134322,1.17609,,0.00134322,1.07063,,0.00134322,1.00015
0.00135,1.00363,,0.00135,1.48921,,0.00135,1.29392,,0.00135,1.14762,,0.00135,1.0503,,0.00135,0.982675
0.00135151,0.996646,,0.00135151,1.4565,,0.00135151,1.28328,,0.00135151,1.14356,,0.00135151,1.04875,,0.00135151,0.982232
0.00135453,0.982922,,0.00135453,1.39447,,0.00135453,1.26228,,0.00135453,1.13534,,0.00135453,1.04548,,0.00135453,0.98119
0.00136058,0.956314,,0.00136058,1.28836,,0.00136058,1.22185,,0.00136058,1.11828,,0.00136058,1.038,,0.00136058,0.978173
0.00137,0.919008,,0.00137,1.16038,,0.00137,1.16308,,0.00137,1.09069,,0.00137,1.02441,,0.00137,0.971505
0.00137121,0.910738,,0.00137121,1.14648,,0.00137121,1.1555,,0.00137121,1.08666,,0.00137121,1.0221,,0.00137121,0.970082
0.00137363,0.894568,,0.00137363,1.11934,,0.00137363,1.14035,,0.00137363,1.0785,,0.00137363,1.01735,,0.00137363,0.967124
0.00137846,0.86455,,0.00137846,1.0688,,0.00137846,1.11023,,0.00137846,1.06159,,0.00137846,1.0072,,0.00137846,0.960606
0.00138813,0.809714,,0.00138813,0.980311,,0.00138813,1.05099,,0.00138813,1.0259,,0.00138813,0.984496,,0.00138813,0.945256
0.0014,0.751251,,0.0014,0.890407,,0.0014,0.981317,,0.0014,0.980059,,0.0014,0.953417,,0.0014,0.923113
0.00140193,0.749666,,0.00140193,0.87878,,0.00140193,0.971316,,0.00140193,0.973284,,0.00140193,0.948843,,0.00140193,0.919939
0.0014058,0.746511,,0.0014058,0.857167,,0.0014058,0.952033,,0.0014058,0.960037,,0.0014058,0.939828,,0.0014058,0.913649
0.00141354,0.740261,,0.00141354,0.82232,,0.00141354,0.917431,,0.00141354,0.935247,,0.00141354,0.922555,,0.00141354,0.901399
0.00142,0.735171,,0.00142,0.800038,,0.00142,0.892157,,0.00142,0.916172,,0.00142,0.908874,,0.00142,0.891505
0.00142155,0.735479,,0.00142155,0.795777,,0.00142155,0.886803,,0.00142155,0.912014,,0.00142155,0.905872,,0.00142155,0.889344
0.00142464,0.736025,,0.00142464,0.787852,,0.00142464,0.876476,,0.00142464,0.903899,,0.00142464,0.899977,,0.00142464,0.885085
0.00143083,0.737119,,0.00143083,0.775166,,0.00143083,0.857988,,0.00143083,0.888843,,0.00143083,0.88885,,0.00143083,0.876965
0.00144,0.738745,,0.00144,0.762329,,0.00144,0.835236,,0.00144,0.869174,,0.00144,0.873886,,0.00144,0.865863
0.00144124,0.735343,,0.00144124,0.76058,,0.00144124,0.832169,,0.00144124,0.866376,,0.00144124,0.871635,,0.00144124,0.864086
0.00144371,0.728613,,0.00144371,0.756915,,0.00144371,0.826025,,0.00144371,0.860767,,0.00144371,0.867109,,0.00144371,0.860503
0.00144867,0.715426,,0.00144867,0.748697,,0.00144867,0.813683,,0.00144867,0.849462,,0.00144867,0.857907,,0.00144867,0.853157
0.00145857,0.690982,,0.00145857,0.730005,,0.00145857,0.789102,,0.00145857,0.826759,,0.00145857,0.839136,,0.00145857,0.837962
0.00146,0.687539,,0.00146,0.727106,,0.00146,0.785563,,0.00146,0.823467,,0.00146,0.836381,,0.00146,0.835707
0.00146198,0.684812,,0.00146198,0.72335,,0.00146198,0.780941,,0.00146198,0.819144,,0.00146198,0.832766,,0.00146198,0.832765
0.00146594,0.67938,,0.00146594,0.716013,,0.00146594,0.771863,,0.00146594,0.810594,,0.00146594,0.825578,,0.00146594,0.826891
0.00147386,0.668706,,0.00147386,0.702264,,0.00147386,0.754654,,0.00147386,0.794057,,0.00147386,0.811459,,0.00147386,0.815216
0.00148,0.660831,,0.00148,0.692372,,0.00148,0.742152,,0.00148,0.781772,,0.00148,0.800782,,0.00148,0.80627
0.00148158,0.658549,,0.00148158,0.689883,,0.00148158,0.739016,,0.00148158,0.77865,,0.00148158,0.798036,,0.00148158,0.803945
0.00148475,0.65384,,0.00148475,0.684911,,0.00148475,0.732785,,0.00148475,0.77243,,0.00148475,0.792545,,0.00148475,0.799282
0.00149109,0.644572,,0.00149109,0.675099,,0.00149109,0.720658,,0.00149109,0.760222,,0.00149109,0.781665,,0.00149109,0.789971
0.0015,0.631994,,0.0015,0.661643,,0.0015,0.704334,,0.0015,0.743585,,0.0015,0.766626,,0.0015,0.776948
0.00150127,0.631612,,0.00150127,0.659959,,0.00150127,0.702244,,0.00150127,0.74142,,0.00150127,0.764656,,0.00150127,0.775242
0.0015038,0.630364,,0.0015038,0.656665,,0.0015038,0.698105,,0.0015038,0.737106,,0.0015038,0.760711,,0.0015038,0.77181
0.00150887,0.627879,,0.00150887,0.650719,,0.00150887,0.690304,,0.00150887,0.728824,,0.00150887,0.753051,,0.00150887,0.765098
0.00151394,0.625421,,0.00151394,0.6455,,0.00151394,0.683093,,0.00151394,0.720978,,0.00151394,0.745687,,0.00151394,0.758582
0.00152,0.622505,,0.00152,0.640011,,0.00152,0.675161,,0.00152,0.712134,,0.00152,0.737256,,0.00152,0.751042
0.00152101,0.623138,,0.00152101,0.639316,,0.00152101,0.674034,,0.00152101,0.710831,,0.00152101,0.736001,,0.00152101,0.74992
0.00152304,0.624378,,0.00152304,0.638041,,0.00152304,0.671859,,0.00152304,0.708283,,0.00152304,0.733532,,0.00152304,0.747706
0.0015271,0.62687,,0.0015271,0.636135,,0.0015271,0.667965,,0.0015271,0.70353,,0.0015271,0.728847,,0.0015271,0.743468
0.00153521,0.631898,,0.00153521,0.634405,,0.00153521,0.661816,,0.00153521,0.6953,,0.00153521,0.720441,,0.00153521,0.735722
0.00154,0.634948,,0.00154,0.634463,,0.00154,0.659124,,0.00154,0.691197,,0.00154,0.71606,,0.00154,0.731596
0.00154162,0.636018,,0.00154162,0.634662,,0.00154162,0.65839,,0.00154162,0.689956,,0.00154162,0.714694,,0.00154162,0.73029
0.00154487,0.638139,,0.00154487,0.635178,,0.00154487,0.657047,,0.00154487,0.687584,,0.00154487,0.712047,,0.00154487,0.727745
0.00155136,0.642412,,0.00155136,0.636841,,0.00155136,0.655087,,0.00155136,0.683482,,0.00155136,0.707272,,0.00155136,0.723065
0.00156,0.648198,,0.00156,0.640086,,0.00156,0.653805,,0.00156,0.679245,,0.00156,0.701922,,0.00156,0.717641
0.0015613,0.6441,,0.0015613,0.639957,,0.0015613,0.653159,,0.0015613,0.678192,,0.0015613,0.700703,,0.0015613,0.716404
0.00156389,0.635932,,0.00156389,0.639256,,0.00156389,0.65167,,0.00156389,0.67597,,0.00156389,0.698184,,0.00156389,0.713865
0.00156909,0.620057,,0.00156909,0.635556,,0.00156909,0.647633,,0.00156909,0.670904,,0.00156909,0.69271,,0.00156909,0.708446
0.00157428,0.605249,,0.00157428,0.629467,,0.00157428,0.642419,,0.00157428,0.66515,,0.00157428,0.686762,,0.00157428,0.702663
0.00158,0.58965,,0.00158,0.620774,,0.00158,0.635539,,0.00158,0.658106,,0.00158,0.679705,,0.00158,0.69589
0.00158104,0.586878,,0.00158104,0.618991,,0.00158104,0.63416,,0.00158104,0.656743,,0.00158104,0.678362,,0.00158104,0.69461
0.00158312,0.580613,,0.00158312,0.615238,,0.00158312,0.631254,,0.00158312,0.653897,,0.00158312,0.675568,,0.00158312,0.69195
0.00158727,0.568385,,0.00158727,0.60713,,0.00158727,0.625025,,0.00158727,0.647925,,0.00158727,0.669774,,0.00158727,0.686461
0.00159558,0.545995,,0.00159558,0.58943,,0.00159558,0.611359,,0.00159558,0.635167,,0.00159558,0.657586,,0.00159558,0.675003
0.0016,0.53442,,0.0016,0.579408,,0.0016,0.603486,,0.0016,0.627936,,0.0016,0.650752,,0.0016,0.668609
0.00160166,0.533653,,0.00160166,0.576105,,0.00160166,0.600858,,0.00160166,0.625533,,0.00160166,0.648496,,0.00160166,0.666516
0.00160498,0.531646,,0.00160498,0.569785,,0.00160498,0.595678,,0.00160498,0.620756,,0.00160498,0.643988,,0.00160498,0.662319
0.00161163,0.527666,,0.00161163,0.558863,,0.00161163,0.585997,,0.00161163,0.611609,,0.00161163,0.635252,,0.00161163,0.654125
0.00162,0.522749,,0.00162,0.547656,,0.00162,0.574951,,0.00162,0.600805,,0.00162,0.624756,,0.00162,0.64417
0.00162133,0.523138,,0.00162133,0.546282,,0.00162133,0.573454,,0.00162133,0.599295,,0.00162133,0.623267,,0.00162133,0.642748
0.00162399,0.523825,,0.00162399,0.543723,,0.00162399,0.570562,,0.00162399,0.596339,,0.00162399,0.620335,,0.00162399,0.63994
0.0016293,0.525202,,0.0016293,0.539664,,0.0016293,0.565394,,0.0016293,0.590855,,0.0016293,0.614794,,0.0016293,0.634573
0.00163994,0.527974,,0.00163994,0.534745,,0.00163994,0.557192,,0.00163994,0.581436,,0.00163994,0.604906,,0.00163994,0.62478
0.00165,0.530635,,0.00165,0.532905,,0.00165,0.551647,,0.00165,0.574222,,0.00165,0.596897,,0.00165,0.616597
