X--Kurve 1::[-I(R1:2) | I(TK1)],Y--Kurve 1::[-I(R1:2) | I(TK1)],,X--Kurve 2::[V(1) | V(TK4)],Y--Kurve 2::[V(1) | V(TK4)]
0.00279,0.608492,,0.00279,14.8479
0.00279134,0.609692,,0.00279134,14.8476
0.00279403,0.612033,,0.00279403,14.847
0.0027994,0.616754,,0.0027994,14.8458
0.00281,0.626244,,0.00281,14.8434
0.00281107,0.625391,,0.00281107,14.8437
0.00281322,0.623399,,0.00281322,14.8442
0.00281752,0.619442,,0.00281752,14.8451
0.00282611,0.61164,,0.00282611,14.8471
0.00283,0.608278,,0.00283,14.8479
0.00283172,0.605951,,0.00283172,14.8485
0.00283515,0.601304,,0.00283515,14.8497
0.00284203,0.592169,,0.00284203,14.852
0.00285,0.581984,,0.00285,14.8545
0.00285137,0.583815,,0.00285137,14.854
0.00285412,0.587151,,0.00285412,14.8532
0.00285962,0.593909,,0.00285962,14.8515
0.00287,0.607007,,0.00287,14.8482
0.0028711,0.60729,,0.0028711,14.8482
0.0028733,0.607267,,0.0028733,14.8482
0.0028777,0.607222,,0.0028777,14.8482
0.00288649,0.607132,,0.00288649,14.8482
0.0029,0.606995,,0.0029,14.8483
0.00290176,0.604157,,0.00290176,14.849
0.00290528,0.598547,,0.00290528,14.8504
0.00291231,0.58756,,0.00291231,14.8531
0.00292,0.576139,,0.00292,14.856
0.00292141,0.576743,,0.00292141,14.8558
0.00292422,0.577509,,0.00292422,14.8556
0.00292985,0.579046,,0.00292985,14.8552
0.00294,0.581834,,0.00294,14.8545
0.00294113,0.5833,,0.00294113,14.8542
0.00294338,0.586222,,0.00294338,14.8534
0.00294788,0.592132,,0.00294788,14.852
0.00295689,0.604223,,0.00295689,14.8489
0.00296,0.608802,,0.00296,14.8478
0.0029618,0.60403,,0.0029618,14.849
0.0029654,0.594608,,0.0029654,14.8513
0.00297261,0.576416,,0.00297261,14.8559
0.00298,0.559276,,0.00298,14.8602
0.00298144,0.558925,,0.00298144,14.8603
0.00298432,0.557206,,0.00298432,14.8607
0.00299009,0.553795,,0.00299009,14.8616
0.003,0.548012,,0.003,14.863
0.00300115,0.547684,,0.00300115,14.8631
0.00300346,0.546908,,0.00300346,14.8633
0.00300807,0.545361,,0.00300807,14.8637
0.00301729,0.542288,,0.00301729,14.8644
0.00302,0.541412,,0.00302,14.8646
0.00302184,0.541812,,0.00302184,14.8645
0.00302553,0.54261,,0.00302553,14.8643
0.00303291,0.544212,,0.00303291,14.8639
0.00304,0.545762,,0.00304,14.8636
0.00304148,0.548509,,0.00304148,14.8629
0.00304443,0.554063,,0.00304443,14.8615
0.00305033,0.565425,,0.00305033,14.8586
0.00306,0.585646,,0.00306,14.8536
0.00306118,0.584383,,0.00306118,14.8539
0.00306354,0.581873,,0.00306354,14.8545
0.00306826,0.5769,,0.00306826,14.8558
0.00307771,0.567144,,0.00307771,14.8582
0.00308,0.565009,,0.00308,14.8587
0.00308189,0.56411,,0.00308189,14.859
0.00308567,0.562301,,0.00308567,14.8594
0.00309322,0.558709,,0.00309322,14.8603
0.0031,0.555546,,0.0031,14.8611
0.00310151,0.554678,,0.00310151,14.8613
0.00310453,0.552912,,0.00310453,14.8618
0.00311058,0.549406,,0.00311058,14.8626
0.00312267,0.542495,,0.00312267,14.8644
0.00313,0.53848,,0.00313,14.8654
0.003132,0.539882,,0.003132,14.865
0.003136,0.542643,,0.003136,14.8643
0.003144,0.54823,,0.003144,14.8629
0.00315,0.552554,,0.00315,14.8619
0.0031516,0.552701,,0.0031516,14.8618
0.0031548,0.552927,,0.0031548,14.8618
0.0031612,0.553379,,0.0031612,14.8617
0.00317,0.554003,,0.00317,14.8615
0.00317128,0.552412,,0.00317128,14.8619
0.00317384,0.549251,,0.00317384,14.8627
0.00317896,0.543009,,0.00317896,14.8642
0.00318408,0.536962,,0.00318408,14.8658
0.00319,0.530111,,0.00319,14.8675
0.00319102,0.530435,,0.00319102,14.8674
0.00319307,0.53091,,0.00319307,14.8673
0.00319717,0.53186,,0.00319717,14.867
0.00320536,0.533767,,0.00320536,14.8666
0.00321,0.534862,,0.00321,14.8663
0.00321164,0.53264,,0.00321164,14.8668
0.00321492,0.528239,,0.00321492,14.8679
0.00322147,0.519598,,0.00322147,14.8701
0.00323,0.508808,,0.00323,14.8728
0.00323131,0.509377,,0.00323131,14.8727
0.00323393,0.510072,,0.00323393,14.8725
0.00323918,0.511465,,0.00323918,14.8721
0.00324442,0.51287,,0.00324442,14.8718
0.00325,0.514373,,0.00325,14.8714
0.00325105,0.515092,,0.00325105,14.8712
0.00325315,0.516525,,0.00325315,14.8709
0.00325734,0.51941,,0.00325734,14.8701
0.00326573,0.525253,,0.00326573,14.8687
0.00327,0.528354,,0.00327,14.8679
0.00327168,0.52723,,0.00327168,14.8682
0.00327503,0.524958,,0.00327503,14.8688
0.00328174,0.520459,,0.00328174,14.8699
0.00329,0.515044,,0.00329,14.8712
0.00329134,0.51449,,0.00329134,14.8714
0.00329403,0.513272,,0.00329403,14.8717
0.0032994,0.510849,,0.0032994,14.8723
0.00331,0.506115,,0.00331,14.8735
0.00331107,0.506922,,0.00331107,14.8733
0.00331322,0.508456,,0.00331322,14.8729
0.00331752,0.511545,,0.00331752,14.8721
0.00332611,0.517807,,0.00332611,14.8705
0.00333,0.520785,,0.00333,14.8698
0.00333172,0.522298,,0.00333172,14.8694
0.00333515,0.525313,,0.00333515,14.8687
0.00334203,0.531422,,0.00334203,14.8671
0.00335,0.538727,,0.00335,14.8653
0.00335137,0.538689,,0.00335137,14.8653
0.00335412,0.538411,,0.00335412,14.8654
0.00335962,0.537856,,0.00335962,14.8655
0.00337,0.536811,,0.00337,14.8658
0.0033711,0.536751,,0.0033711,14.8658
0.0033733,0.536626,,0.0033733,14.8658
0.0033777,0.536377,,0.0033777,14.8659
0.00338649,0.53588,,0.00338649,14.866
0.0034,0.535118,,0.0034,14.8662
0.00340176,0.532221,,0.00340176,14.8669
0.00340528,0.526504,,0.00340528,14.8684
0.00341231,0.515343,,0.00341231,14.8712
0.00342,0.503829,,0.00342,14.874
0.00342141,0.505075,,0.00342141,14.8737
0.00342422,0.507064,,0.00342422,14.8732
0.00342985,0.511078,,0.00342985,14.8722
0.00344,0.518445,,0.00344,14.8704
0.00344113,0.519316,,0.00344113,14.8702
0.00344338,0.520851,,0.00344338,14.8698
0.00344788,0.523939,,0.00344788,14.869
0.00345689,0.530198,,0.00345689,14.8675
0.00346,0.532482,,0.00346,14.8669
0.0034618,0.530325,,0.0034618,14.8674
0.0034654,0.526035,,0.0034654,14.8685
0.00347261,0.517611,,0.00347261,14.8706
0.00348,0.509344,,0.00348,14.8727
0.00348144,0.508288,,0.00348144,14.8729
0.00348432,0.505925,,0.00348432,14.8735
0.00349009,0.50125,,0.00349009,14.8747
0.0035,0.493382,,0.0035,14.8767
0.00350115,0.493329,,0.00350115,14.8767
0.00350346,0.492979,,0.00350346,14.8768
0.00350807,0.49228,,0.00350807,14.8769
0.00351729,0.490886,,0.00351729,14.8773
0.00352,0.490483,,0.00352,14.8774
0.00352184,0.491935,,0.00352184,14.877
0.00352553,0.49486,,0.00352553,14.8763
0.00353291,0.500788,,0.00353291,14.8748
0.00354,0.506675,,0.00354,14.8733
0.00354148,0.507616,,0.00354148,14.8731
0.00354443,0.509368,,0.00354443,14.8727
0.00355033,0.512899,,0.00355033,14.8718
0.00356,0.51878,,0.00356,14.8703
0.00356118,0.520795,,0.00356118,14.8698
0.00356354,0.524728,,0.00356354,14.8688
0.00356826,0.532727,,0.00356826,14.8668
0.00357771,0.549281,,0.00357771,14.8627
0.00358,0.554048,,0.00358,14.8615
0.00358189,0.556679,,0.00358189,14.8608
0.00358567,0.561929,,0.00358567,14.8595
0.00359322,0.572652,,0.00359322,14.8568
0.0036,0.582804,,0.0036,14.8543
0.00360151,0.581238,,0.00360151,14.8547
0.00360453,0.57777,,0.00360453,14.8556
0.00361058,0.570928,,0.00361058,14.8573
0.00362267,0.557604,,0.00362267,14.8606
0.00363,0.550151,,0.00363,14.8625
0.003632,0.548095,,0.003632,14.863
0.003636,0.54382,,0.003636,14.864
0.003644,0.535419,,0.003644,14.8661
0.00365,0.529415,,0.00365,14.8676
0.0036516,0.527947,,0.0036516,14.868
0.0036548,0.524898,,0.0036548,14.8688
0.0036612,0.518878,,0.0036612,14.8703
0.00367,0.510834,,0.00367,14.8723
0.00367128,0.510364,,0.00367128,14.8724
0.00367384,0.509179,,0.00367384,14.8727
0.00367896,0.506823,,0.00367896,14.8733
0.00368408,0.504497,,0.00368408,14.8739
0.00369,0.50183,,0.00369,14.8745
0.00369102,0.501906,,0.00369102,14.8745
0.00369307,0.502032,,0.00369307,14.8745
0.00369717,0.502283,,0.00369717,14.8744
0.00370536,0.502785,,0.00370536,14.8743
0.00371,0.503071,,0.00371,14.8742
0.00371164,0.503008,,0.00371164,14.8742
0.00371492,0.502881,,0.00371492,14.8743
0.00372147,0.502628,,0.00372147,14.8743
0.00373,0.502299,,0.00373,14.8744
0.00373131,0.503207,,0.00373131,14.8742
0.00373393,0.505031,,0.00373393,14.8737
0.00373918,0.508708,,0.00373918,14.8728
0.00374442,0.51246,,0.00374442,14.8719
0.00375,0.516511,,0.00375,14.8709
0.00375105,0.51643,,0.00375105,14.8709
0.00375315,0.516202,,0.00375315,14.8709
0.00375734,0.515746,,0.00375734,14.8711
0.00376573,0.514837,,0.00376573,14.8713
0.00377,0.514377,,0.00377,14.8714
0.00377168,0.515555,,0.00377168,14.8711
0.00377503,0.517922,,0.00377503,14.8705
0.00378174,0.522706,,0.00378174,14.8693
0.00379,0.528733,,0.00379,14.8678
0.00379134,0.527648,,0.00379134,14.8681
0.00379403,0.52535,,0.00379403,14.8687
0.0037994,0.520801,,0.0037994,14.8698
0.00381,0.511989,,0.00381,14.872
0.00381107,0.511797,,0.00381107,14.8721
0.00381322,0.511118,,0.00381322,14.8722
0.00381752,0.509766,,0.00381752,14.8726
0.00382611,0.507076,,0.00382611,14.8732
0.00383,0.505882,,0.00383,14.8735
0.00383172,0.506923,,0.00383172,14.8733
0.00383515,0.50901,,0.00383515,14.8727
0.00384203,0.513222,,0.00384203,14.8717
0.00385,0.518217,,0.00385,14.8704
0.00385137,0.51511,,0.00385137,14.8712
0.00385412,0.508893,,0.00385412,14.8728
0.00385962,0.496794,,0.00385962,14.8758
0.00387,0.476079,,0.00387,14.881
0.0038711,0.475367,,0.0038711,14.8812
0.0038733,0.473949,,0.0038733,14.8815
0.0038777,0.471132,,0.0038777,14.8822
0.00388649,0.465573,,0.00388649,14.8836
0.0039,0.457276,,0.0039,14.8857
0.00390176,0.45808,,0.00390176,14.8855
0.00390528,0.4594,,0.00390528,14.8852
0.00391231,0.462056,,0.00391231,14.8845
0.00392,0.465002,,0.00392,14.8837
0.00392141,0.465368,,0.00392141,14.8837
0.00392422,0.466063,,0.00392422,14.8835
0.00392985,0.467458,,0.00392985,14.8831
0.00394,0.469989,,0.00394,14.8825
0.00394113,0.471051,,0.00394113,14.8822
0.00394338,0.473158,,0.00394338,14.8817
0.00394788,0.477414,,0.00394788,14.8806
0.00395689,0.486101,,0.00395689,14.8785
0.00396,0.489359,,0.00396,14.8777
0.0039618,0.489554,,0.0039618,14.8776
0.0039654,0.489901,,0.0039654,14.8775
0.00397261,0.490595,,0.00397261,14.8774
0.00398,0.491311,,0.00398,14.8772
0.00398144,0.491642,,0.00398144,14.8771
0.00398432,0.492304,,0.00398432,14.8769
0.00399009,0.493633,,0.00399009,14.8766
0.004,0.495931,,0.004,14.876
0.00400115,0.497138,,0.00400115,14.8757
0.00400346,0.499546,,0.00400346,14.8751
0.00400807,0.504414,,0.00400807,14.8739
0.00401729,0.514365,,0.00401729,14.8714
0.00402,0.517587,,0.00402,14.8706
0.00402184,0.519629,,0.00402184,14.8701
0.00402553,0.523715,,0.00402553,14.8691
0.00403291,0.532032,,0.00403291,14.867
0.00404,0.540381,,0.00404,14.8649
0.00404148,0.540094,,0.00404148,14.865
0.00404443,0.539261,,0.00404443,14.8652
0.00405033,0.537601,,0.00405033,14.8656
0.00406,0.534901,,0.00406,14.8663
0.00406118,0.53465,,0.00406118,14.8663
0.00406354,0.534123,,0.00406354,14.8665
0.00406826,0.533069,,0.00406826,14.8667
0.00407771,0.530971,,0.00407771,14.8673
0.00408,0.530473,,0.00408,14.8674
0.00408189,0.530448,,0.00408189,14.8674
0.00408567,0.530396,,0.00408567,14.8674
0.00409322,0.530292,,0.00409322,14.8674
0.0041,0.530198,,0.0041,14.8675
0.00410151,0.529388,,0.00410151,14.8677
0.00410453,0.527772,,0.00410453,14.8681
0.00411058,0.524563,,0.00411058,14.8689
0.00412267,0.518231,,0.00412267,14.8704
0.00413,0.514547,,0.00413,14.8714
0.004132,0.515934,,0.004132,14.871
0.004136,0.518672,,0.004136,14.8703
0.004144,0.524215,,0.004144,14.8689
0.00415,0.52851,,0.00415,14.8679
0.0041516,0.530614,,0.0041516,14.8673
0.0041548,0.534791,,0.0041548,14.8663
0.0041612,0.543294,,0.0041612,14.8642
0.00417,0.555453,,0.00417,14.8611
0.00417128,0.55481,,0.00417128,14.8613
0.00417384,0.552978,,0.00417384,14.8618
0.00417896,0.549343,,0.00417896,14.8627
0.00418408,0.545774,,0.00418408,14.8636
0.00419,0.541696,,0.00419,14.8646
0.00419102,0.540594,,0.00419102,14.8649
0.00419307,0.538342,,0.00419307,14.8654
0.00419717,0.533879,,0.00419717,14.8665
0.00420536,0.525118,,0.00420536,14.8687
0.00421,0.520438,,0.00421,14.8699
0.00421164,0.521262,,0.00421164,14.8697
0.00421492,0.522831,,0.00421492,14.8693
0.00422147,0.52599,,0.00422147,14.8685
0.00423,0.530165,,0.00423,14.8675
0.00423131,0.530223,,0.00423131,14.8674
0.00423393,0.530272,,0.00423393,14.8674
0.00423918,0.530371,,0.00423918,14.8674
0.00424442,0.530469,,0.00424442,14.8674
0.00425,0.530574,,0.00425,14.8674
0.00425105,0.531933,,0.00425105,14.867
0.00425315,0.534669,,0.00425315,14.8663
0.00425734,0.540205,,0.00425734,14.8649
0.00426573,0.551537,,0.00426573,14.8621
0.00427,0.557764,,0.00427,14.8606
0.00427168,0.557965,,0.00427168,14.8605
0.00427503,0.55823,,0.00427503,14.8604
0.00428174,0.55876,,0.00428174,14.8603
0.00429,0.559414,,0.00429,14.8601
0.00429134,0.560253,,0.00429134,14.8599
0.00429403,0.561935,,0.00429403,14.8595
0.0042994,0.565322,,0.0042994,14.8587
0.00431,0.572104,,0.00431,14.857
0.00431107,0.573275,,0.00431107,14.8567
0.00431322,0.575463,,0.00431322,14.8561
0.00431752,0.579878,,0.00431752,14.855
0.00432611,0.58886,,0.00432611,14.8528
0.00433,0.593184,,0.00433,14.8517
0.00433172,0.591418,,0.00433172,14.8521
0.00433515,0.587852,,0.00433515,14.853
0.00434203,0.580816,,0.00434203,14.8548
0.00435,0.572905,,0.00435,14.8568
0.00435137,0.572741,,0.00435137,14.8568
0.00435412,0.572201,,0.00435412,14.8569
0.00435962,0.571122,,0.00435962,14.8572
0.00437062,0.568973,,0.00437062,14.8578
0.00438,0.567159,,0.00438,14.8582
0.004382,0.56401,,0.004382,14.859
0.004386,0.557789,,0.004386,14.8606
0.004394,0.545652,,0.004394,14.8636
0.0044,0.537149,,0.0044,14.8657
0.0044016,0.536874,,0.0044016,14.8658
0.0044048,0.536057,,0.0044048,14.866
0.0044112,0.534428,,0.0044112,14.8664
0.00442,0.532205,,0.00442,14.8669
0.00442128,0.532331,,0.00442128,14.8669
0.00442384,0.532563,,0.00442384,14.8669
0.00442896,0.533028,,0.00442896,14.8667
0.00443408,0.533494,,0.00443408,14.8666
0.00444,0.534034,,0.00444,14.8665
0.00444102,0.533349,,0.00444102,14.8667
0.00444307,0.531982,,0.00444307,14.867
0.00444717,0.529264,,0.00444717,14.8677
0.00445536,0.52389,,0.00445536,14.869
0.00446,0.520954,,0.00446,14.8698
0.00446164,0.521001,,0.00446164,14.8697
0.00446492,0.521062,,0.00446492,14.8697
0.00447147,0.521183,,0.00447147,14.8697
0.00448,0.521341,,0.00448,14.8697
0.00448131,0.521944,,0.00448131,14.8695
0.00448393,0.523154,,0.00448393,14.8692
0.00448918,0.525585,,0.00448918,14.8686
0.00449442,0.528048,,0.00449442,14.868
0.0045,0.530694,,0.0045,14.8673
0.00450105,0.530333,,0.00450105,14.8674
0.00450315,0.529586,,0.00450315,14.8676
0.00450734,0.528096,,0.00450734,14.868
0.00451573,0.525136,,0.00451573,14.8687
0.00452,0.52366,,0.00452,14.8691
0.00452168,0.520913,,0.00452168,14.8698
0.00452503,0.515483,,0.00452503,14.8711
0.00453174,0.504876,,0.00453174,14.8738
0.00454,0.492504,,0.00454,14.8769
0.00454134,0.492899,,0.00454134,14.8768
0.00454403,0.493087,,0.00454403,14.8767
0.0045494,0.493465,,0.0045494,14.8766
0.00456,0.494211,,0.00456,14.8764
0.00456107,0.494298,,0.00456107,14.8764
0.00456322,0.494469,,0.00456322,14.8764
0.00456752,0.494811,,0.00456752,14.8763
0.00457611,0.495497,,0.00457611,14.8761
0.00458,0.49581,,0.00458,14.876
0.00458172,0.496617,,0.00458172,14.8758
0.00458515,0.498236,,0.00458515,14.8754
0.00459203,0.501498,,0.00459203,14.8746
0.0046,0.505348,,0.0046,14.8737
0.00460137,0.505193,,0.00460137,14.8737
0.00460412,0.504825,,0.00460412,14.8738
0.00460962,0.50409,,0.00460962,14.874
0.00462,0.502707,,0.00462,14.8743
0.0046211,0.502454,,0.0046211,14.8744
0.0046233,0.50194,,0.0046233,14.8745
0.0046277,0.500915,,0.0046277,14.8748
0.00463649,0.498873,,0.00463649,14.8753
0.00465,0.495769,,0.00465,14.8761
0.00465176,0.497148,,0.00465176,14.8757
0.00465528,0.499885,,0.00465528,14.875
0.00466231,0.505429,,0.00466231,14.8736
0.00467,0.511663,,0.00467,14.8721
0.00467141,0.511327,,0.00467141,14.8722
0.00467422,0.510501,,0.00467422,14.8724
0.00467985,0.508857,,0.00467985,14.8728
0.00469,0.505914,,0.00469,14.8735
0.00469113,0.505779,,0.00469113,14.8736
0.00469338,0.505477,,0.00469338,14.8736
0.00469788,0.504874,,0.00469788,14.8738
0.00470689,0.50367,,0.00470689,14.8741
0.00471,0.503258,,0.00471,14.8742
0.0047118,0.500621,,0.0047118,14.8748
0.0047154,0.495416,,0.0047154,14.8761
0.00472261,0.485245,,0.00472261,14.8787
0.00473,0.475388,,0.00473,14.8812
0.00473144,0.475247,,0.00473144,14.8812
0.00473432,0.474564,,0.00473432,14.8814
0.00474009,0.473202,,0.00474009,14.8817
0.00475,0.470877,,0.00475,14.8823
0.00475115,0.47153,,0.00475115,14.8821
0.00475346,0.472818,,0.00475346,14.8818
0.00475807,0.475408,,0.00475807,14.8811
0.00476729,0.480653,,0.00476729,14.8798
0.00477,0.482281,,0.00477,14.8794
0.00477184,0.481003,,0.00477184,14.8797
0.00477553,0.478455,,0.00477553,14.8804
0.00478291,0.473419,,0.00478291,14.8816
0.00479,0.468722,,0.00479,14.8828
0.00479148,0.467565,,0.00479148,14.8831
0.00479443,0.465172,,0.00479443,14.8837
0.00480033,0.460442,,0.00480033,14.8849
0.00481,0.452877,,0.00481,14.8868
0.00481118,0.452333,,0.00481118,14.8869
0.00481354,0.451003,,0.00481354,14.8872
0.00481826,0.44836,,0.00481826,14.8879
0.00482771,0.443144,,0.00482771,14.8892
0.00483,0.441964,,0.00483,14.8895
0.00483189,0.44126,,0.00483189,14.8897
0.00483567,0.43985,,0.00483567,14.89
0.00484322,0.437051,,0.00484322,14.8907
0.00485,0.434586,,0.00485,14.8914
0.00485151,0.433869,,0.00485151,14.8915
0.00485453,0.432414,,0.00485453,14.8919
0.00486058,0.429526,,0.00486058,14.8926
0.00487,0.425096,,0.00487,14.8937
0.00487121,0.424743,,0.00487121,14.8938
0.00487363,0.423949,,0.00487363,14.894
0.00487846,0.422368,,0.00487846,14.8944
0.00488813,0.419232,,0.00488813,14.8952
0.0049,0.415457,,0.0049,14.8961
0.00490193,0.417001,,0.00490193,14.8957
0.0049058,0.420048,,0.0049058,14.895
0.00491354,0.426244,,0.00491354,14.8934
0.00492,0.431645,,0.00492,14.8921
0.00492155,0.433165,,0.00492155,14.8917
0.00492464,0.436094,,0.00492464,14.891
0.00493083,0.442041,,0.00493083,14.8895
0.00494,0.451144,,0.00494,14.8872
0.00494124,0.45042,,0.00494124,14.8874
0.00494371,0.448602,,0.00494371,14.8878
0.00494867,0.444998,,0.00494867,14.8888
0.00495857,0.437919,,0.00495857,14.8905
0.00496,0.437036,,0.00496,14.8907
0.00496198,0.437517,,0.00496198,14.8906
0.00496594,0.438479,,0.00496594,14.8904
0.00497386,0.440411,,0.00497386,14.8899
0.00498,0.441928,,0.00498,14.8895
0.00498158,0.443408,,0.00498158,14.8891
0.00498475,0.446384,,0.00498475,14.8884
0.00499109,0.452426,,0.00499109,14.8869
0.005,0.461205,,0.005,14.8847
0.00500127,0.460789,,0.00500127,14.8848
0.0050038,0.459615,,0.0050038,14.8851
0.00500887,0.457283,,0.00500887,14.8857
0.00501394,0.454983,,0.00501394,14.8863
0.00502,0.452261,,0.00502,14.8869
0.00502101,0.451151,,0.00502101,14.8872
0.00502304,0.448913,,0.00502304,14.8878
0.0050271,0.444486,,0.0050271,14.8889
0.00503521,0.435826,,0.00503521,14.891
0.00504,0.431053,,0.00504,14.8922
0.00504162,0.429688,,0.00504162,14.8926
0.00504487,0.426875,,0.00504487,14.8933
0.00505136,0.421331,,0.00505136,14.8947
0.00506,0.414187,,0.00506,14.8965
0.0050613,0.413937,,0.0050613,14.8965
0.00506389,0.413199,,0.00506389,14.8967
0.00506909,0.411729,,0.00506909,14.8971
0.00507428,0.410273,,0.00507428,14.8974
0.00508,0.408679,,0.00508,14.8978
0.00508104,0.409639,,0.00508104,14.8976
0.00508312,0.411556,,0.00508312,14.8971
0.00508727,0.415432,,0.00508727,14.8961
0.00509558,0.423349,,0.00509558,14.8942
0.0051,0.427861,,0.0051,14.893
0.00510166,0.427472,,0.00510166,14.8931
0.00510498,0.426602,,0.00510498,14.8933
0.00511163,0.424871,,0.00511163,14.8938
0.00512492,0.42144,,0.00512492,14.8946
0.00513,0.420176,,0.00513,14.895
0.005132,0.419426,,0.005132,14.8951
0.005136,0.417925,,0.005136,14.8955
0.005144,0.414948,,0.005144,14.8963
0.00515,0.412764,,0.00515,14.8968
0.0051516,0.413527,,0.0051516,14.8966
0.0051548,0.415035,,0.0051548,14.8962
0.0051612,0.418076,,0.0051612,14.8955
0.00517,0.422335,,0.00517,14.8944
0.00517128,0.422069,,0.00517128,14.8945
0.00517384,0.42145,,0.00517384,14.8946
0.00517896,0.420218,,0.00517896,14.8949
0.00518408,0.418996,,0.00518408,14.8953
0.00519,0.41759,,0.00519,14.8956
0.00519102,0.41746,,0.00519102,14.8956
0.00519307,0.417192,,0.00519307,14.8957
0.00519717,0.416657,,0.00519717,14.8958
0.00520536,0.415588,,0.00520536,14.8961
0.00521,0.414989,,0.00521,14.8963
0.00521164,0.415659,,0.00521164,14.8961
0.00521492,0.417001,,0.00521492,14.8957
0.00522147,0.419707,,0.00522147,14.8951
0.00523,0.423286,,0.00523,14.8942
0.00523131,0.424158,,0.00523131,14.894
0.00523393,0.425849,,0.00523393,14.8935
0.00523918,0.429262,,0.00523918,14.8927
0.00524442,0.432751,,0.00524442,14.8918
0.00525,0.436524,,0.00525,14.8909
0.00525105,0.436321,,0.00525105,14.8909
0.00525315,0.43585,,0.00525315,14.891
0.00525734,0.434911,,0.00525734,14.8913
0.00526573,0.433041,,0.00526573,14.8917
0.00527,0.432104,,0.00527,14.892
0.00527168,0.43225,,0.00527168,14.8919
0.00527503,0.432539,,0.00527503,14.8919
0.00528174,0.433118,,0.00528174,14.8917
0.00529,0.433833,,0.00529,14.8915
0.00529134,0.432985,,0.00529134,14.8918
0.00529403,0.431295,,0.00529403,14.8922
0.0052994,0.427944,,0.0052994,14.893
0.00531,0.421441,,0.00531,14.8946
0.00531107,0.422185,,0.00531107,14.8945
0.00531322,0.423481,,0.00531322,14.8941
0.00531752,0.426091,,0.00531752,14.8935
0.00532611,0.431385,,0.00532611,14.8922
0.00533,0.433903,,0.00533,14.8915
0.00533172,0.43655,,0.00533172,14.8909
0.00533515,0.441894,,0.00533515,14.8895
0.00534203,0.452881,,0.00534203,14.8868
0.00535,0.466476,,0.00535,14.8834
0.00535137,0.468048,,0.00535137,14.883
0.00535412,0.470387,,0.00535412,14.8824
0.00535962,0.475115,,0.00535962,14.8812
0.00537,0.484248,,0.00537,14.8789
0.0053711,0.484727,,0.0053711,14.8788
0.0053733,0.48533,,0.0053733,14.8787
0.0053777,0.48654,,0.0053777,14.8784
0.00538649,0.488973,,0.00538649,14.8778
0.0054,0.492754,,0.0054,14.8768
0.00540176,0.492661,,0.00540176,14.8768
0.00540528,0.492417,,0.00540528,14.8769
0.00541231,0.491929,,0.00541231,14.877
0.00542,0.491397,,0.00542,14.8772
0.00542141,0.491923,,0.00542141,14.877
0.00542422,0.492978,,0.00542422,14.8768
0.00542985,0.495097,,0.00542985,14.8762
0.00544,0.498956,,0.00544,14.8753
0.00544113,0.498628,,0.00544113,14.8753
0.00544338,0.497914,,0.00544338,14.8755
0.00544788,0.49649,,0.00544788,14.8759
0.00545689,0.493661,,0.00545689,14.8766
0.00546,0.492709,,0.00546,14.8768
0.0054618,0.492049,,0.0054618,14.877
0.0054654,0.490728,,0.0054654,14.8773
0.00547261,0.488103,,0.00547261,14.878
0.00548,0.48545,,0.00548,14.8786
0.00548144,0.485168,,0.00548144,14.8787
0.00548432,0.484576,,0.00548432,14.8789
0.00549009,0.483395,,0.00549009,14.8792
0.0055,0.481376,,0.0055,14.8797
0.00550115,0.481797,,0.00550115,14.8796
0.00550346,0.482623,,0.00550346,14.8793
0.00550807,0.484282,,0.00550807,14.8789
0.00551729,0.487625,,0.00551729,14.8781
0.00552,0.488641,,0.00552,14.8778
0.00552184,0.487997,,0.00552184,14.878
0.00552553,0.48671,,0.00552553,14.8783
0.00553291,0.484152,,0.00553291,14.879
0.00554,0.48173,,0.00554,14.8796
0.00554148,0.482138,,0.00554148,14.8795
0.00554443,0.482933,,0.00554443,14.8793
0.00555033,0.484528,,0.00555033,14.8789
0.00556,0.487161,,0.00556,14.8782
0.00556118,0.486491,,0.00556118,14.8784
0.00556354,0.485127,,0.00556354,14.8787
0.00556826,0.482416,,0.00556826,14.8794
0.00557771,0.477062,,0.00557771,14.8807
0.00558,0.475847,,0.00558,14.881
0.00558189,0.474396,,0.00558189,14.8814
0.00558567,0.471508,,0.00558567,14.8821
0.00559322,0.465811,,0.00559322,14.8835
0.0056,0.460877,,0.0056,14.8848
0.00560151,0.462807,,0.00560151,14.8843
0.00560453,0.466601,,0.00560453,14.8833
0.00561058,0.474329,,0.00561058,14.8814
0.00562,0.48686,,0.00562,14.8783
0.00562121,0.487683,,0.00562121,14.8781
0.00562363,0.48866,,0.00562363,14.8778
0.00562846,0.490622,,0.00562846,14.8773
0.00563813,0.494582,,0.00563813,14.8764
0.00565,0.499542,,0.00565,14.8751
0.00565193,0.498745,,0.00565193,14.8753
0.0056558,0.497057,,0.0056558,14.8757
0.00566354,0.493709,,0.00566354,14.8766
0.00567,0.490968,,0.00567,14.8773
0.00567155,0.490716,,0.00567155,14.8773
0.00567464,0.490184,,0.00567464,14.8775
0.00568083,0.489122,,0.00568083,14.8777
0.00569,0.487558,,0.00569,14.8781
0.00569124,0.487729,,0.00569124,14.8781
0.00569371,0.488063,,0.00569371,14.878
0.00569867,0.488731,,0.00569867,14.8778
0.00570857,0.490071,,0.00570857,14.8775
0.00571,0.490269,,0.00571,14.8774
