X--Kurve 1::[-I(R1:2) | I(TK1)],Y--Kurve 1::[-I(R1:2) | I(TK1)],,X--Kurve 2::[V(1) | V(TK4)],Y--Kurve 2::[V(1) | V(TK4)]
0.00571198,0.490575,,0.00571198,14.8774
0.00571594,0.491187,,0.00571594,14.8772
0.00572386,0.492414,,0.00572386,14.8769
0.00573,0.493372,,0.00573,14.8767
0.00573158,0.494304,,0.00573158,14.8764
0.00573475,0.496173,,0.00573475,14.876
0.00574109,0.499943,,0.00574109,14.875
0.00575,0.505341,,0.00575,14.8737
0.00575127,0.504656,,0.00575127,14.8738
0.0057538,0.503172,,0.0057538,14.8742
0.00575887,0.500226,,0.00575887,14.8749
0.00576394,0.497326,,0.00576394,14.8757
0.00577,0.493899,,0.00577,14.8765
0.00577101,0.492941,,0.00577101,14.8768
0.00577304,0.490986,,0.00577304,14.8773
0.0057771,0.487111,,0.0057771,14.8782
0.00578521,0.479497,,0.00578521,14.8801
0.00579,0.475242,,0.00579,14.8812
0.00579162,0.474912,,0.00579162,14.8813
0.00579487,0.474177,,0.00579487,14.8815
0.00580136,0.472712,,0.00580136,14.8818
0.00581,0.470776,,0.00581,14.8823
0.0058113,0.471589,,0.0058113,14.8821
0.00581389,0.473207,,0.00581389,14.8817
0.00581909,0.476468,,0.00581909,14.8809
0.00582428,0.479791,,0.00582428,14.8801
0.00583,0.483501,,0.00583,14.8791
0.00583104,0.484458,,0.00583104,14.8789
0.00583312,0.486323,,0.00583312,14.8784
0.00583727,0.490086,,0.00583727,14.8775
0.00584558,0.497743,,0.00584558,14.8756
0.00585,0.502054,,0.00585,14.8745
0.00585166,0.50167,,0.00585166,14.8746
0.00585498,0.50083,,0.00585498,14.8748
0.00586163,0.499158,,0.00586163,14.8752
0.00587492,0.495839,,0.00587492,14.876
0.00588,0.494608,,0.00588,14.8763
0.005882,0.49439,,0.005882,14.8764
0.005886,0.493948,,0.005886,14.8765
0.005894,0.493066,,0.005894,14.8767
0.0059,0.492408,,0.0059,14.8769
0.0059016,0.491947,,0.0059016,14.877
0.0059048,0.491026,,0.0059048,14.8772
0.0059112,0.489191,,0.0059112,14.8777
0.00592,0.486692,,0.00592,14.8783
0.00592128,0.484974,,0.00592128,14.8788
0.00592384,0.481543,,0.00592384,14.8796
0.00592896,0.47479,,0.00592896,14.8813
0.00593408,0.468295,,0.00593408,14.8829
0.00594,0.460973,,0.00594,14.8848
0.00594102,0.460279,,0.00594102,14.8849
0.00594307,0.458671,,0.00594307,14.8853
0.00594717,0.45548,,0.00594717,14.8861
0.00595536,0.449196,,0.00595536,14.8877
0.00596,0.445808,,0.00596,14.8885
0.00596164,0.446623,,0.00596164,14.8883
0.00596492,0.448206,,0.00596492,14.8879
0.00597147,0.451398,,0.00597147,14.8872
0.00598,0.455628,,0.00598,14.8861
0.00598131,0.456324,,0.00598131,14.8859
0.00598393,0.457642,,0.00598393,14.8856
0.00598918,0.460293,,0.00598918,14.8849
0.00599442,0.462988,,0.00599442,14.8843
0.006,0.465889,,0.006,14.8835
0.00600105,0.465711,,0.00600105,14.8836
0.00600315,0.465321,,0.00600315,14.8837
0.00600734,0.46454,,0.00600734,14.8839
0.00601573,0.462985,,0.00601573,14.8843
0.00602,0.462204,,0.00602,14.8844
0.00602168,0.464088,,0.00602168,14.884
0.00602503,0.467895,,0.00602503,14.883
0.00603174,0.475648,,0.00603174,14.8811
0.00604,0.485598,,0.00604,14.8786
0.00604134,0.485363,,0.00604134,14.8787
0.00604403,0.484477,,0.00604403,14.8789
0.0060494,0.482712,,0.0060494,14.8793
0.00606,0.479253,,0.00606,14.8802
0.00606107,0.478344,,0.00606107,14.8804
0.00606322,0.476486,,0.00606322,14.8809
0.00606752,0.472802,,0.00606752,14.8818
0.00607611,0.465561,,0.00607611,14.8836
0.00608,0.462475,,0.00608,14.8844
0.00608172,0.463462,,0.00608172,14.8841
0.00608515,0.465403,,0.00608515,14.8836
0.00609203,0.469323,,0.00609203,14.8827
0.0061,0.473972,,0.0061,14.8815
0.00610137,0.472853,,0.00610137,14.8818
0.00610412,0.470535,,0.00610412,14.8824
0.00610962,0.465951,,0.00610962,14.8835
0.00612062,0.456981,,0.00612062,14.8858
0.00613,0.44975,,0.00613,14.8876
0.006132,0.449252,,0.006132,14.8877
0.006136,0.448028,,0.006136,14.888
0.006144,0.445597,,0.006144,14.8886
0.00615,0.443803,,0.00615,14.889
0.0061516,0.445393,,0.0061516,14.8887
0.0061548,0.448587,,0.0061548,14.8879
0.0061612,0.455077,,0.0061612,14.8862
0.00617,0.464325,,0.00617,14.8839
0.00617128,0.464401,,0.00617128,14.8839
0.00617384,0.464174,,0.00617384,14.884
0.00617896,0.463719,,0.00617896,14.8841
0.00618408,0.463266,,0.00618408,14.8842
0.00619,0.462743,,0.00619,14.8843
0.00619102,0.461788,,0.00619102,14.8846
0.00619307,0.459885,,0.00619307,14.885
0.00619717,0.456116,,0.00619717,14.886
0.00620536,0.448714,,0.00620536,14.8878
0.00621,0.444758,,0.00621,14.8888
0.00621164,0.445595,,0.00621164,14.8886
0.00621492,0.447204,,0.00621492,14.8882
0.00622147,0.450448,,0.00622147,14.8874
0.00623,0.454749,,0.00623,14.8863
0.00623131,0.454889,,0.00623131,14.8863
0.00623393,0.455088,,0.00623393,14.8862
0.00623918,0.455485,,0.00623918,14.8861
0.00624442,0.455884,,0.00624442,14.886
0.00625,0.456309,,0.00625,14.8859
0.00625105,0.455205,,0.00625105,14.8862
0.00625315,0.45301,,0.00625315,14.8867
0.00625734,0.448668,,0.00625734,14.8878
0.00626573,0.440169,,0.00626573,14.89
0.00627,0.436141,,0.00627,14.891
0.00627168,0.437074,,0.00627168,14.8907
0.00627503,0.438873,,0.00627503,14.8903
0.00628174,0.442505,,0.00628174,14.8894
0.00629,0.447069,,0.00629,14.8882
0.00629134,0.448335,,0.00629134,14.8879
0.00629403,0.450789,,0.00629403,14.8873
0.0062994,0.455757,,0.0062994,14.8861
0.00631,0.465817,,0.00631,14.8835
0.00631107,0.466592,,0.00631107,14.8834
0.00631322,0.467694,,0.00631322,14.8831
0.00631752,0.469911,,0.00631752,14.8825
0.00632611,0.474392,,0.00632611,14.8814
0.00633,0.4765,,0.00633,14.8809
0.00633172,0.475883,,0.00633172,14.881
0.00633515,0.474635,,0.00633515,14.8813
0.00634203,0.472153,,0.00634203,14.882
0.00635,0.469312,,0.00635,14.8827
0.00635137,0.467549,,0.00635137,14.8831
0.00635412,0.464022,,0.00635412,14.884
0.00635962,0.457086,,0.00635962,14.8857
0.00637,0.444433,,0.00637,14.8889
0.0063711,0.444692,,0.0063711,14.8888
0.0063733,0.444525,,0.0063733,14.8889
0.0063777,0.44419,,0.0063777,14.889
0.00638649,0.443521,,0.00638649,14.8891
0.0064,0.442499,,0.0064,14.8894
0.00640176,0.44201,,0.00640176,14.8895
0.00640528,0.44103,,0.00640528,14.8897
0.00641231,0.439081,,0.00641231,14.8902
0.00642,0.436977,,0.00642,14.8908
0.00642141,0.436454,,0.00642141,14.8909
0.00642422,0.43539,,0.00642422,14.8912
0.00642985,0.433275,,0.00642985,14.8917
0.00644,0.429504,,0.00644,14.8926
0.00644113,0.430224,,0.00644113,14.8924
0.00644338,0.431606,,0.00644338,14.8921
0.00644788,0.434388,,0.00644788,14.8914
0.00645689,0.440034,,0.00645689,14.89
0.00646,0.442103,,0.00646,14.8895
0.0064618,0.443563,,0.0064618,14.8891
0.0064654,0.446489,,0.0064654,14.8884
0.00647261,0.452427,,0.00647261,14.8869
0.00648,0.458741,,0.00648,14.8853
0.00648144,0.458855,,0.00648144,14.8853
0.00648432,0.458907,,0.00648432,14.8853
0.00649009,0.459012,,0.00649009,14.8852
0.0065,0.459191,,0.0065,14.8852
0.00650115,0.459191,,0.00650115,14.8852
0.00650346,0.459191,,0.00650346,14.8852
0.00650807,0.459191,,0.00650807,14.8852
0.00651729,0.459191,,0.00651729,14.8852
0.00652,0.459191,,0.00652,14.8852
0.00652184,0.46072,,0.00652184,14.8848
0.00652553,0.463803,,0.00652553,14.884
0.00653291,0.470063,,0.00653291,14.8825
0.00654,0.476305,,0.00654,14.8809
0.00654148,0.477351,,0.00654148,14.8807
0.00654443,0.479288,,0.00654443,14.8802
0.00655033,0.483197,,0.00655033,14.8792
0.00656,0.489725,,0.00656,14.8776
0.00656118,0.490727,,0.00656118,14.8773
0.00656354,0.492562,,0.00656354,14.8769
0.00656826,0.496262,,0.00656826,14.8759
0.00657771,0.503788,,0.00657771,14.8741
0.00658,0.505779,,0.00658,14.8736
0.00658189,0.506089,,0.00658189,14.8735
0.00658567,0.506694,,0.00658567,14.8733
0.00659322,0.507908,,0.00659322,14.873
0.0066,0.509005,,0.0066,14.8727
0.00660151,0.5087,,0.00660151,14.8728
0.00660453,0.508089,,0.00660453,14.873
0.00661058,0.506868,,0.00661058,14.8733
0.00662,0.504977,,0.00662,14.8738
0.00662121,0.504426,,0.00662121,14.8739
0.00662363,0.503314,,0.00662363,14.8742
0.00662846,0.5011,,0.00662846,14.8747
0.00663813,0.496716,,0.00663813,14.8758
0.00665,0.491457,,0.00665,14.8771
0.00665193,0.491385,,0.00665193,14.8772
0.0066558,0.49113,,0.0066558,14.8772
0.00666354,0.490621,,0.00666354,14.8773
0.00667,0.490198,,0.00667,14.8775
0.00667155,0.48836,,0.00667155,14.8779
0.00667464,0.484719,,0.00667464,14.8788
0.00668083,0.477557,,0.00668083,14.8806
0.00669,0.467324,,0.00669,14.8832
0.00669124,0.467657,,0.00669124,14.8831
0.00669371,0.46789,,0.00669371,14.883
0.00669867,0.468356,,0.00669867,14.8829
0.00670857,0.46929,,0.00670857,14.8827
0.00671,0.469427,,0.00671,14.8826
0.00671198,0.469884,,0.00671198,14.8825
0.00671594,0.470798,,0.00671594,14.8823
0.00672386,0.472635,,0.00672386,14.8818
0.00673,0.474074,,0.00673,14.8815
0.00673158,0.473247,,0.00673158,14.8817
0.00673475,0.471592,,0.00673475,14.8821
0.00674109,0.468307,,0.00674109,14.8829
0.00675,0.463769,,0.00675,14.8841
0.00675127,0.464322,,0.00675127,14.8839
0.0067538,0.465343,,0.0067538,14.8837
0.00675887,0.467396,,0.00675887,14.8832
0.00676394,0.469474,,0.00676394,14.8826
0.00677,0.471976,,0.00677,14.882
0.00677101,0.471995,,0.00677101,14.882
0.00677304,0.472008,,0.00677304,14.882
0.0067771,0.472033,,0.0067771,14.882
0.00678521,0.472084,,0.00678521,14.882
0.00679,0.472114,,0.00679,14.882
0.00679162,0.473351,,0.00679162,14.8817
0.00679487,0.475841,,0.00679487,14.881
0.00680136,0.480879,,0.00680136,14.8798
0.00681,0.487766,,0.00681,14.8781
0.0068113,0.487284,,0.0068113,14.8782
0.00681389,0.486125,,0.00681389,14.8785
0.00681909,0.483818,,0.00681909,14.879
0.00682428,0.481541,,0.00682428,14.8796
0.00683,0.479054,,0.00683,14.8802
0.00683104,0.478468,,0.00683104,14.8804
0.00683312,0.477273,,0.00683312,14.8807
0.00683727,0.474898,,0.00683727,14.8813
0.00684558,0.4702,,0.00684558,14.8825
0.00685,0.467788,,0.00685,14.8831
0.00685166,0.467618,,0.00685166,14.8831
0.00685498,0.467254,,0.00685498,14.8832
0.00686163,0.466527,,0.00686163,14.8834
0.00687492,0.465079,,0.00687492,14.8837
0.00688,0.464534,,0.00688,14.8839
0.006882,0.466414,,0.006882,14.8834
0.006886,0.470212,,0.006886,14.8824
0.006894,0.477949,,0.006894,14.8805
0.0069,0.48405,,0.0069,14.879
0.0069016,0.485216,,0.0069016,14.8787
0.0069048,0.487406,,0.0069048,14.8781
0.0069112,0.49183,,0.0069112,14.877
0.00692,0.498052,,0.00692,14.8755
0.00692128,0.497897,,0.00692128,14.8755
0.00692384,0.49743,,0.00692384,14.8756
0.00692896,0.496497,,0.00692896,14.8759
0.00693408,0.495569,,0.00693408,14.8761
0.00694,0.4945,,0.00694,14.8764
0.00694102,0.495155,,0.00694102,14.8762
0.00694307,0.496466,,0.00694307,14.8759
0.00694717,0.499103,,0.00694717,14.8752
0.00695536,0.504441,,0.00695536,14.8739
0.00696,0.507578,,0.00696,14.8731
0.00696164,0.507921,,0.00696164,14.873
0.00696492,0.508567,,0.00696492,14.8729
0.00697147,0.509864,,0.00697147,14.8725
0.00698,0.511564,,0.00698,14.8721
0.00698131,0.511031,,0.00698131,14.8722
0.00698393,0.509957,,0.00698393,14.8725
0.00698918,0.507819,,0.00698918,14.873
0.00699442,0.505706,,0.00699442,14.8736
0.007,0.503474,,0.007,14.8741
0.00700105,0.502868,,0.00700105,14.8743
0.00700315,0.501638,,0.00700315,14.8746
0.00700734,0.499193,,0.00700734,14.8752
0.00701573,0.494356,,0.00701573,14.8764
0.00702,0.491981,,0.00702,14.877
0.00702168,0.490806,,0.00702168,14.8773
0.00702503,0.488446,,0.00702503,14.8779
0.00703174,0.483778,,0.00703174,14.8791
0.00704,0.478174,,0.00704,14.8805
0.00704134,0.47806,,0.00704134,14.8805
0.00704403,0.477702,,0.00704403,14.8806
0.0070494,0.476989,,0.0070494,14.8808
0.00706,0.475585,,0.00706,14.8811
0.00706107,0.474779,,0.00706107,14.8813
0.00706322,0.473166,,0.00706322,14.8817
0.00706752,0.469965,,0.00706752,14.8825
0.00707611,0.463659,,0.00707611,14.8841
0.00708,0.460951,,0.00708,14.8848
0.00708172,0.46082,,0.00708172,14.8848
0.00708515,0.460527,,0.00708515,14.8849
0.00709203,0.459942,,0.00709203,14.885
0.0071,0.459265,,0.0071,14.8852
0.00710137,0.459408,,0.00710137,14.8851
0.00710412,0.459691,,0.00710412,14.8851
0.00710962,0.460258,,0.00710962,14.8849
0.00712062,0.461396,,0.00712062,14.8847
0.00713,0.462374,,0.00713,14.8844
0.007132,0.461761,,0.007132,14.8846
0.007136,0.460536,,0.007136,14.8849
0.007144,0.4581,,0.007144,14.8855
0.00715,0.456302,,0.00715,14.8859
0.0071516,0.455348,,0.0071516,14.8862
0.0071548,0.453435,,0.0071548,14.8866
0.0071612,0.449646,,0.0071612,14.8876
0.00717,0.444543,,0.00717,14.8889
0.00717128,0.443588,,0.00717128,14.8891
0.00717384,0.441573,,0.00717384,14.8896
0.00717896,0.437586,,0.00717896,14.8906
0.00718408,0.433696,,0.00718408,14.8916
0.00719,0.429273,,0.00719,14.8927
0.00719102,0.429694,,0.00719102,14.8926
0.00719307,0.430449,,0.00719307,14.8924
0.00719717,0.431964,,0.00719717,14.892
0.00720536,0.435019,,0.00720536,14.8912
0.00721,0.436793,,0.00721,14.8908
0.00721164,0.438457,,0.00721164,14.8904
0.00721492,0.441802,,0.00721492,14.8895
0.00722147,0.448608,,0.00722147,14.8878
0.00723,0.457816,,0.00723,14.8855
0.00723131,0.459014,,0.00723131,14.8852
0.00723393,0.46104,,0.00723393,14.8847
0.00723918,0.465132,,0.00723918,14.8837
0.00724442,0.469325,,0.00724442,14.8827
0.00725,0.473868,,0.00725,14.8815
0.00725105,0.473851,,0.00725105,14.8815
0.00725315,0.47373,,0.00725315,14.8816
0.00725734,0.473487,,0.00725734,14.8816
0.00726573,0.473002,,0.00726573,14.8817
0.00727,0.472756,,0.00727,14.8818
0.00727168,0.473822,,0.00727168,14.8815
0.00727503,0.475965,,0.00727503,14.881
0.00728174,0.480294,,0.00728174,14.8799
0.00729,0.485745,,0.00729,14.8786
0.00729134,0.485243,,0.00729134,14.8787
0.00729403,0.484118,,0.00729403,14.879
0.0072994,0.481879,,0.0072994,14.8795
0.00731,0.477502,,0.00731,14.8806
0.00731107,0.477313,,0.00731107,14.8807
0.00731322,0.476857,,0.00731322,14.8808
0.00731752,0.475947,,0.00731752,14.881
0.00732611,0.474134,,0.00732611,14.8815
0.00733,0.473325,,0.00733,14.8817
0.00733172,0.473724,,0.00733172,14.8816
0.00733515,0.474519,,0.00733515,14.8814
0.00734203,0.476117,,0.00734203,14.881
0.00735,0.477987,,0.00735,14.8805
0.00735137,0.477844,,0.00735137,14.8805
0.00735412,0.477542,,0.00735412,14.8806
0.00735962,0.47694,,0.00735962,14.8808
0.00737,0.475807,,0.00737,14.881
0.0073711,0.476089,,0.0073711,14.881
0.0073733,0.476648,,0.0073733,14.8808
0.0073777,0.47777,,0.0073777,14.8806
0.00738649,0.480024,,0.00738649,14.88
0.0074,0.483525,,0.0074,14.8791
0.00740176,0.484186,,0.00740176,14.879
0.00740528,0.485459,,0.00740528,14.8786
0.00741231,0.488021,,0.00741231,14.878
0.00742,0.490859,,0.00742,14.8773
0.00742141,0.48928,,0.00742141,14.8777
0.00742422,0.486116,,0.00742422,14.8785
0.00742985,0.479878,,0.00742985,14.88
0.00744,0.468961,,0.00744,14.8828
0.00744113,0.467882,,0.00744113,14.883
0.00744338,0.465252,,0.00744338,14.8837
0.00744788,0.460059,,0.00744788,14.885
0.00745689,0.449932,,0.00745689,14.8875
0.00746,0.446785,,0.00746,14.8883
0.0074618,0.445986,,0.0074618,14.8885
0.0074654,0.444347,,0.0074654,14.8889
0.00747261,0.441097,,0.00747261,14.8897
0.00748,0.43783,,0.00748,14.8905
0.00748144,0.437105,,0.00748144,14.8907
0.00748432,0.435611,,0.00748432,14.8911
0.00749009,0.432648,,0.00749009,14.8918
0.0075,0.427633,,0.0075,14.8931
0.00750115,0.428068,,0.00750115,14.893
0.00750346,0.428825,,0.00750346,14.8928
0.00750807,0.430345,,0.00750807,14.8924
0.00751729,0.433408,,0.00751729,14.8916
0.00752,0.43434,,0.00752,14.8914
0.00752184,0.433897,,0.00752184,14.8915
0.00752553,0.433009,,0.00752553,14.8917
0.00753291,0.431242,,0.00753291,14.8922
0.00754,0.429563,,0.00754,14.8926
0.00754148,0.428087,,0.00754148,14.893
0.00754443,0.425149,,0.00754443,14.8937
0.00755033,0.419362,,0.00755033,14.8952
0.00756,0.410183,,0.00756,14.8975
0.00756118,0.409818,,0.00756118,14.8975
0.00756354,0.408696,,0.00756354,14.8978
0.00756826,0.406466,,0.00756826,14.8984
0.00757771,0.402061,,0.00757771,14.8995
0.00758,0.40106,,0.00758,14.8997
0.00758189,0.402051,,0.00758189,14.8995
0.00758567,0.404043,,0.00758567,14.899
0.00759322,0.408069,,0.00759322,14.898
0.0076,0.411785,,0.0076,14.8971
0.00760151,0.413307,,0.00760151,14.8967
0.00760453,0.416311,,0.00760453,14.8959
0.00761058,0.422419,,0.00761058,14.8944
0.00762,0.432277,,0.00762,14.8919
0.00762121,0.432409,,0.00762121,14.8919
0.00762363,0.432206,,0.00762363,14.8919
0.00762846,0.4318,,0.00762846,14.8921
0.00763813,0.430989,,0.00763813,14.8923
0.00765,0.43,,0.00765,14.8925
0.00765193,0.429485,,0.00765193,14.8926
0.0076558,0.428453,,0.0076558,14.8929
0.00766354,0.426401,,0.00766354,14.8934
0.00767,0.424711,,0.00767,14.8938
0.00767155,0.426075,,0.00767155,14.8935
0.00767464,0.428811,,0.00767464,14.8928
0.00768083,0.434362,,0.00768083,14.8914
0.00769,0.442845,,0.00769,14.8893
0.00769124,0.443587,,0.00769124,14.8891
0.00769371,0.44474,,0.00769371,14.8888
0.00769867,0.44706,,0.00769867,14.8882
0.00770857,0.451754,,0.00770857,14.8871
0.00771,0.452495,,0.00771,14.8869
0.00771198,0.45492,,0.00771198,14.8863
0.00771594,0.459832,,0.00771594,14.885
0.00772386,0.469898,,0.00772386,14.8825
0.00773,0.478221,,0.00773,14.8804
0.00773158,0.47918,,0.00773158,14.8802
0.00773475,0.480814,,0.00773475,14.8798
0.00774109,0.484105,,0.00774109,14.879
0.00775,0.48881,,0.00775,14.8778
0.00775127,0.488328,,0.00775127,14.8779
0.0077538,0.487276,,0.0077538,14.8782
0.00775887,0.485181,,0.00775887,14.8787
0.00776394,0.483111,,0.00776394,14.8792
0.00777,0.480659,,0.00777,14.8798
0.00777101,0.480074,,0.00777101,14.88
0.00777304,0.478882,,0.00777304,14.8803
0.0077771,0.476512,,0.0077771,14.8809
0.00778521,0.471825,,0.00778521,14.882
0.00779,0.469151,,0.00779,14.8827
0.00779162,0.469225,,0.00779162,14.8827
0.00779487,0.469341,,0.00779487,14.8827
0.00780136,0.469574,,0.00780136,14.8826
0.00781,0.469885,,0.00781,14.8825
0.0078113,0.471836,,0.0078113,14.882
0.00781389,0.475779,,0.00781389,14.8811
0.00781909,0.483814,,0.00781909,14.879
0.00782428,0.492228,,0.00782428,14.8769
0.00783,0.501813,,0.00783,14.8745
0.00783104,0.501402,,0.00783104,14.8746
0.00783312,0.500207,,0.00783312,14.8749
0.00783727,0.497832,,0.00783727,14.8755
0.00784558,0.493131,,0.00784558,14.8767
0.00785,0.490714,,0.00785,14.8773
0.00785166,0.491071,,0.00785166,14.8772
0.00785498,0.491762,,0.00785498,14.8771
0.00786163,0.49315,,0.00786163,14.8767
0.00787492,0.495942,,0.00787492,14.876
0.00788,0.497035,,0.00788,14.8757
0.007882,0.498961,,0.007882,14.8753
0.007886,0.502846,,0.007886,14.8743
0.007894,0.510754,,0.007894,14.8723
0.0079,0.516975,,0.0079,14.8708
0.0079016,0.515818,,0.0079016,14.871
0.0079048,0.513367,,0.0079048,14.8717
0.0079112,0.508519,,0.0079112,14.8729
0.00792,0.502007,,0.00792,14.8745
0.00792128,0.501031,,0.00792128,14.8747
0.00792384,0.498923,,0.00792384,14.8753
0.00792896,0.494748,,0.00792896,14.8763
0.00793408,0.490668,,0.00793408,14.8773
0.00794,0.486022,,0.00794,14.8785
0.00794102,0.487251,,0.00794102,14.8782
0.00794307,0.489636,,0.00794307,14.8776
0.00794717,0.494458,,0.00794717,14.8764
0.00795536,0.504318,,0.00795536,14.8739
0.00796,0.510301,,0.00796,14.8724
0.00796164,0.510254,,0.00796164,14.8724
0.00796492,0.510021,,0.00796492,14.8725
0.00797147,0.509556,,0.00797147,14.8726
0.00798,0.508952,,0.00798,14.8728
0.00798131,0.507731,,0.00798131,14.8731
0.00798393,0.505301,,0.00798393,14.8737
0.00798918,0.500493,,0.00798918,14.8749
0.00799442,0.49581,,0.00799442,14.876
0.008,0.490913,,0.008,14.8773
0.00800105,0.491744,,0.00800105,14.8771
0.00800315,0.493314,,0.00800315,14.8767
0.00800734,0.496478,,0.00800734,14.8759
0.00801573,0.502898,,0.00801573,14.8743
0.00802,0.506325,,0.00802,14.8734
0.00802168,0.504723,,0.00802168,14.8738
0.00802503,0.501499,,0.00802503,14.8746
0.00803174,0.495143,,0.00803174,14.8762
0.00804,0.487574,,0.00804,14.8781
0.00804134,0.486808,,0.00804134,14.8783
0.00804403,0.485052,,0.00804403,14.8787
0.0080494,0.481568,,0.0080494,14.8796
0.00806,0.474798,,0.00806,14.8813
0.00806107,0.474736,,0.00806107,14.8813
0.00806322,0.474422,,0.00806322,14.8814
0.00806752,0.473796,,0.00806752,14.8816
0.00807611,0.472548,,0.00807611,14.8819
0.00808,0.471988,,0.00808,14.882
0.00808172,0.47164,,0.00808172,14.8821
0.00808515,0.470942,,0.00808515,14.8823
0.00809203,0.469552,,0.00809203,14.8826
0.0081,0.46795,,0.0081,14.883
0.00810137,0.468478,,0.00810137,14.8829
0.00810412,0.469524,,0.00810412,14.8826
0.00810962,0.471629,,0.00810962,14.8821
0.00812062,0.475879,,0.00812062,14.881
0.00813,0.479603,,0.00813,14.8801
0.008132,0.48075,,0.008132,14.8798
0.008136,0.482998,,0.008136,14.8793
0.008144,0.487543,,0.008144,14.8781
0.00815,0.491051,,0.00815,14.8772
0.0081516,0.491179,,0.0081516,14.8772
0.0081548,0.491385,,0.0081548,14.8772
0.0081612,0.491797,,0.0081612,14.8771
0.00817,0.492365,,0.00817,14.8769
0.00817128,0.493689,,0.00817128,14.8766
0.00817384,0.496353,,0.00817384,14.8759
0.00817896,0.501747,,0.00817896,14.8746
0.00818408,0.507303,,0.00818408,14.8732
0.00819,0.513862,,0.00819,14.8715
0.00819102,0.512996,,0.00819102,14.8718
0.00819307,0.511104,,0.00819307,14.8722
0.00819717,0.507351,,0.00819717,14.8732
0.00820536,0.499967,,0.00820536,14.875
0.00821,0.495997,,0.00821,14.876
0.00821164,0.495635,,0.00821164,14.8761
0.00821492,0.494849,,0.00821492,14.8763
0.00822147,0.493283,,0.00822147,14.8767
0.00823,0.49126,,0.00823,14.8772
0.00823131,0.493177,,0.00823131,14.8767
0.00823393,0.497032,,0.00823393,14.8757
0.00823918,0.504878,,0.00823918,14.8738
0.00824442,0.513069,,0.00824442,14.8717
0.00825,0.522071,,0.00825,14.8695
0.00825105,0.521968,,0.00825105,14.8695
0.00825315,0.521446,,0.00825315,14.8696
0.00825734,0.520406,,0.00825734,14.8699
0.00826573,0.518334,,0.00826573,14.8704
0.00827,0.517294,,0.00827,14.8707
0.00827168,0.516914,,0.00827168,14.8708
0.00827503,0.516151,,0.00827503,14.871
0.00828174,0.514632,,0.00828174,14.8713
0.00829,0.512776,,0.00829,14.8718
0.00829134,0.512433,,0.00829134,14.8719
0.00829403,0.511736,,0.00829403,14.8721
0.0082994,0.510345,,0.0082994,14.8724
0.00831,0.507614,,0.00831,14.8731
0.00831107,0.506905,,0.00831107,14.8733
0.00831322,0.505463,,0.00831322,14.8736
0.00831752,0.502598,,0.00831752,14.8744
0.00832611,0.496941,,0.00832611,14.8758
0.00833,0.49449,,0.00833,14.8764
0.00833172,0.494937,,0.00833172,14.8763
0.00833515,0.495808,,0.00833515,14.876
0.00834203,0.497557,,0.00834203,14.8756
0.00835,0.499606,,0.00835,14.8751
0.00835137,0.50029,,0.00835137,14.8749
0.00835412,0.501645,,0.00835412,14.8746
0.00835962,0.504374,,0.00835962,14.8739
0.00837062,0.509897,,0.00837062,14.8725
0.00838,0.514763,,0.00838,14.8713
0.008382,0.513,,0.008382,14.8718
0.008386,0.509411,,0.008386,14.8726
0.008394,0.502346,,0.008394,14.8744
0.0084,0.497272,,0.0084,14.8757
0.0084016,0.49594,,0.0084016,14.876
0.0084048,0.493192,,0.0084048,14.8767
0.0084112,0.487764,,0.0084112,14.8781
0.00842,0.480502,,0.00842,14.8799
0.00842128,0.479824,,0.00842128,14.88
0.00842384,0.478258,,0.00842384,14.8804
0.00842896,0.475149,,0.00842896,14.8812
0.00843408,0.472095,,0.00843408,14.882
0.00844,0.468606,,0.00844,14.8828
0.00844102,0.469046,,0.00844102,14.8827
0.00844307,0.469876,,0.00844307,14.8825
0.00844717,0.471542,,0.00844717,14.8821
0.00845536,0.474901,,0.00845536,14.8813
0.00846,0.476852,,0.00846,14.8808
0.00846164,0.476465,,0.00846164,14.8809
0.00846492,0.475678,,0.00846492,14.8811
0.00847147,0.47411,,0.00847147,14.8815
0.00848,0.472086,,0.00848,14.882
0.00848131,0.471282,,0.00848131,14.8822
0.00848393,0.469664,,0.00848393,14.8826
0.00848918,0.466452,,0.00848918,14.8834
0.00849442,0.4633,,0.00849442,14.8842
0.0085,0.459988,,0.0085,14.885
0.00850105,0.460531,,0.00850105,14.8849
0.00850315,0.461574,,0.00850315,14.8846
0.00850734,0.463671,,0.00850734,14.8841
0.00851573,0.467906,,0.00851573,14.883
0.00852,0.470137,,0.00852,14.8825
0.00852168,0.470993,,0.00852168,14.8823
0.00852503,0.472691,,0.00852503,14.8818
0.00853174,0.476115,,0.00853174,14.881
0.00854,0.480406,,0.00854,14.8799
0.00854134,0.479562,,0.00854134,14.8801
0.00854403,0.477804,,0.00854403,14.8805
0.0085494,0.474317,,0.0085494,14.8814
0.00856,0.467542,,0.00856,14.8831
0.00856107,0.468043,,0.00856107,14.883
0.00856322,0.468854,,0.00856322,14.8828
0.00856752,0.470483,,0.00856752,14.8824
0.00857611,0.473766,,0.00857611,14.8816
0.00858,0.475296,,0.00858,14.8812
0.00858172,0.477941,,0.00858172,14.8805
0.00858515,0.483295,,0.00858515,14.8792
0.00859203,0.494277,,0.00859203,14.8764
0.0086,0.507791,,0.0086,14.8731
