"X--Kurve 1::[-I(TK1), cc1 capacitance=0]","Y--Kurve 1::[-I(TK1), cc1 capacitance=0]",,"X--Kurve 2::[-I(TK1), cc1 capacitance=8e-05]","Y--Kurve 2::[-I(TK1), cc1 capacitance=8e-05]",,"X--Kurve 3::[-I(TK1), cc1 capacitance=0.00016]","Y--Kurve 3::[-I(TK1), cc1 capacitance=0.00016]",,"X--Kurve 4::[-I(TK1), cc1 capacitance=0.00024]","Y--Kurve 4::[-I(TK1), cc1 capacitance=0.00024]",,"X--Kurve 5::[-I(TK1), cc1 capacitance=0.00032]","Y--Kurve 5::[-I(TK1), cc1 capacitance=0.00032]",,"X--Kurve 6::[-I(TK1), cc1 capacitance=0.0004]","Y--Kurve 6::[-I(TK1), cc1 capacitance=0.0004]"
0.000246493,0.58045,,0.000246493,0.542154,,0.000246493,0.521201,,0.000246493,0.512166,,0.000246493,0.507268,,0.000246493,0.504211
0.00025,0.583424,,0.00025,0.544431,,0.00025,0.522827,,0.00025,0.513395,,0.00025,0.508259,,0.00025,0.505045
0.000251759,0.58506,,0.000251759,0.545605,,0.000251759,0.523671,,0.000251759,0.514034,,0.000251759,0.508774,,0.000251759,0.505479
0.000255278,0.588446,,0.000255278,0.547988,,0.000255278,0.525387,,0.000255278,0.515336,,0.000255278,0.509825,,0.000255278,0.506365
0.000262315,0.595526,,0.000262315,0.55296,,0.000262315,0.528997,,0.000262315,0.518083,,0.000262315,0.512046,,0.000262315,0.508238
0.00027,0.603485,,0.00027,0.558715,,0.00027,0.533216,,0.00027,0.521308,,0.00027,0.514659,,0.00027,0.510444
0.000271407,0.604037,,0.000271407,0.559809,,0.000271407,0.534024,,0.000271407,0.521927,,0.000271407,0.515161,,0.000271407,0.510868
0.000274222,0.603955,,0.000274222,0.562013,,0.000274222,0.535653,,0.000274222,0.523176,,0.000274222,0.516175,,0.000274222,0.511724
0.000279852,0.600825,,0.000279852,0.566492,,0.000279852,0.538989,,0.000279852,0.525738,,0.000279852,0.518253,,0.000279852,0.513477
0.00029,0.594399,,0.00029,0.574608,,0.00029,0.54517,,0.00029,0.530514,,0.00029,0.522131,,0.00029,0.516749
0.000291126,0.594,,0.000291126,0.575502,,0.000291126,0.545866,,0.000291126,0.531055,,0.000291126,0.522572,,0.000291126,0.517121
0.000293378,0.593513,,0.000293378,0.577286,,0.000293378,0.547261,,0.000293378,0.53214,,0.000293378,0.523456,,0.000293378,0.517867
0.000297881,0.593415,,0.000297881,0.580812,,0.000297881,0.55006,,0.000297881,0.53433,,0.000297881,0.525243,,0.000297881,0.519377
0.000306888,0.593678,,0.000306888,0.587644,,0.000306888,0.555676,,0.000306888,0.538768,,0.000306888,0.528881,,0.000306888,0.522459
0.00031,0.593758,,0.00031,0.589924,,0.00031,0.557616,,0.00031,0.540316,,0.00031,0.530156,,0.00031,0.523541
0.000311801,0.594009,,0.000311801,0.591214,,0.000311801,0.558737,,0.000311801,0.541216,,0.000311801,0.530899,,0.000311801,0.524172
0.000315404,0.594724,,0.000315404,0.59376,,0.000315404,0.560974,,0.000315404,0.543019,,0.000315404,0.53239,,0.000315404,0.525441
0.00032261,0.596609,,0.00032261,0.59864,,0.00032261,0.565425,,0.00032261,0.546643,,0.00032261,0.535401,,0.00032261,0.528011
0.00033,0.598577,,0.00033,0.603335,,0.00033,0.569943,,0.00033,0.550378,,0.00033,0.538526,,0.00033,0.530687
0.000331441,0.598795,,0.000331441,0.604206,,0.000331441,0.570815,,0.000331441,0.551108,,0.000331441,0.53914,,0.000331441,0.531214
0.000334323,0.599033,,0.000334323,0.60592,,0.000334323,0.572555,,0.000334323,0.552566,,0.000334323,0.540368,,0.000334323,0.53227
0.000340088,0.599022,,0.000340088,0.60918,,0.000340088,0.575994,,0.000340088,0.555478,,0.000340088,0.542831,,0.000340088,0.534391
0.00035,0.598882,,0.00035,0.614218,,0.00035,0.58175,,0.00035,0.560448,,0.00035,0.54707,,0.00035,0.538061
0.000351153,0.59893,,0.000351153,0.61475,,0.000351153,0.582403,,0.000351153,0.561022,,0.000351153,0.547563,,0.000351153,0.538489
0.000353459,0.599102,,0.000353459,0.615795,,0.000353459,0.583704,,0.000353459,0.562168,,0.000353459,0.548549,,0.000353459,0.539346
0.00035807,0.599658,,0.00035807,0.617759,,0.00035807,0.586264,,0.00035807,0.564445,,0.00035807,0.550517,,0.00035807,0.541061
0.000367294,0.600883,,0.000367294,0.621185,,0.000367294,0.59121,,0.000367294,0.56894,,0.000367294,0.554437,,0.000367294,0.544495
0.00038,0.602568,,0.00038,0.624825,,0.00038,0.59761,,0.00038,0.574974,,0.00038,0.559782,,0.00038,0.549218
0.000381845,0.601458,,0.000381845,0.625234,,0.000381845,0.598488,,0.000381845,0.575828,,0.000381845,0.560547,,0.000381845,0.549899
0.000385534,0.59783,,0.000385534,0.625986,,0.000385534,0.600213,,0.000385534,0.577517,,0.000385534,0.562066,,0.000385534,0.551251
0.000392913,0.587721,,0.000392913,0.627057,,0.000392913,0.603441,,0.000392913,0.580769,,0.000392913,0.56502,,0.000392913,0.553895
0.0004,0.578281,,0.0004,0.627468,,0.0004,0.606216,,0.0004,0.583702,,0.0004,0.567729,,0.0004,0.556336
0.000401476,0.577535,,0.000401476,0.627458,,0.000401476,0.606744,,0.000401476,0.584283,,0.000401476,0.568273,,0.000401476,0.556831
0.000404427,0.577218,,0.000404427,0.627384,,0.000404427,0.607771,,0.000404427,0.58543,,0.000404427,0.569353,,0.000404427,0.557813
0.00041033,0.579366,,0.00041033,0.626932,,0.00041033,0.609662,,0.00041033,0.587632,,0.00041033,0.571455,,0.00041033,0.55974
0.00042,0.583446,,0.00042,0.625418,,0.00042,0.612318,,0.00042,0.590994,,0.00042,0.574749,,0.00042,0.5628
0.000421181,0.583787,,0.000421181,0.625167,,0.000421181,0.612603,,0.000421181,0.591381,,0.000421181,0.575137,,0.000421181,0.563164
0.000423542,0.584273,,0.000423542,0.624641,,0.000423542,0.613156,,0.000423542,0.592148,,0.000423542,0.575908,,0.000423542,0.56389
0.000428264,0.584715,,0.000428264,0.623454,,0.000428264,0.614172,,0.000428264,0.593627,,0.000428264,0.577416,,0.000428264,0.565317
0.000437709,0.585357,,0.000437709,0.620604,,0.000437709,0.615852,,0.000437709,0.596375,,0.000437709,0.580296,,0.000437709,0.568081
0.00044,0.58552,,0.00044,0.619824,,0.00044,0.61619,,0.00044,0.596999,,0.00044,0.580968,,0.00044,0.568733
0.000441889,0.584756,,0.000441889,0.619145,,0.000441889,0.616438,,0.000441889,0.597494,,0.000441889,0.581509,,0.000441889,0.56926
0.000445667,0.582323,,0.000445667,0.617742,,0.000445667,0.616892,,0.000445667,0.598457,,0.000445667,0.58257,,0.000445667,0.570301
0.000453223,0.575662,,0.000453223,0.614646,,0.000453223,0.617541,,0.000453223,0.600208,,0.000453223,0.58457,,0.000453223,0.57229
0.00046,0.569823,,0.00046,0.611528,,0.00046,0.617811,,0.00046,0.601567,,0.00046,0.586212,,0.00046,0.573959
0.000461511,0.568795,,0.000461511,0.61078,,0.000461511,0.617822,,0.000461511,0.601836,,0.000461511,0.586554,,0.000461511,0.574313
0.000464533,0.566965,,0.000464533,0.609251,,0.000464533,0.617814,,0.000464533,0.602354,,0.000464533,0.587223,,0.000464533,0.575009
0.000470578,0.56384,,0.000470578,0.606008,,0.000470578,0.617612,,0.000470578,0.60326,,0.000470578,0.588469,,0.000470578,0.576331
0.00048,0.559106,,0.00048,0.600488,,0.00048,0.616808,,0.00048,0.604326,,0.00048,0.590158,,0.00048,0.578199
0.000481209,0.55911,,0.000481209,0.599738,,0.000481209,0.616658,,0.000481209,0.604429,,0.000481209,0.590351,,0.000481209,0.57842
0.000483627,0.559826,,0.000483627,0.598225,,0.000483627,0.61634,,0.000483627,0.604623,,0.000483627,0.590728,,0.000483627,0.578857
0.000488462,0.56312,,0.000488462,0.595141,,0.000488462,0.615613,,0.000488462,0.604946,,0.000488462,0.591435,,0.000488462,0.579698
0.000498134,0.570528,,0.000498134,0.588895,,0.000498134,0.61385,,0.000498134,0.605361,,0.000498134,0.592688,,0.000498134,0.581265
0.0005,0.571991,,0.0005,0.587692,,0.0005,0.613468,,0.0005,0.605409,,0.0005,0.592907,,0.0005,0.581551
0.000501934,0.574848,,0.000501934,0.586463,,0.000501934,0.613061,,0.000501934,0.605448,,0.000501934,0.593128,,0.000501934,0.581844
0.000505803,0.581902,,0.000505803,0.584047,,0.000505803,0.612238,,0.000505803,0.60552,,0.000505803,0.593566,,0.000505803,0.58243
0.00051354,0.599026,,0.00051354,0.579576,,0.00051354,0.610599,,0.00051354,0.605651,,0.00051354,0.594442,,0.00051354,0.583615
0.00052,0.614323,,0.00052,0.576365,,0.00052,0.609313,,0.00052,0.605795,,0.00052,0.595209,,0.00052,0.584646
0.000521547,0.616581,,0.000521547,0.575702,,0.000521547,0.609028,,0.000521547,0.605839,,0.000521547,0.595401,,0.000521547,0.584901
0.000524642,0.618949,,0.000524642,0.574444,,0.000524642,0.60847,,0.000524642,0.605933,,0.000524642,0.595787,,0.000524642,0.585412
0.000530832,0.618525,,0.000530832,0.57234,,0.000530832,0.60743,,0.000530832,0.60614,,0.000530832,0.596569,,0.000530832,0.586443
0.00054,0.616916,,0.00054,0.570199,,0.00054,0.606069,,0.00054,0.606491,,0.00054,0.597743,,0.00054,0.58798
0.000541238,0.616119,,0.000541238,0.570005,,0.000541238,0.605902,,0.000541238,0.606541,,0.000541238,0.597902,,0.000541238,0.588187
0.000543714,0.613752,,0.000543714,0.569652,,0.000543714,0.605571,,0.000543714,0.606639,,0.000543714,0.598216,,0.000543714,0.588599
0.000548666,0.606963,,0.000548666,0.569137,,0.000548666,0.604924,,0.000548666,0.60682,,0.000548666,0.598826,,0.000548666,0.589404
0.000558569,0.592758,,0.000558569,0.568681,,0.000558569,0.603619,,0.000558569,0.607072,,0.000558569,0.599931,,0.000558569,0.590909
0.00056,0.590862,,0.00056,0.568668,,0.00056,0.603425,,0.00056,0.607094,,0.00056,0.600076,,0.00056,0.591113
0.000561981,0.590216,,0.000561981,0.568678,,0.000561981,0.603154,,0.000561981,0.607116,,0.000561981,0.60027,,0.000561981,0.59139
0.000565942,0.590747,,0.000565942,0.568744,,0.000565942,0.60261,,0.000565942,0.607151,,0.000565942,0.600648,,0.000565942,0.591937
0.000573865,0.59546,,0.000573865,0.569163,,0.000573865,0.601534,,0.000573865,0.607177,,0.000573865,0.601361,,0.000573865,0.592996
0.00058,0.599166,,0.00058,0.569769,,0.00058,0.60073,,0.00058,0.60717,,0.00058,0.601881,,0.00058,0.593791
0.000581585,0.600041,,0.000581585,0.569976,,0.000581585,0.600531,,0.000581585,0.607165,,0.000581585,0.602012,,0.000581585,0.593993
0.000584754,0.601666,,0.000584754,0.570427,,0.000584754,0.60014,,0.000584754,0.607155,,0.000584754,0.602271,,0.000584754,0.594395
0.000591092,0.604632,,0.000591092,0.571542,,0.000591092,0.599408,,0.000591092,0.607134,,0.000591092,0.602778,,0.000591092,0.59519
0.0006,0.608803,,0.0006,0.573597,,0.0006,0.598512,,0.0006,0.607116,,0.0006,0.603478,,0.0006,0.596292
0.000601268,0.6088,,0.000601268,0.57394,,0.000601268,0.5984,,0.000601268,0.607114,,0.000601268,0.603576,,0.000601268,0.596447
0.000603803,0.608029,,0.000603803,0.574645,,0.000603803,0.59818,,0.000603803,0.607111,,0.000603803,0.603769,,0.000603803,0.596754
0.000608874,0.60446,,0.000608874,0.576149,,0.000608874,0.597764,,0.000608874,0.607094,,0.000608874,0.60414,,0.000608874,0.597351
0.000619015,0.596549,,0.000619015,0.579394,,0.000619015,0.596984,,0.000619015,0.606995,,0.000619015,0.604792,,0.000619015,0.598458
0.00063,0.588334,,0.00063,0.582996,,0.00063,0.596135,,0.00063,0.60674,,0.00063,0.605328,,0.00063,0.599497
0.000632,0.588096,,0.000632,0.58364,,0.000632,0.595975,,0.000632,0.606673,,0.000632,0.605403,,0.000632,0.599666
0.000636,0.588733,,0.000636,0.584915,,0.000636,0.595655,,0.000636,0.60653,,0.000636,0.605543,,0.000636,0.599994
0.000644,0.59221,,0.000644,0.587411,,0.000644,0.595026,,0.000644,0.606205,,0.000644,0.605776,,0.000644,0.600608
0.00065,0.594837,,0.00065,0.589241,,0.00065,0.594576,,0.00065,0.605936,,0.00065,0.605917,,0.00065,0.601035
0.0006516,0.595675,,0.0006516,0.589725,,0.0006516,0.594463,,0.0006516,0.605862,,0.0006516,0.60595,,0.0006516,0.601145
0.0006548,0.597485,,0.0006548,0.590689,,0.0006548,0.594244,,0.0006548,0.605715,,0.0006548,0.606014,,0.0006548,0.601362
0.0006612,0.601432,,0.0006612,0.592617,,0.0006612,0.593852,,0.0006612,0.605425,,0.0006612,0.606135,,0.0006612,0.601787
0.00067,0.606981,,0.00067,0.595296,,0.00067,0.593445,,0.00067,0.605061,,0.00067,0.606301,,0.00067,0.602363
0.00067128,0.607947,,0.00067128,0.595692,,0.00067128,0.593403,,0.00067128,0.605014,,0.00067128,0.606327,,0.00067128,0.602447
0.00067384,0.610033,,0.00067384,0.596489,,0.00067384,0.593328,,0.00067384,0.604923,,0.00067384,0.60638,,0.00067384,0.602617
0.00067896,0.61463,,0.00067896,0.598119,,0.00067896,0.593239,,0.00067896,0.60477,,0.00067896,0.6065,,0.00067896,0.602964
0.00068408,0.619388,,0.00068408,0.599813,,0.00068408,0.593242,,0.00068408,0.60466,,0.00068408,0.606644,,0.00068408,0.603328
0.00069,0.624981,,0.00069,0.601873,,0.00069,0.593376,,0.00069,0.6046,,0.00069,0.606849,,0.00069,0.603775
0.000691024,0.625192,,0.000691024,0.602242,,0.000691024,0.593416,,0.000691024,0.604598,,0.000691024,0.606889,,0.000691024,0.603855
0.000693072,0.624555,,0.000693072,0.602984,,0.000693072,0.5935,,0.000693072,0.604595,,0.000693072,0.606968,,0.000693072,0.604014
0.000697168,0.620089,,0.000697168,0.604479,,0.000697168,0.5937,,0.000697168,0.604599,,0.000697168,0.607126,,0.000697168,0.604327
0.00070536,0.609131,,0.00070536,0.607402,,0.00070536,0.594176,,0.00070536,0.604614,,0.00070536,0.607417,,0.00070536,0.604916
0.00071,0.603179,,0.00071,0.608966,,0.00071,0.594467,,0.00071,0.604613,,0.00071,0.607557,,0.00071,0.605219
0.000711638,0.600544,,0.000711638,0.609483,,0.000711638,0.594567,,0.000711638,0.604606,,0.000711638,0.607597,,0.000711638,0.605317
0.000714915,0.5946,,0.000714915,0.610475,,0.000714915,0.594758,,0.000714915,0.604581,,0.000714915,0.607666,,0.000714915,0.6055
0.000721469,0.581381,,0.000721469,0.612161,,0.000721469,0.595063,,0.000721469,0.604456,,0.000721469,0.607727,,0.000721469,0.605792
0.00073,0.564849,,0.00073,0.613588,,0.00073,0.595224,,0.00073,0.604092,,0.00073,0.607614,,0.00073,0.605995
0.000731311,0.564256,,0.000731311,0.613711,,0.000731311,0.595219,,0.000731311,0.604012,,0.000731311,0.607575,,0.000731311,0.606007
0.000733932,0.564867,,0.000733932,0.613914,,0.000733932,0.595198,,0.000733932,0.603846,,0.000733932,0.607492,,0.000733932,0.606025
0.000739175,0.570612,,0.000739175,0.614085,,0.000739175,0.5951,,0.000739175,0.603475,,0.000739175,0.607292,,0.000739175,0.606035
0.000744418,0.577257,,0.000744418,0.613986,,0.000744418,0.594949,,0.000744418,0.603068,,0.000744418,0.607059,,0.000744418,0.606016
0.00075,0.584401,,0.00075,0.613652,,0.00075,0.594758,,0.00075,0.602614,,0.00075,0.606791,,0.00075,0.605978
0.000751049,0.585996,,0.000751049,0.613565,,0.000751049,0.594721,,0.000751049,0.602528,,0.000751049,0.606739,,0.000751049,0.605969
0.000753146,0.589433,,0.000753146,0.613381,,0.000753146,0.594649,,0.000753146,0.602358,,0.000753146,0.606637,,0.000753146,0.605953
0.00075734,0.597087,,0.00075734,0.612977,,0.00075734,0.594522,,0.00075734,0.602031,,0.00075734,0.60644,,0.00075734,0.605927
0.000765729,0.613259,,0.000765729,0.612159,,0.000765729,0.594398,,0.000765729,0.601473,,0.000765729,0.606112,,0.000765729,0.605925
0.00077,0.622044,,0.00077,0.611798,,0.00077,0.594429,,0.00077,0.601257,,0.00077,0.605992,,0.00077,0.605961
0.000771678,0.622768,,0.000771678,0.61168,,0.000771678,0.594465,,0.000771678,0.601187,,0.000771678,0.605955,,0.000771678,0.605982
0.000775033,0.620907,,0.000775033,0.611455,,0.000775033,0.594549,,0.000775033,0.601054,,0.000775033,0.605882,,0.000775033,0.606022
0.000781744,0.609691,,0.000781744,0.611022,,0.000781744,0.594766,,0.000781744,0.600808,,0.000781744,0.60573,,0.000781744,0.606084
0.00079,0.595576,,0.00079,0.610379,,0.00079,0.595043,,0.00079,0.600493,,0.00079,0.6055,,0.00079,0.606101
0.000791342,0.593979,,0.000791342,0.61025,,0.000791342,0.595083,,0.000791342,0.600437,,0.000791342,0.605455,,0.000791342,0.606095
0.000794027,0.591218,,0.000794027,0.609975,,0.000794027,0.595159,,0.000794027,0.600321,,0.000794027,0.605362,,0.000794027,0.60608
0.000799395,0.586824,,0.000799395,0.609322,,0.000799395,0.595279,,0.000799395,0.600068,,0.000799395,0.605151,,0.000799395,0.606022
0.00081,0.57865,,0.00081,0.607557,,0.00081,0.595347,,0.00081,0.599453,,0.00081,0.604615,,0.00081,0.605791
0.000811074,0.57874,,0.000811074,0.607339,,0.000811074,0.59534,,0.000811074,0.599382,,0.000811074,0.604552,,0.000811074,0.605759
0.000813221,0.580019,,0.000813221,0.606894,,0.000813221,0.595323,,0.000813221,0.599239,,0.000813221,0.604425,,0.000813221,0.605695
0.000817516,0.585727,,0.000817516,0.60596,,0.000817516,0.595281,,0.000817516,0.598954,,0.000817516,0.604171,,0.000817516,0.605564
0.000826106,0.599148,,0.000826106,0.604051,,0.000826106,0.595223,,0.000826106,0.598424,,0.000826106,0.603691,,0.000826106,0.605321
0.00083,0.605545,,0.00083,0.603215,,0.00083,0.595228,,0.00083,0.598215,,0.00083,0.603495,,0.00083,0.605228
0.000831718,0.606339,,0.000831718,0.602863,,0.000831718,0.595241,,0.000831718,0.598131,,0.000831718,0.603414,,0.000831718,0.60519
0.000835154,0.605537,,0.000835154,0.602171,,0.000835154,0.595269,,0.000835154,0.597967,,0.000835154,0.603252,,0.000835154,0.605112
0.000842026,0.598651,,0.000842026,0.600828,,0.000842026,0.595335,,0.000842026,0.597645,,0.000842026,0.602919,,0.000842026,0.604939
0.00085,0.590421,,0.00085,0.599265,,0.00085,0.595382,,0.00085,0.597255,,0.00085,0.602501,,0.00085,0.604693
0.000851374,0.589445,,0.000851374,0.598989,,0.000851374,0.595383,,0.000851374,0.597184,,0.000851374,0.602423,,0.000851374,0.604645
