"X--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]","Y--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]",,"X--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]","Y--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]",,"X--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]","Y--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]",,"X--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]","Y--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]",,"X--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]","Y--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]"
0.0022601,0.831515,,0.0022601,0.777914,,0.0022601,0.884356,,0.0022601,0.995751,,0.0022601,1.06389
0.0022603,0.831522,,0.0022603,0.777822,,0.0022603,0.884241,,0.0022603,0.995655,,0.0022603,1.06382
0.0022607,0.831542,,0.0022607,0.777639,,0.0022607,0.884011,,0.0022607,0.995461,,0.0022607,1.06369
0.0022615,0.831603,,0.0022615,0.777273,,0.0022615,0.883551,,0.0022615,0.995073,,0.0022615,1.06343
0.0022625,0.831721,,0.0022625,0.776816,,0.0022625,0.882976,,0.0022625,0.994587,,0.0022625,1.0631
0.0022635,0.831884,,0.0022635,0.776361,,0.0022635,0.8824,,0.0022635,0.994101,,0.0022635,1.06276
0.0022645,0.832092,,0.0022645,0.775908,,0.0022645,0.881825,,0.0022645,0.993614,,0.0022645,1.06243
0.002265,0.832212,,0.002265,0.775682,,0.002265,0.881538,,0.002265,0.99337,,0.002265,1.06227
0.0022651,0.832238,,0.0022651,0.775637,,0.0022651,0.88148,,0.0022651,0.993321,,0.0022651,1.06223
0.0022653,0.83229,,0.0022653,0.775547,,0.0022653,0.881365,,0.0022653,0.993224,,0.0022653,1.06217
0.0022657,0.8324,,0.0022657,0.775366,,0.0022657,0.881135,,0.0022657,0.993029,,0.0022657,1.06203
0.0022665,0.83264,,0.0022665,0.775007,,0.0022665,0.880675,,0.0022665,0.992638,,0.0022665,1.06177
0.0022675,0.832978,,0.0022675,0.774558,,0.0022675,0.8801,,0.0022675,0.99215,,0.0022675,1.06143
0.0022685,0.83336,,0.0022685,0.774112,,0.0022685,0.879525,,0.0022685,0.99166,,0.0022685,1.0611
0.0022695,0.833784,,0.0022695,0.773668,,0.0022695,0.87895,,0.0022695,0.991171,,0.0022695,1.06076
0.00227,0.834012,,0.00227,0.773446,,0.00227,0.878663,,0.00227,0.990925,,0.00227,1.0606
0.0022701,0.834059,,0.0022701,0.773402,,0.0022701,0.878605,,0.0022701,0.990876,,0.0022701,1.06056
0.0022703,0.834153,,0.0022703,0.773313,,0.0022703,0.87849,,0.0022703,0.990778,,0.0022703,1.06049
0.0022707,0.834346,,0.0022707,0.773137,,0.0022707,0.878261,,0.0022707,0.990582,,0.0022707,1.06036
0.0022715,0.834747,,0.0022715,0.772784,,0.0022715,0.877801,,0.0022715,0.990189,,0.0022715,1.06009
0.0022725,0.835276,,0.0022725,0.772346,,0.0022725,0.877227,,0.0022725,0.989698,,0.0022725,1.05975
0.0022735,0.835835,,0.0022735,0.771909,,0.0022735,0.876653,,0.0022735,0.989206,,0.0022735,1.05941
0.0022745,0.836426,,0.0022745,0.771475,,0.0022745,0.876079,,0.0022745,0.988714,,0.0022745,1.05908
0.002275,0.836732,,0.002275,0.771258,,0.002275,0.875793,,0.002275,0.988468,,0.002275,1.05891
0.0022751,0.836794,,0.0022751,0.771215,,0.0022751,0.875735,,0.0022751,0.988419,,0.0022751,1.05887
0.0022753,0.83692,,0.0022753,0.771129,,0.0022753,0.875621,,0.0022753,0.98832,,0.0022753,1.0588
0.0022757,0.837174,,0.0022757,0.770956,,0.0022757,0.875391,,0.0022757,0.988123,,0.0022757,1.05867
0.0022765,0.837697,,0.0022765,0.770612,,0.0022765,0.874933,,0.0022765,0.987728,,0.0022765,1.0584
0.0022775,0.838376,,0.0022775,0.770185,,0.0022775,0.87436,,0.0022775,0.987235,,0.0022775,1.05805
0.0022785,0.839086,,0.0022785,0.769759,,0.0022785,0.873788,,0.0022785,0.986741,,0.0022785,1.05771
0.0022795,0.839824,,0.0022795,0.769336,,0.0022795,0.873216,,0.0022795,0.986247,,0.0022795,1.05737
0.00228,0.840204,,0.00228,0.769125,,0.00228,0.872931,,0.00228,0.985999,,0.00228,1.0572
0.0022801,0.840281,,0.0022801,0.769083,,0.0022801,0.872873,,0.0022801,0.98595,,0.0022801,1.05717
0.0022803,0.840435,,0.0022803,0.768999,,0.0022803,0.872759,,0.0022803,0.985851,,0.0022803,1.0571
0.0022807,0.840748,,0.0022807,0.768831,,0.0022807,0.872531,,0.0022807,0.985653,,0.0022807,1.05696
0.0022815,0.841386,,0.0022815,0.768496,,0.0022815,0.872074,,0.0022815,0.985257,,0.0022815,1.05668
0.0022825,0.84221,,0.0022825,0.76808,,0.0022825,0.871503,,0.0022825,0.984762,,0.0022825,1.05634
0.0022835,0.843062,,0.0022835,0.767667,,0.0022835,0.870933,,0.0022835,0.984266,,0.0022835,1.056
0.0022845,0.843941,,0.0022845,0.767255,,0.0022845,0.870364,,0.0022845,0.98377,,0.0022845,1.05565
0.002285,0.844391,,0.002285,0.767051,,0.002285,0.870079,,0.002285,0.983522,,0.002285,1.05548
0.0022851,0.844482,,0.0022851,0.76701,,0.0022851,0.870023,,0.0022851,0.983472,,0.0022851,1.05544
0.0022853,0.844664,,0.0022853,0.766929,,0.0022853,0.869909,,0.0022853,0.983373,,0.0022853,1.05537
0.0022857,0.845033,,0.0022857,0.766766,,0.0022857,0.869681,,0.0022857,0.983175,,0.0022857,1.05524
0.0022865,0.845782,,0.0022865,0.766441,,0.0022865,0.869227,,0.0022865,0.982778,,0.0022865,1.05496
0.0022875,0.846743,,0.0022875,0.766038,,0.0022875,0.868659,,0.0022875,0.982281,,0.0022875,1.05461
0.0022885,0.847731,,0.0022885,0.765638,,0.0022885,0.868092,,0.0022885,0.981784,,0.0022885,1.05427
0.0022895,0.848745,,0.0022895,0.76524,,0.0022895,0.867525,,0.0022895,0.981287,,0.0022895,1.05392
0.00229,0.849262,,0.00229,0.765042,,0.00229,0.867242,,0.00229,0.981038,,0.00229,1.05374
0.0022901,0.849366,,0.0022901,0.765003,,0.0022901,0.867186,,0.0022901,0.980988,,0.0022901,1.05371
0.0022903,0.849574,,0.0022903,0.764924,,0.0022903,0.867073,,0.0022903,0.980889,,0.0022903,1.05364
0.0022907,0.849991,,0.0022907,0.764767,,0.0022907,0.866846,,0.0022907,0.98069,,0.0022907,1.0535
0.0022915,0.850825,,0.0022915,0.764453,,0.0022915,0.866394,,0.0022915,0.980292,,0.0022915,1.05322
0.0022925,0.851871,,0.0022925,0.764064,,0.0022925,0.86583,,0.0022925,0.979794,,0.0022925,1.05287
0.0022935,0.852918,,0.0022935,0.763678,,0.0022935,0.865266,,0.0022935,0.979297,,0.0022935,1.05252
0.0022945,0.853967,,0.0022945,0.763295,,0.0022945,0.864704,,0.0022945,0.978799,,0.0022945,1.05217
0.002295,0.854493,,0.002295,0.763104,,0.002295,0.864422,,0.002295,0.97855,,0.002295,1.052
0.0022951,0.854598,,0.0022951,0.763066,,0.0022951,0.864366,,0.0022951,0.9785,,0.0022951,1.05196
0.0022953,0.854809,,0.0022953,0.76299,,0.0022953,0.864254,,0.0022953,0.9784,,0.0022953,1.05189
0.0022957,0.85523,,0.0022957,0.762839,,0.0022957,0.864029,,0.0022957,0.978201,,0.0022957,1.05175
0.0022965,0.856073,,0.0022965,0.762537,,0.0022965,0.86358,,0.0022965,0.977802,,0.0022965,1.05147
0.0022975,0.85713,,0.0022975,0.762163,,0.0022975,0.863019,,0.0022975,0.977304,,0.0022975,1.05112
0.0022985,0.858188,,0.0022985,0.761791,,0.0022985,0.86246,,0.0022985,0.976805,,0.0022985,1.05077
0.0022995,0.859249,,0.0022995,0.761423,,0.0022995,0.861901,,0.0022995,0.976307,,0.0022995,1.05042
0.0023,0.85978,,0.0023,0.76124,,0.0023,0.861621,,0.0023,0.976058,,0.0023,1.05024
0.0023001,0.859887,,0.0023001,0.761204,,0.0023001,0.861566,,0.0023001,0.976008,,0.0023001,1.0502
0.0023003,0.860099,,0.0023003,0.761131,,0.0023003,0.861454,,0.0023003,0.975908,,0.0023003,1.05013
0.0023007,0.860525,,0.0023007,0.760985,,0.0023007,0.861231,,0.0023007,0.975708,,0.0023007,1.04999
0.0023015,0.861378,,0.0023015,0.760696,,0.0023015,0.860785,,0.0023015,0.975309,,0.0023015,1.04971
0.0023025,0.862446,,0.0023025,0.760337,,0.0023025,0.860229,,0.0023025,0.974811,,0.0023025,1.04936
0.0023035,0.863516,,0.0023035,0.759981,,0.0023035,0.859673,,0.0023035,0.974312,,0.0023035,1.049
0.0023045,0.864588,,0.0023045,0.759628,,0.0023045,0.859118,,0.0023045,0.973813,,0.0023045,1.04865
0.002305,0.865126,,0.002305,0.759453,,0.002305,0.858841,,0.002305,0.973563,,0.002305,1.04847
0.0023051,0.865233,,0.0023051,0.759418,,0.0023051,0.858786,,0.0023051,0.973513,,0.0023051,1.04843
0.0023053,0.865448,,0.0023053,0.759348,,0.0023053,0.858675,,0.0023053,0.973414,,0.0023053,1.04836
0.0023057,0.865879,,0.0023057,0.759209,,0.0023057,0.858454,,0.0023057,0.973214,,0.0023057,1.04822
0.0023065,0.866741,,0.0023065,0.758932,,0.0023065,0.858012,,0.0023065,0.972815,,0.0023065,1.04794
0.0023075,0.867821,,0.0023075,0.758589,,0.0023075,0.85746,,0.0023075,0.972316,,0.0023075,1.04758
0.0023085,0.868903,,0.0023085,0.758249,,0.0023085,0.856909,,0.0023085,0.971817,,0.0023085,1.04723
0.0023095,0.869987,,0.0023095,0.757912,,0.0023095,0.856359,,0.0023095,0.971318,,0.0023095,1.04687
0.00231,0.870531,,0.00231,0.757745,,0.00231,0.856084,,0.00231,0.971068,,0.00231,1.04669
0.0023101,0.870639,,0.0023101,0.757712,,0.0023101,0.856029,,0.0023101,0.971018,,0.0023101,1.04666
0.0023103,0.870855,,0.0023103,0.757645,,0.0023103,0.855919,,0.0023103,0.970919,,0.0023103,1.04659
0.0023107,0.871284,,0.0023107,0.757513,,0.0023107,0.8557,,0.0023107,0.970719,,0.0023107,1.04644
0.0023115,0.872129,,0.0023115,0.757249,,0.0023115,0.855261,,0.0023115,0.97032,,0.0023115,1.04616
0.0023125,0.873158,,0.0023125,0.756922,,0.0023125,0.854714,,0.0023125,0.969821,,0.0023125,1.0458
0.0023135,0.874159,,0.0023135,0.756599,,0.0023135,0.854168,,0.0023135,0.969322,,0.0023135,1.04544
0.0023145,0.875133,,0.0023145,0.756278,,0.0023145,0.853623,,0.0023145,0.968823,,0.0023145,1.04508
0.002315,0.87561,,0.002315,0.75612,,0.002315,0.853351,,0.002315,0.968573,,0.002315,1.04491
0.0023151,0.875704,,0.0023151,0.756088,,0.0023151,0.853296,,0.0023151,0.968523,,0.0023151,1.04487
0.0023153,0.875892,,0.0023153,0.756025,,0.0023153,0.853188,,0.0023153,0.968423,,0.0023153,1.0448
0.0023157,0.876266,,0.0023157,0.755899,,0.0023157,0.85297,,0.0023157,0.968224,,0.0023157,1.04465
0.0023165,0.877,,0.0023165,0.755648,,0.0023165,0.852536,,0.0023165,0.967825,,0.0023165,1.04437
0.0023175,0.877893,,0.0023175,0.755337,,0.0023175,0.851993,,0.0023175,0.967326,,0.0023175,1.04401
0.0023185,0.878762,,0.0023185,0.75503,,0.0023185,0.851452,,0.0023185,0.966827,,0.0023185,1.04365
0.0023195,0.879605,,0.0023195,0.754726,,0.0023195,0.850912,,0.0023195,0.966328,,0.0023195,1.04329
0.00232,0.880017,,0.00232,0.754575,,0.00232,0.850642,,0.00232,0.966078,,0.00232,1.04311
0.0023201,0.880098,,0.0023201,0.754545,,0.0023201,0.850588,,0.0023201,0.966028,,0.0023201,1.04307
0.0023203,0.880261,,0.0023203,0.754485,,0.0023203,0.85048,,0.0023203,0.965929,,0.0023203,1.043
0.0023207,0.880583,,0.0023207,0.754366,,0.0023207,0.850265,,0.0023207,0.965729,,0.0023207,1.04286
0.0023215,0.881216,,0.0023215,0.754128,,0.0023215,0.849834,,0.0023215,0.96533,,0.0023215,1.04257
0.0023225,0.881986,,0.0023225,0.753834,,0.0023225,0.849296,,0.0023225,0.964831,,0.0023225,1.04221
0.0023235,0.882733,,0.0023235,0.753542,,0.0023235,0.84876,,0.0023235,0.964332,,0.0023235,1.04185
0.0023245,0.883456,,0.0023245,0.753254,,0.0023245,0.848224,,0.0023245,0.963833,,0.0023245,1.04149
0.002325,0.883809,,0.002325,0.753112,,0.002325,0.847957,,0.002325,0.963583,,0.002325,1.04131
0.0023251,0.883879,,0.0023251,0.753083,,0.0023251,0.847904,,0.0023251,0.963534,,0.0023251,1.04127
0.0023253,0.884019,,0.0023253,0.753026,,0.0023253,0.847797,,0.0023253,0.963434,,0.0023253,1.0412
0.0023257,0.884294,,0.0023257,0.752913,,0.0023257,0.847583,,0.0023257,0.963234,,0.0023257,1.04105
0.0023265,0.884836,,0.0023265,0.752688,,0.0023265,0.847156,,0.0023265,0.962835,,0.0023265,1.04076
0.0023275,0.885492,,0.0023275,0.75241,,0.0023275,0.846624,,0.0023275,0.962336,,0.0023275,1.0404
0.0023285,0.886128,,0.0023285,0.752134,,0.0023285,0.846092,,0.0023285,0.961837,,0.0023285,1.04004
0.0023295,0.886742,,0.0023295,0.751862,,0.0023295,0.845561,,0.0023295,0.961338,,0.0023295,1.03967
0.00233,0.887041,,0.00233,0.751727,,0.00233,0.845296,,0.00233,0.961089,,0.00233,1.03949
0.0023301,0.8871,,0.0023301,0.751701,,0.0023301,0.845243,,0.0023301,0.961039,,0.0023301,1.03946
0.0023303,0.887218,,0.0023303,0.751647,,0.0023303,0.845138,,0.0023303,0.960939,,0.0023303,1.03938
0.0023307,0.887453,,0.0023307,0.75154,,0.0023307,0.844926,,0.0023307,0.960739,,0.0023307,1.03924
0.0023315,0.887915,,0.0023315,0.751327,,0.0023315,0.844503,,0.0023315,0.96034,,0.0023315,1.03895
0.0023325,0.88848,,0.0023325,0.751065,,0.0023325,0.843975,,0.0023325,0.959841,,0.0023325,1.03858
0.0023335,0.889032,,0.0023335,0.750805,,0.0023335,0.843448,,0.0023335,0.959342,,0.0023335,1.03822
0.0023345,0.88957,,0.0023345,0.750549,,0.0023345,0.842922,,0.0023345,0.958843,,0.0023345,1.03785
0.002335,0.889834,,0.002335,0.750422,,0.002335,0.84266,,0.002335,0.958594,,0.002335,1.03767
0.0023351,0.889886,,0.0023351,0.750396,,0.0023351,0.842607,,0.0023351,0.958544,,0.0023351,1.03763
0.0023353,0.88999,,0.0023353,0.750346,,0.0023353,0.842502,,0.0023353,0.958444,,0.0023353,1.03756
0.0023357,0.890197,,0.0023357,0.750245,,0.0023357,0.842293,,0.0023357,0.958245,,0.0023357,1.03741
0.0023365,0.890605,,0.0023365,0.750045,,0.0023365,0.841874,,0.0023365,0.957846,,0.0023365,1.03712
0.0023375,0.891104,,0.0023375,0.749798,,0.0023375,0.841351,,0.0023375,0.957347,,0.0023375,1.03676
0.0023385,0.89159,,0.0023385,0.749554,,0.0023385,0.840829,,0.0023385,0.956848,,0.0023385,1.03639
0.0023395,0.892063,,0.0023395,0.749313,,0.0023395,0.840308,,0.0023395,0.956349,,0.0023395,1.03602
0.00234,0.892296,,0.00234,0.749194,,0.00234,0.840047,,0.00234,0.956099,,0.00234,1.03584
0.0023401,0.892342,,0.0023401,0.74917,,0.0023401,0.839995,,0.0023401,0.956049,,0.0023401,1.0358
0.0023403,0.892433,,0.0023403,0.749123,,0.0023403,0.839891,,0.0023403,0.95595,,0.0023403,1.03573
0.0023407,0.892615,,0.0023407,0.749028,,0.0023407,0.839684,,0.0023407,0.95575,,0.0023407,1.03558
0.0023415,0.892974,,0.0023415,0.748841,,0.0023415,0.839268,,0.0023415,0.955351,,0.0023415,1.03529
0.0023425,0.893411,,0.0023425,0.748609,,0.0023425,0.83875,,0.0023425,0.954852,,0.0023425,1.03492
0.0023435,0.893837,,0.0023435,0.748381,,0.0023435,0.838233,,0.0023435,0.954353,,0.0023435,1.03455
0.0023445,0.894252,,0.0023445,0.748155,,0.0023445,0.837717,,0.0023445,0.953855,,0.0023445,1.03418
0.002345,0.894455,,0.002345,0.748044,,0.002345,0.837459,,0.002345,0.953605,,0.002345,1.034
0.0023451,0.894495,,0.0023451,0.748021,,0.0023451,0.837408,,0.0023451,0.953555,,0.0023451,1.03396
0.0023453,0.894575,,0.0023453,0.747977,,0.0023453,0.837305,,0.0023453,0.953456,,0.0023453,1.03389
0.0023457,0.894734,,0.0023457,0.747889,,0.0023457,0.837099,,0.0023457,0.953256,,0.0023457,1.03374
0.0023465,0.895047,,0.0023465,0.747714,,0.0023465,0.836688,,0.0023465,0.952857,,0.0023465,1.03344
0.0023475,0.895429,,0.0023475,0.747497,,0.0023475,0.836175,,0.0023475,0.952358,,0.0023475,1.03307
0.0023485,0.8958,,0.0023485,0.747284,,0.0023485,0.835662,,0.0023485,0.95186,,0.0023485,1.0327
0.0023495,0.896161,,0.0023495,0.747074,,0.0023495,0.835151,,0.0023495,0.951361,,0.0023495,1.03233
0.00235,0.896337,,0.00235,0.746971,,0.00235,0.834896,,0.00235,0.951112,,0.00235,1.03215
0.0023501,0.896372,,0.0023501,0.74695,,0.0023501,0.834845,,0.0023501,0.951062,,0.0023501,1.03211
0.0023503,0.896442,,0.0023503,0.746909,,0.0023503,0.834743,,0.0023503,0.950962,,0.0023503,1.03204
0.0023507,0.896579,,0.0023507,0.746826,,0.0023507,0.834539,,0.0023507,0.950762,,0.0023507,1.03189
0.0023515,0.896846,,0.0023515,0.746664,,0.0023515,0.834132,,0.0023515,0.950364,,0.0023515,1.03159
0.0023525,0.897166,,0.0023525,0.746463,,0.0023525,0.833624,,0.0023525,0.949865,,0.0023525,1.03122
0.0023535,0.897472,,0.0023535,0.746265,,0.0023535,0.833116,,0.0023535,0.949366,,0.0023535,1.03085
0.0023545,0.897763,,0.0023545,0.74607,,0.0023545,0.83261,,0.0023545,0.948868,,0.0023545,1.03048
0.002355,0.897904,,0.002355,0.745974,,0.002355,0.832357,,0.002355,0.948619,,0.002355,1.03029
0.0023551,0.897931,,0.0023551,0.745955,,0.0023551,0.832307,,0.0023551,0.948569,,0.0023551,1.03025
0.0023553,0.897986,,0.0023553,0.745917,,0.0023553,0.832206,,0.0023553,0.948469,,0.0023553,1.03018
0.0023557,0.898094,,0.0023557,0.745841,,0.0023557,0.832004,,0.0023557,0.94827,,0.0023557,1.03003
0.0023565,0.898304,,0.0023565,0.74569,,0.0023565,0.831601,,0.0023565,0.947871,,0.0023565,1.02973
0.0023575,0.898554,,0.0023575,0.745504,,0.0023575,0.831097,,0.0023575,0.947372,,0.0023575,1.02936
0.0023585,0.898791,,0.0023585,0.745322,,0.0023585,0.830595,,0.0023585,0.946874,,0.0023585,1.02899
0.0023595,0.899014,,0.0023595,0.745142,,0.0023595,0.830094,,0.0023595,0.946375,,0.0023595,1.02861
0.00236,0.899121,,0.00236,0.745053,,0.00236,0.829843,,0.00236,0.946126,,0.00236,1.02842
0.0023601,0.899142,,0.0023601,0.745036,,0.0023601,0.829793,,0.0023601,0.946076,,0.0023601,1.02839
0.0023603,0.899184,,0.0023603,0.745001,,0.0023603,0.829693,,0.0023603,0.945977,,0.0023603,1.02831
0.0023607,0.899265,,0.0023607,0.744931,,0.0023607,0.829494,,0.0023607,0.945777,,0.0023607,1.02816
0.0023615,0.899423,,0.0023615,0.744792,,0.0023615,0.829094,,0.0023615,0.945379,,0.0023615,1.02786
0.0023625,0.899609,,0.0023625,0.744621,,0.0023625,0.828596,,0.0023625,0.94488,,0.0023625,1.02749
0.0023635,0.899782,,0.0023635,0.744453,,0.0023635,0.828098,,0.0023635,0.944382,,0.0023635,1.02711
0.0023645,0.899944,,0.0023645,0.744289,,0.0023645,0.827602,,0.0023645,0.943884,,0.0023645,1.02674
0.002365,0.90002,,0.002365,0.744207,,0.002365,0.827354,,0.002365,0.943635,,0.002365,1.02655
0.0023651,0.900035,,0.0023651,0.744191,,0.0023651,0.827305,,0.0023651,0.943585,,0.0023651,1.02651
0.0023653,0.900065,,0.0023653,0.744159,,0.0023653,0.827206,,0.0023653,0.943485,,0.0023653,1.02644
0.0023657,0.900122,,0.0023657,0.744095,,0.0023657,0.827008,,0.0023657,0.943286,,0.0023657,1.02629
0.0023665,0.900232,,0.0023665,0.743968,,0.0023665,0.826612,,0.0023665,0.942887,,0.0023665,1.02598
0.0023675,0.900359,,0.0023675,0.743812,,0.0023675,0.826119,,0.0023675,0.942389,,0.0023675,1.02561
0.0023685,0.900475,,0.0023685,0.743659,,0.0023685,0.825627,,0.0023685,0.941891,,0.0023685,1.02523
0.0023695,0.90058,,0.0023695,0.743508,,0.0023695,0.825135,,0.0023695,0.941393,,0.0023695,1.02485
0.00237,0.900628,,0.00237,0.743434,,0.00237,0.82489,,0.00237,0.941144,,0.00237,1.02466
0.0023701,0.900638,,0.0023701,0.74342,,0.0023701,0.824841,,0.0023701,0.941094,,0.0023701,1.02463
0.0023703,0.900656,,0.0023703,0.74339,,0.0023703,0.824743,,0.0023703,0.940994,,0.0023703,1.02455
0.0023707,0.900689,,0.0023707,0.743332,,0.0023707,0.824547,,0.0023707,0.940795,,0.0023707,1.0244
0.0023715,0.900744,,0.0023715,0.743217,,0.0023715,0.824155,,0.0023715,0.940397,,0.0023715,1.0241
0.0023725,0.900793,,0.0023725,0.743075,,0.0023725,0.823667,,0.0023725,0.939899,,0.0023725,1.02372
0.0023735,0.90082,,0.0023735,0.742936,,0.0023735,0.823179,,0.0023735,0.939401,,0.0023735,1.02334
0.0023745,0.900826,,0.0023745,0.7428,,0.0023745,0.822692,,0.0023745,0.938902,,0.0023745,1.02296
0.002375,0.900821,,0.002375,0.742734,,0.002375,0.822449,,0.002375,0.938653,,0.002375,1.02277
0.0023751,0.900819,,0.0023751,0.74272,,0.0023751,0.822401,,0.0023751,0.938604,,0.0023751,1.02273
0.0023753,0.900815,,0.0023753,0.742694,,0.0023753,0.822304,,0.0023753,0.938504,,0.0023753,1.02266
0.0023757,0.900804,,0.0023757,0.742641,,0.0023757,0.82211,,0.0023757,0.938305,,0.0023757,1.02251
0.0023765,0.900774,,0.0023765,0.742537,,0.0023765,0.821722,,0.0023765,0.937906,,0.0023765,1.0222
0.0023775,0.900717,,0.0023775,0.742409,,0.0023775,0.821238,,0.0023775,0.937408,,0.0023775,1.02182
0.0023785,0.900641,,0.0023785,0.742284,,0.0023785,0.820755,,0.0023785,0.93691,,0.0023785,1.02144
0.0023795,0.900545,,0.0023795,0.742162,,0.0023795,0.820273,,0.0023795,0.936412,,0.0023795,1.02106
0.00238,0.900489,,0.00238,0.742102,,0.00238,0.820033,,0.00238,0.936163,,0.00238,1.02087
0.0023801,0.900478,,0.0023801,0.74209,,0.0023801,0.819985,,0.0023801,0.936113,,0.0023801,1.02083
0.0023803,0.900454,,0.0023803,0.742067,,0.0023803,0.819889,,0.0023803,0.936014,,0.0023803,1.02075
0.0023807,0.900404,,0.0023807,0.742019,,0.0023807,0.819696,,0.0023807,0.935815,,0.0023807,1.0206
0.0023815,0.900296,,0.0023815,0.741926,,0.0023815,0.819312,,0.0023815,0.935416,,0.0023815,1.0203
0.0023825,0.900144,,0.0023825,0.741812,,0.0023825,0.818833,,0.0023825,0.934918,,0.0023825,1.01991
0.0023835,0.899974,,0.0023835,0.7417,,0.0023835,0.818355,,0.0023835,0.93442,,0.0023835,1.01953
0.0023845,0.899786,,0.0023845,0.741591,,0.0023845,0.817877,,0.0023845,0.933922,,0.0023845,1.01915
0.002385,0.899686,,0.002385,0.741538,,0.002385,0.817639,,0.002385,0.933673,,0.002385,1.01896
0.0023851,0.899665,,0.0023851,0.741527,,0.0023851,0.817591,,0.0023851,0.933623,,0.0023851,1.01892
0.0023853,0.899623,,0.0023853,0.741506,,0.0023853,0.817496,,0.0023853,0.933523,,0.0023853,1.01884
0.0023857,0.899538,,0.0023857,0.741464,,0.0023857,0.817306,,0.0023857,0.933324,,0.0023857,1.01869
0.0023865,0.899359,,0.0023865,0.741381,,0.0023865,0.816925,,0.0023865,0.932925,,0.0023865,1.01838
0.0023875,0.899121,,0.0023875,0.74128,,0.0023875,0.81645,,0.0023875,0.932427,,0.0023875,1.01799
0.0023885,0.898867,,0.0023885,0.741181,,0.0023885,0.815976,,0.0023885,0.931929,,0.0023885,1.01761
0.0023895,0.898597,,0.0023895,0.741085,,0.0023895,0.815503,,0.0023895,0.93143,,0.0023895,1.01722
0.00239,0.898456,,0.00239,0.741038,,0.00239,0.815267,,0.00239,0.931181,,0.00239,1.01703
0.0023901,0.898427,,0.0023901,0.741029,,0.0023901,0.81522,,0.0023901,0.931131,,0.0023901,1.01699
0.0023903,0.898369,,0.0023903,0.74101,,0.0023903,0.815125,,0.0023903,0.931032,,0.0023903,1.01692
0.0023907,0.898252,,0.0023907,0.740973,,0.0023907,0.814937,,0.0023907,0.930832,,0.0023907,1.01676
0.0023915,0.89801,,0.0023915,0.7409,,0.0023915,0.81456,,0.0023915,0.930434,,0.0023915,1.01645
0.0023925,0.897694,,0.0023925,0.740811,,0.0023925,0.814089,,0.0023925,0.929935,,0.0023925,1.01607
0.0023935,0.897364,,0.0023935,0.740725,,0.0023935,0.813619,,0.0023935,0.929436,,0.0023935,1.01568
0.0023945,0.897019,,0.0023945,0.740641,,0.0023945,0.81315,,0.0023945,0.928938,,0.0023945,1.01529
0.002395,0.896841,,0.002395,0.7406,,0.002395,0.812916,,0.002395,0.928688,,0.002395,1.0151
0.0023951,0.896805,,0.0023951,0.740592,,0.0023951,0.812869,,0.0023951,0.928639,,0.0023951,1.01506
0.0023953,0.896733,,0.0023953,0.740575,,0.0023953,0.812776,,0.0023953,0.928539,,0.0023953,1.01498
0.0023957,0.896587,,0.0023957,0.740543,,0.0023957,0.812589,,0.0023957,0.928339,,0.0023957,1.01483
0.0023965,0.896288,,0.0023965,0.74048,,0.0023965,0.812215,,0.0023965,0.92794,,0.0023965,1.01452
0.0023975,0.895902,,0.0023975,0.740403,,0.0023975,0.811749,,0.0023975,0.927441,,0.0023975,1.01413
0.0023985,0.895504,,0.0023985,0.740328,,0.0023985,0.811283,,0.0023985,0.926942,,0.0023985,1.01374
0.0023995,0.895092,,0.0023995,0.740256,,0.0023995,0.810818,,0.0023995,0.926443,,0.0023995,1.01335
0.0024,0.894882,,0.0024,0.740221,,0.0024,0.810586,,0.0024,0.926194,,0.0024,1.01315
0.0024001,0.894839,,0.0024001,0.740214,,0.0024001,0.810539,,0.0024001,0.926144,,0.0024001,1.01311
0.0024003,0.894755,,0.0024003,0.7402,,0.0024003,0.810447,,0.0024003,0.926044,,0.0024003,1.01304
0.0024007,0.894586,,0.0024007,0.740172,,0.0024007,0.810261,,0.0024007,0.925844,,0.0024007,1.01288
0.0024015,0.894249,,0.0024015,0.740118,,0.0024015,0.809891,,0.0024015,0.925445,,0.0024015,1.01257
0.0024025,0.893831,,0.0024025,0.740053,,0.0024025,0.809428,,0.0024025,0.924946,,0.0024025,1.01218
0.0024035,0.893417,,0.0024035,0.739989,,0.0024035,0.808966,,0.0024035,0.924446,,0.0024035,1.01179
0.0024045,0.893005,,0.0024045,0.739928,,0.0024045,0.808505,,0.0024045,0.923947,,0.0024045,1.01139
0.002405,0.8928,,0.002405,0.739898,,0.002405,0.808275,,0.002405,0.923697,,0.002405,1.0112
