"X--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]","Y--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]",,"X--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]","Y--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]",,"X--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]","Y--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]",,"X--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]","Y--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]",,"X--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]","Y--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]"
0.0004575,0.891363,,0.0004575,0.835722,,0.0004575,0.801256,,0.0004575,0.787939,,0.0004575,0.780904
0.0004585,0.891011,,0.0004585,0.836166,,0.0004585,0.801526,,0.0004585,0.788131,,0.0004585,0.781052
0.0004595,0.890644,,0.0004595,0.836611,,0.0004595,0.801797,,0.0004595,0.788323,,0.0004595,0.781202
0.00046,0.890455,,0.00046,0.836833,,0.00046,0.801932,,0.00046,0.78842,,0.00046,0.781276
0.0004601,0.890417,,0.0004601,0.836878,,0.0004601,0.80196,,0.0004601,0.788439,,0.0004601,0.781291
0.0004603,0.890341,,0.0004603,0.836967,,0.0004603,0.802014,,0.0004603,0.788478,,0.0004603,0.781321
0.0004607,0.890187,,0.0004607,0.837145,,0.0004607,0.802122,,0.0004607,0.788555,,0.0004607,0.781381
0.0004615,0.889878,,0.0004615,0.8375,,0.0004615,0.80234,,0.0004615,0.788709,,0.0004615,0.781501
0.0004625,0.889487,,0.0004625,0.837945,,0.0004625,0.802611,,0.0004625,0.788903,,0.0004625,0.781651
0.0004635,0.88909,,0.0004635,0.83839,,0.0004635,0.802884,,0.0004635,0.789097,,0.0004635,0.781801
0.0004645,0.888688,,0.0004645,0.838835,,0.0004645,0.803156,,0.0004645,0.789291,,0.0004645,0.781952
0.000465,0.888485,,0.000465,0.839057,,0.000465,0.803293,,0.000465,0.789388,,0.000465,0.782027
0.0004651,0.888444,,0.0004651,0.839102,,0.0004651,0.80332,,0.0004651,0.789408,,0.0004651,0.782042
0.0004653,0.888362,,0.0004653,0.839191,,0.0004653,0.803374,,0.0004653,0.789447,,0.0004653,0.782072
0.0004657,0.888199,,0.0004657,0.839368,,0.0004657,0.803484,,0.0004657,0.789525,,0.0004657,0.782133
0.0004665,0.887868,,0.0004665,0.839724,,0.0004665,0.803702,,0.0004665,0.789681,,0.0004665,0.782254
0.0004675,0.887451,,0.0004675,0.840169,,0.0004675,0.803976,,0.0004675,0.789876,,0.0004675,0.782405
0.0004685,0.887029,,0.0004685,0.840613,,0.0004685,0.80425,,0.0004685,0.790072,,0.0004685,0.782557
0.0004695,0.886603,,0.0004695,0.841058,,0.0004695,0.804524,,0.0004695,0.790267,,0.0004695,0.782709
0.00047,0.886388,,0.00047,0.84128,,0.00047,0.804661,,0.00047,0.790366,,0.00047,0.782785
0.0004701,0.886345,,0.0004701,0.841324,,0.0004701,0.804689,,0.0004701,0.790385,,0.0004701,0.782801
0.0004703,0.886258,,0.0004703,0.841413,,0.0004703,0.804744,,0.0004703,0.790424,,0.0004703,0.782831
0.0004707,0.886085,,0.0004707,0.841591,,0.0004707,0.804854,,0.0004707,0.790503,,0.0004707,0.782892
0.0004715,0.885736,,0.0004715,0.841946,,0.0004715,0.805074,,0.0004715,0.79066,,0.0004715,0.783014
0.0004725,0.885296,,0.0004725,0.84239,,0.0004725,0.805349,,0.0004725,0.790857,,0.0004725,0.783167
0.0004735,0.884852,,0.0004735,0.842834,,0.0004735,0.805624,,0.0004735,0.791054,,0.0004735,0.78332
0.0004745,0.884403,,0.0004745,0.843277,,0.0004745,0.8059,,0.0004745,0.791252,,0.0004745,0.783474
0.000475,0.884177,,0.000475,0.843499,,0.000475,0.806038,,0.000475,0.791351,,0.000475,0.78355
0.0004751,0.884132,,0.0004751,0.843544,,0.0004751,0.806066,,0.0004751,0.79137,,0.0004751,0.783566
0.0004753,0.884041,,0.0004753,0.843632,,0.0004753,0.806121,,0.0004753,0.79141,,0.0004753,0.783597
0.0004757,0.883859,,0.0004757,0.843809,,0.0004757,0.806232,,0.0004757,0.791489,,0.0004757,0.783658
0.0004765,0.883494,,0.0004765,0.844164,,0.0004765,0.806453,,0.0004765,0.791647,,0.0004765,0.783781
0.0004775,0.883033,,0.0004775,0.844607,,0.0004775,0.806729,,0.0004775,0.791846,,0.0004775,0.783935
0.0004785,0.882569,,0.0004785,0.845049,,0.0004785,0.807006,,0.0004785,0.792044,,0.0004785,0.78409
0.0004795,0.8821,,0.0004795,0.845492,,0.0004795,0.807283,,0.0004795,0.792243,,0.0004795,0.784245
0.00048,0.881865,,0.00048,0.845713,,0.00048,0.807422,,0.00048,0.792343,,0.00048,0.784322
0.0004801,0.881818,,0.0004801,0.845757,,0.0004801,0.80745,,0.0004801,0.792363,,0.0004801,0.784337
0.0004803,0.881725,,0.0004803,0.845845,,0.0004803,0.807505,,0.0004803,0.792403,,0.0004803,0.784368
0.0004807,0.881541,,0.0004807,0.846022,,0.0004807,0.807616,,0.0004807,0.792482,,0.0004807,0.78443
0.0004815,0.881186,,0.0004815,0.846375,,0.0004815,0.807838,,0.0004815,0.792642,,0.0004815,0.784555
0.0004825,0.880766,,0.0004825,0.846817,,0.0004825,0.808116,,0.0004825,0.792841,,0.0004825,0.78471
0.0004835,0.880371,,0.0004835,0.847258,,0.0004835,0.808394,,0.0004835,0.793041,,0.0004835,0.784866
0.0004845,0.88,,0.0004845,0.847699,,0.0004845,0.808672,,0.0004845,0.793241,,0.0004845,0.785022
0.000485,0.879824,,0.000485,0.847919,,0.000485,0.808812,,0.000485,0.793342,,0.000485,0.7851
0.0004851,0.87979,,0.0004851,0.847963,,0.0004851,0.808839,,0.0004851,0.793362,,0.0004851,0.785115
0.0004853,0.879721,,0.0004853,0.848051,,0.0004853,0.808895,,0.0004853,0.793402,,0.0004853,0.785147
0.0004857,0.879588,,0.0004857,0.848227,,0.0004857,0.809007,,0.0004857,0.793482,,0.0004857,0.785209
0.0004865,0.879332,,0.0004865,0.848579,,0.0004865,0.80923,,0.0004865,0.793643,,0.0004865,0.785334
0.0004875,0.879033,,0.0004875,0.849019,,0.0004875,0.809509,,0.0004875,0.793844,,0.0004875,0.785491
0.0004885,0.878758,,0.0004885,0.849459,,0.0004885,0.809788,,0.0004885,0.794045,,0.0004885,0.785648
0.0004895,0.878506,,0.0004895,0.849898,,0.0004895,0.810068,,0.0004895,0.794247,,0.0004895,0.785805
0.00049,0.878388,,0.00049,0.850118,,0.00049,0.810208,,0.00049,0.794348,,0.00049,0.785884
0.0004901,0.878365,,0.0004901,0.850162,,0.0004901,0.810236,,0.0004901,0.794368,,0.0004901,0.7859
0.0004903,0.87832,,0.0004903,0.85025,,0.0004903,0.810292,,0.0004903,0.794408,,0.0004903,0.785931
0.0004907,0.878233,,0.0004907,0.850425,,0.0004907,0.810404,,0.0004907,0.794489,,0.0004907,0.785994
0.0004915,0.878069,,0.0004915,0.850777,,0.0004915,0.810628,,0.0004915,0.794651,,0.0004915,0.786121
0.0004925,0.877883,,0.0004925,0.851215,,0.0004925,0.810909,,0.0004925,0.794854,,0.0004925,0.786279
0.0004935,0.877719,,0.0004935,0.851654,,0.0004935,0.81119,,0.0004935,0.795057,,0.0004935,0.786437
0.0004945,0.877576,,0.0004945,0.852093,,0.0004945,0.811471,,0.0004945,0.79526,,0.0004945,0.786596
0.000495,0.877512,,0.000495,0.852312,,0.000495,0.811611,,0.000495,0.795362,,0.000495,0.786675
0.0004951,0.8775,,0.0004951,0.852356,,0.0004951,0.81164,,0.0004951,0.795382,,0.0004951,0.786691
0.0004953,0.877477,,0.0004953,0.852443,,0.0004953,0.811696,,0.0004953,0.795423,,0.0004953,0.786723
0.0004957,0.877432,,0.0004957,0.852618,,0.0004957,0.811809,,0.0004957,0.795504,,0.0004957,0.786786
0.0004965,0.877353,,0.0004965,0.852969,,0.0004965,0.812034,,0.0004965,0.795667,,0.0004965,0.786914
0.0004975,0.877271,,0.0004975,0.853407,,0.0004975,0.812316,,0.0004975,0.795871,,0.0004975,0.787073
0.0004985,0.87721,,0.0004985,0.853845,,0.0004985,0.812599,,0.0004985,0.796076,,0.0004985,0.787233
0.0004995,0.877168,,0.0004995,0.854282,,0.0004995,0.812882,,0.0004995,0.796281,,0.0004995,0.787393
0.0005,0.877155,,0.0005,0.854501,,0.0005,0.813023,,0.0005,0.796384,,0.0005,0.787473
0.0005001,0.877153,,0.0005001,0.854545,,0.0005001,0.813051,,0.0005001,0.796404,,0.0005001,0.78749
0.0005003,0.877151,,0.0005003,0.854633,,0.0005003,0.813108,,0.0005003,0.796445,,0.0005003,0.787522
0.0005007,0.877152,,0.0005007,0.854808,,0.0005007,0.813221,,0.0005007,0.796527,,0.0005007,0.787586
0.0005015,0.87718,,0.0005015,0.855158,,0.0005015,0.813448,,0.0005015,0.796692,,0.0005015,0.787715
0.0005025,0.877259,,0.0005025,0.855595,,0.0005025,0.813732,,0.0005025,0.796898,,0.0005025,0.787876
0.0005035,0.877389,,0.0005035,0.856032,,0.0005035,0.814017,,0.0005035,0.797104,,0.0005035,0.788037
0.0005045,0.877569,,0.0005045,0.85647,,0.0005045,0.814302,,0.0005045,0.797311,,0.0005045,0.788199
0.000505,0.877677,,0.000505,0.856689,,0.000505,0.814444,,0.000505,0.797415,,0.000505,0.78828
0.0005051,0.877701,,0.0005051,0.856732,,0.0005051,0.814473,,0.0005051,0.797435,,0.0005051,0.788296
0.0005053,0.877749,,0.0005053,0.85682,,0.0005053,0.81453,,0.0005053,0.797477,,0.0005053,0.788329
0.0005057,0.87785,,0.0005057,0.856995,,0.0005057,0.814644,,0.0005057,0.79756,,0.0005057,0.788394
0.0005065,0.878076,,0.0005065,0.857345,,0.0005065,0.814873,,0.0005065,0.797726,,0.0005065,0.788524
0.0005075,0.878402,,0.0005075,0.857783,,0.0005075,0.815159,,0.0005075,0.797934,,0.0005075,0.788687
0.0005085,0.878776,,0.0005085,0.858221,,0.0005085,0.815446,,0.0005085,0.798143,,0.0005085,0.78885
0.0005095,0.879197,,0.0005095,0.858659,,0.0005095,0.815733,,0.0005095,0.798352,,0.0005095,0.789014
0.00051,0.879425,,0.00051,0.858878,,0.00051,0.815877,,0.00051,0.798457,,0.00051,0.789096
0.0005101,0.879472,,0.0005101,0.858922,,0.0005101,0.815906,,0.0005101,0.798477,,0.0005101,0.789112
0.0005103,0.879568,,0.0005103,0.85901,,0.0005103,0.815963,,0.0005103,0.798519,,0.0005103,0.789145
0.0005107,0.879764,,0.0005107,0.859185,,0.0005107,0.816079,,0.0005107,0.798603,,0.0005107,0.789211
0.0005115,0.880179,,0.0005115,0.859537,,0.0005115,0.816309,,0.0005115,0.798771,,0.0005115,0.789342
0.0005125,0.88074,,0.0005125,0.859976,,0.0005125,0.816598,,0.0005125,0.798982,,0.0005125,0.789507
0.0005135,0.881346,,0.0005135,0.860416,,0.0005135,0.816888,,0.0005135,0.799193,,0.0005135,0.789673
0.0005145,0.881997,,0.0005145,0.860856,,0.0005145,0.817179,,0.0005145,0.799405,,0.0005145,0.789839
0.000515,0.88234,,0.000515,0.861076,,0.000515,0.817324,,0.000515,0.799511,,0.000515,0.789922
0.0005151,0.88241,,0.0005151,0.86112,,0.0005151,0.817353,,0.0005151,0.799532,,0.0005151,0.789939
0.0005153,0.882551,,0.0005153,0.861208,,0.0005153,0.817412,,0.0005153,0.799575,,0.0005153,0.789972
0.0005157,0.882838,,0.0005157,0.861385,,0.0005157,0.817528,,0.0005157,0.79966,,0.0005157,0.790039
0.0005165,0.883434,,0.0005165,0.861738,,0.0005165,0.817762,,0.0005165,0.79983,,0.0005165,0.790172
0.0005175,0.884219,,0.0005175,0.86218,,0.0005175,0.818054,,0.0005175,0.800044,,0.0005175,0.79034
0.0005185,0.885047,,0.0005185,0.862622,,0.0005185,0.818348,,0.0005185,0.800258,,0.0005185,0.790508
0.0005195,0.885919,,0.0005195,0.863066,,0.0005195,0.818642,,0.0005195,0.800473,,0.0005195,0.790677
0.00052,0.886371,,0.00052,0.863287,,0.00052,0.818789,,0.00052,0.80058,,0.00052,0.790761
0.0005201,0.886462,,0.0005201,0.863332,,0.0005201,0.818819,,0.0005201,0.800602,,0.0005201,0.790778
0.0005203,0.886644,,0.0005203,0.863421,,0.0005203,0.818878,,0.0005203,0.800645,,0.0005203,0.790812
0.0005207,0.887006,,0.0005207,0.863598,,0.0005207,0.818996,,0.0005207,0.800731,,0.0005207,0.79088
0.0005215,0.887721,,0.0005215,0.863954,,0.0005215,0.819232,,0.0005215,0.800904,,0.0005215,0.791015
0.0005225,0.888597,,0.0005225,0.8644,,0.0005225,0.819529,,0.0005225,0.801121,,0.0005225,0.791186
0.0005235,0.889454,,0.0005235,0.864846,,0.0005235,0.819826,,0.0005235,0.801339,,0.0005235,0.791356
0.0005245,0.890293,,0.0005245,0.865293,,0.0005245,0.820125,,0.0005245,0.801557,,0.0005245,0.791528
0.000525,0.890705,,0.000525,0.865517,,0.000525,0.820274,,0.000525,0.801666,,0.000525,0.791613
0.0005251,0.890787,,0.0005251,0.865562,,0.0005251,0.820304,,0.0005251,0.801688,,0.0005251,0.791631
0.0005253,0.89095,,0.0005253,0.865651,,0.0005253,0.820364,,0.0005253,0.801732,,0.0005253,0.791665
0.0005257,0.891275,,0.0005257,0.865831,,0.0005257,0.820483,,0.0005257,0.80182,,0.0005257,0.791734
0.0005265,0.891915,,0.0005265,0.86619,,0.0005265,0.820723,,0.0005265,0.801995,,0.0005265,0.791872
0.0005275,0.892699,,0.0005275,0.866639,,0.0005275,0.821024,,0.0005275,0.802215,,0.0005275,0.792045
0.0005285,0.893467,,0.0005285,0.867089,,0.0005285,0.821325,,0.0005285,0.802436,,0.0005285,0.792218
0.0005295,0.894217,,0.0005295,0.867539,,0.0005295,0.821627,,0.0005295,0.802658,,0.0005295,0.792392
0.00053,0.894585,,0.00053,0.867765,,0.00053,0.821779,,0.00053,0.802769,,0.00053,0.79248
0.0005301,0.894659,,0.0005301,0.86781,,0.0005301,0.821809,,0.0005301,0.802791,,0.0005301,0.792497
0.0005303,0.894805,,0.0005303,0.8679,,0.0005303,0.82187,,0.0005303,0.802835,,0.0005303,0.792532
0.0005307,0.895095,,0.0005307,0.868081,,0.0005307,0.821991,,0.0005307,0.802924,,0.0005307,0.792602
0.0005315,0.895667,,0.0005315,0.868442,,0.0005315,0.822234,,0.0005315,0.803103,,0.0005315,0.792742
0.0005325,0.896367,,0.0005325,0.868895,,0.0005325,0.822539,,0.0005325,0.803326,,0.0005325,0.792918
0.0005335,0.897052,,0.0005335,0.869348,,0.0005335,0.822844,,0.0005335,0.80355,,0.0005335,0.793094
0.0005345,0.897721,,0.0005345,0.869802,,0.0005345,0.82315,,0.0005345,0.803775,,0.0005345,0.793271
0.000535,0.89805,,0.000535,0.870029,,0.000535,0.823303,,0.000535,0.803887,,0.000535,0.793359
0.0005351,0.898115,,0.0005351,0.870075,,0.0005351,0.823334,,0.0005351,0.80391,,0.0005351,0.793377
0.0005353,0.898246,,0.0005353,0.870165,,0.0005353,0.823395,,0.0005353,0.803955,,0.0005353,0.793413
0.0005357,0.898504,,0.0005357,0.870347,,0.0005357,0.823518,,0.0005357,0.804045,,0.0005357,0.793484
0.0005365,0.899014,,0.0005365,0.870711,,0.0005365,0.823764,,0.0005365,0.804226,,0.0005365,0.793626
0.0005375,0.899638,,0.0005375,0.871167,,0.0005375,0.824073,,0.0005375,0.804453,,0.0005375,0.793804
0.0005385,0.900247,,0.0005385,0.871623,,0.0005385,0.824382,,0.0005385,0.80468,,0.0005385,0.793983
0.0005395,0.900842,,0.0005395,0.87208,,0.0005395,0.824691,,0.0005395,0.804908,,0.0005395,0.794163
0.00054,0.901134,,0.00054,0.872308,,0.00054,0.824847,,0.00054,0.805022,,0.00054,0.794252
0.0005401,0.901192,,0.0005401,0.872354,,0.0005401,0.824878,,0.0005401,0.805045,,0.0005401,0.79427
0.0005403,0.901306,,0.0005403,0.872446,,0.0005403,0.82494,,0.0005403,0.80509,,0.0005403,0.794306
0.0005407,0.90153,,0.0005407,0.872629,,0.0005407,0.825064,,0.0005407,0.805182,,0.0005407,0.794378
0.0005415,0.901956,,0.0005415,0.872995,,0.0005415,0.825313,,0.0005415,0.805365,,0.0005415,0.794523
0.0005425,0.902448,,0.0005425,0.873453,,0.0005425,0.825625,,0.0005425,0.805595,,0.0005425,0.794704
0.0005435,0.902899,,0.0005435,0.873912,,0.0005435,0.825938,,0.0005435,0.805825,,0.0005435,0.794885
0.0005445,0.903307,,0.0005445,0.874371,,0.0005445,0.826251,,0.0005445,0.806056,,0.0005445,0.795067
0.000545,0.903496,,0.000545,0.874601,,0.000545,0.826408,,0.000545,0.806172,,0.000545,0.795158
0.0005451,0.903532,,0.0005451,0.874647,,0.0005451,0.826439,,0.0005451,0.806195,,0.0005451,0.795177
0.0005453,0.903604,,0.0005453,0.874739,,0.0005453,0.826502,,0.0005453,0.806241,,0.0005453,0.795213
0.0005457,0.903743,,0.0005457,0.874922,,0.0005457,0.826628,,0.0005457,0.806334,,0.0005457,0.795286
0.0005465,0.904001,,0.0005465,0.87529,,0.0005465,0.826879,,0.0005465,0.806519,,0.0005465,0.795432
0.0005475,0.904289,,0.0005475,0.87575,,0.0005475,0.827194,,0.0005475,0.806752,,0.0005475,0.795616
0.0005485,0.904539,,0.0005485,0.876211,,0.0005485,0.82751,,0.0005485,0.806985,,0.0005485,0.7958
0.0005495,0.904751,,0.0005495,0.876671,,0.0005495,0.827826,,0.0005495,0.807218,,0.0005495,0.795984
0.00055,0.904843,,0.00055,0.876901,,0.00055,0.827985,,0.00055,0.807335,,0.00055,0.796076
0.0005501,0.90486,,0.0005501,0.876947,,0.0005501,0.828016,,0.0005501,0.807359,,0.0005501,0.796095
0.0005503,0.904894,,0.0005503,0.87704,,0.0005503,0.82808,,0.0005503,0.807406,,0.0005503,0.796131
0.0005507,0.904957,,0.0005507,0.877224,,0.0005507,0.828207,,0.0005507,0.807499,,0.0005507,0.796205
0.0005515,0.905065,,0.0005515,0.877592,,0.0005515,0.828461,,0.0005515,0.807687,,0.0005515,0.796354
0.0005525,0.905169,,0.0005525,0.878053,,0.0005525,0.828778,,0.0005525,0.807922,,0.0005525,0.796539
0.0005535,0.905238,,0.0005535,0.878514,,0.0005535,0.829097,,0.0005535,0.808157,,0.0005535,0.796725
0.0005545,0.905273,,0.0005545,0.878975,,0.0005545,0.829416,,0.0005545,0.808393,,0.0005545,0.796911
0.000555,0.905279,,0.000555,0.879205,,0.000555,0.829575,,0.000555,0.808512,,0.000555,0.797005
0.0005551,0.905279,,0.0005551,0.879252,,0.0005551,0.829607,,0.0005551,0.808535,,0.0005551,0.797023
0.0005553,0.905278,,0.0005553,0.879344,,0.0005553,0.829671,,0.0005553,0.808582,,0.0005553,0.797061
0.0005557,0.905272,,0.0005557,0.879528,,0.0005557,0.829799,,0.0005557,0.808677,,0.0005557,0.797135
0.0005565,0.905246,,0.0005565,0.879897,,0.0005565,0.830055,,0.0005565,0.808867,,0.0005565,0.797285
0.0005575,0.905184,,0.0005575,0.880357,,0.0005575,0.830375,,0.0005575,0.809104,,0.0005575,0.797473
0.0005585,0.905091,,0.0005585,0.880818,,0.0005585,0.830695,,0.0005585,0.809341,,0.0005585,0.79766
0.0005595,0.904968,,0.0005595,0.881278,,0.0005595,0.831016,,0.0005595,0.80958,,0.0005595,0.797849
0.00056,0.904895,,0.00056,0.881508,,0.00056,0.831177,,0.00056,0.809699,,0.00056,0.797943
0.0005601,0.90488,,0.0005601,0.881554,,0.0005601,0.831209,,0.0005601,0.809723,,0.0005601,0.797962
0.0005603,0.90485,,0.0005603,0.881646,,0.0005603,0.831273,,0.0005603,0.80977,,0.0005603,0.797999
0.0005607,0.904792,,0.0005607,0.88183,,0.0005607,0.831402,,0.0005607,0.809866,,0.0005607,0.798075
0.0005615,0.904685,,0.0005615,0.882198,,0.0005615,0.831659,,0.0005615,0.810057,,0.0005615,0.798226
0.0005625,0.904565,,0.0005625,0.882657,,0.0005625,0.831981,,0.0005625,0.810296,,0.0005625,0.798415
0.0005635,0.904461,,0.0005635,0.883117,,0.0005635,0.832303,,0.0005635,0.810535,,0.0005635,0.798605
0.0005645,0.904373,,0.0005645,0.883576,,0.0005645,0.832626,,0.0005645,0.810775,,0.0005645,0.798795
0.000565,0.904334,,0.000565,0.883805,,0.000565,0.832787,,0.000565,0.810896,,0.000565,0.79889
0.0005651,0.904327,,0.0005651,0.883851,,0.0005651,0.83282,,0.0005651,0.81092,,0.0005651,0.798909
0.0005653,0.904313,,0.0005653,0.883943,,0.0005653,0.832884,,0.0005653,0.810968,,0.0005653,0.798947
0.0005657,0.904287,,0.0005657,0.884126,,0.0005657,0.833014,,0.0005657,0.811064,,0.0005657,0.799023
0.0005665,0.904243,,0.0005665,0.884493,,0.0005665,0.833272,,0.0005665,0.811256,,0.0005665,0.799176
0.0005675,0.9042,,0.0005675,0.884952,,0.0005675,0.833596,,0.0005675,0.811498,,0.0005675,0.799367
0.0005685,0.904173,,0.0005685,0.88541,,0.0005685,0.83392,,0.0005685,0.811739,,0.0005685,0.799558
0.0005695,0.90416,,0.0005695,0.885868,,0.0005695,0.834245,,0.0005695,0.811981,,0.0005695,0.79975
0.00057,0.904159,,0.00057,0.886097,,0.00057,0.834407,,0.00057,0.812102,,0.00057,0.799846
0.0005701,0.904159,,0.0005701,0.886143,,0.0005701,0.83444,,0.0005701,0.812126,,0.0005701,0.799865
0.0005703,0.90416,,0.0005703,0.886234,,0.0005703,0.834505,,0.0005703,0.812175,,0.0005703,0.799903
0.0005707,0.904163,,0.0005707,0.886417,,0.0005707,0.834635,,0.0005707,0.812272,,0.0005707,0.79998
0.0005715,0.904176,,0.0005715,0.886783,,0.0005715,0.834895,,0.0005715,0.812466,,0.0005715,0.800134
0.0005725,0.904206,,0.0005725,0.887241,,0.0005725,0.835221,,0.0005725,0.812709,,0.0005725,0.800327
0.0005735,0.904249,,0.0005735,0.887698,,0.0005735,0.835547,,0.0005735,0.812953,,0.0005735,0.80052
0.0005745,0.904305,,0.0005745,0.888155,,0.0005745,0.835874,,0.0005745,0.813197,,0.0005745,0.800714
0.000575,0.904339,,0.000575,0.888384,,0.000575,0.836037,,0.000575,0.813319,,0.000575,0.800811
0.0005751,0.904346,,0.0005751,0.888429,,0.0005751,0.83607,,0.0005751,0.813343,,0.0005751,0.80083
0.0005753,0.90436,,0.0005753,0.888521,,0.0005753,0.836135,,0.0005753,0.813392,,0.0005753,0.800869
0.0005757,0.904391,,0.0005757,0.888703,,0.0005757,0.836266,,0.0005757,0.81349,,0.0005757,0.800947
0.0005765,0.904458,,0.0005765,0.889069,,0.0005765,0.836528,,0.0005765,0.813686,,0.0005765,0.801102
0.0005775,0.904554,,0.0005775,0.889525,,0.0005775,0.836856,,0.0005775,0.813931,,0.0005775,0.801297
0.0005785,0.904662,,0.0005785,0.889982,,0.0005785,0.837184,,0.0005785,0.814177,,0.0005785,0.801492
0.0005795,0.904783,,0.0005795,0.890438,,0.0005795,0.837513,,0.0005795,0.814423,,0.0005795,0.801687
0.00058,0.904848,,0.00058,0.890666,,0.00058,0.837677,,0.00058,0.814546,,0.00058,0.801785
0.0005801,0.904861,,0.0005801,0.890712,,0.0005801,0.83771,,0.0005801,0.814571,,0.0005801,0.801805
0.0005803,0.904888,,0.0005803,0.890803,,0.0005803,0.837776,,0.0005803,0.81462,,0.0005803,0.801844
0.0005807,0.904943,,0.0005807,0.890986,,0.0005807,0.837907,,0.0005807,0.814719,,0.0005807,0.801922
0.0005815,0.905057,,0.0005815,0.891351,,0.0005815,0.838171,,0.0005815,0.814917,,0.0005815,0.80208
0.0005825,0.905207,,0.0005825,0.891806,,0.0005825,0.838501,,0.0005825,0.815164,,0.0005825,0.802276
0.0005835,0.905366,,0.0005835,0.892262,,0.0005835,0.838831,,0.0005835,0.815412,,0.0005835,0.802473
0.0005845,0.905532,,0.0005845,0.892718,,0.0005845,0.839162,,0.0005845,0.81566,,0.0005845,0.802671
0.000585,0.905618,,0.000585,0.892946,,0.000585,0.839328,,0.000585,0.815785,,0.000585,0.80277
0.0005851,0.905636,,0.0005851,0.892991,,0.0005851,0.839361,,0.0005851,0.81581,,0.0005851,0.802789
0.0005853,0.905671,,0.0005853,0.893082,,0.0005853,0.839427,,0.0005853,0.815859,,0.0005853,0.802829
0.0005857,0.905743,,0.0005857,0.893265,,0.0005857,0.83956,,0.0005857,0.815959,,0.0005857,0.802908
0.0005865,0.905889,,0.0005865,0.893629,,0.0005865,0.839825,,0.0005865,0.816158,,0.0005865,0.803067
0.0005875,0.906079,,0.0005875,0.894084,,0.0005875,0.840157,,0.0005875,0.816408,,0.0005875,0.803266
0.0005885,0.906277,,0.0005885,0.89454,,0.0005885,0.84049,,0.0005885,0.816658,,0.0005885,0.803465
0.0005895,0.906483,,0.0005895,0.894995,,0.0005895,0.840822,,0.0005895,0.816909,,0.0005895,0.803664
0.00059,0.906588,,0.00059,0.895222,,0.00059,0.840989,,0.00059,0.817034,,0.00059,0.803764
0.0005901,0.906609,,0.0005901,0.895268,,0.0005901,0.841022,,0.0005901,0.817059,,0.0005901,0.803784
0.0005903,0.906652,,0.0005903,0.895359,,0.0005903,0.841089,,0.0005903,0.81711,,0.0005903,0.803824
0.0005907,0.906739,,0.0005907,0.895541,,0.0005907,0.841223,,0.0005907,0.81721,,0.0005907,0.803904
0.0005915,0.906915,,0.0005915,0.895905,,0.0005915,0.84149,,0.0005915,0.817411,,0.0005915,0.804064
0.0005925,0.907143,,0.0005925,0.89636,,0.0005925,0.841824,,0.0005925,0.817663,,0.0005925,0.804265
0.0005935,0.907377,,0.0005935,0.896814,,0.0005935,0.842159,,0.0005935,0.817916,,0.0005935,0.804466
0.0005945,0.907618,,0.0005945,0.897269,,0.0005945,0.842494,,0.0005945,0.818169,,0.0005945,0.804668
0.000595,0.907742,,0.000595,0.897496,,0.000595,0.842662,,0.000595,0.818295,,0.000595,0.804769
0.0005951,0.907767,,0.0005951,0.897542,,0.0005951,0.842696,,0.0005951,0.81832,,0.0005951,0.804789
0.0005953,0.907817,,0.0005953,0.897633,,0.0005953,0.842763,,0.0005953,0.818371,,0.0005953,0.804829
0.0005957,0.907917,,0.0005957,0.897815,,0.0005957,0.842897,,0.0005957,0.818473,,0.0005957,0.80491
0.0005965,0.908122,,0.0005965,0.898178,,0.0005965,0.843166,,0.0005965,0.818676,,0.0005965,0.805072
0.0005975,0.908383,,0.0005975,0.898633,,0.0005975,0.843503,,0.0005975,0.81893,,0.0005975,0.805275
0.0005985,0.908652,,0.0005985,0.899087,,0.0005985,0.84384,,0.0005985,0.819185,,0.0005985,0.805478
0.0005995,0.908926,,0.0005995,0.899541,,0.0005995,0.844177,,0.0005995,0.81944,,0.0005995,0.805682
0.0006,0.909066,,0.0006,0.899768,,0.0006,0.844346,,0.0006,0.819568,,0.0006,0.805784
0.0006001,0.909094,,0.0006001,0.899814,,0.0006001,0.84438,,0.0006001,0.819593,,0.0006001,0.805804
0.0006003,0.909149,,0.0006003,0.899905,,0.0006003,0.844448,,0.0006003,0.819644,,0.0006003,0.805845
0.0006007,0.909257,,0.0006007,0.900086,,0.0006007,0.844583,,0.0006007,0.819747,,0.0006007,0.805927
0.0006015,0.909461,,0.0006015,0.900449,,0.0006015,0.844854,,0.0006015,0.819952,,0.0006015,0.80609
