"X--Kurve 1::[-I(R1:2), cc1 capacitance=0 | I(TK1)]","Y--Kurve 1::[-I(R1:2), cc1 capacitance=0 | I(TK1)]",,"X--Kurve 2::[-I(R1:2), cc1 capacitance=0.00016 | I(TK1)]","Y--Kurve 2::[-I(R1:2), cc1 capacitance=0.00016 | I(TK1)]",,"X--Kurve 3::[-I(R1:2), cc1 capacitance=0.00032 | I(TK1)]","Y--Kurve 3::[-I(R1:2), cc1 capacitance=0.00032 | I(TK1)]",,"X--Kurve 4::[-I(R1:2), cc1 capacitance=0.00048 | I(TK1)]","Y--Kurve 4::[-I(R1:2), cc1 capacitance=0.00048 | I(TK1)]",,"X--Kurve 5::[-I(R1:2), cc1 capacitance=0.0005 | I(TK1)]","Y--Kurve 5::[-I(R1:2), cc1 capacitance=0.0005 | I(TK1)]"
0.00206,1.01828,,0.00206,1.0229,,0.00206,1.00612,,0.00206,0.987906,,0.00206,0.985752
0.00206134,1.0108,,0.00206134,1.0221,,0.00206134,1.00628,,0.00206134,0.988432,,0.00206134,0.986305
0.00206403,0.996012,,0.00206403,1.01964,,0.00206403,1.00608,,0.00206403,0.989119,,0.00206403,0.987059
0.0020694,0.967407,,0.0020694,1.01027,,0.0020694,1.00287,,0.0020694,0.988454,,0.0020694,0.986597
0.00208,0.917261,,0.00208,0.980692,,0.00208,0.988084,,0.00208,0.980625,,0.00208,0.979359
0.00208107,0.915534,,0.00208107,0.977217,,0.00208107,0.986097,,0.00208107,0.979425,,0.00208107,0.978229
0.00208322,0.912096,,0.00208322,0.970454,,0.00208322,0.982136,,0.00208322,0.977006,,0.00208322,0.975947
0.00208752,0.905277,,0.00208752,0.957945,,0.00208752,0.974302,,0.00208752,0.97206,,0.00208752,0.971266
0.00209611,0.891868,,0.00209611,0.93611,,0.00209611,0.958967,,0.00209611,0.961793,,0.00209611,0.961489
0.0021,0.886141,,0.0021,0.92738,,0.0021,0.952169,,0.0021,0.957,,0.0021,0.956901
0.00210172,0.883731,,0.00210172,0.923772,,0.00210172,0.949218,,0.00210172,0.954863,,0.00210172,0.95485
0.00210515,0.878869,,0.00210515,0.91675,,0.00210515,0.943362,,0.00210515,0.950573,,0.00210515,0.950727
0.00211203,0.869263,,0.00211203,0.903715,,0.00211203,0.931906,,0.00211203,0.941902,,0.00211203,0.942367
0.00212577,0.850521,,0.00212577,0.880496,,0.00212577,0.909915,,0.00212577,0.924311,,0.00212577,0.925311
0.00213,0.845363,,0.00213,0.873996,,0.00213,0.903403,,0.00213,0.918866,,0.00213,0.920007
0.002132,0.840696,,0.002132,0.870835,,0.002132,0.900278,,0.002132,0.916225,,0.002132,0.917432
0.002136,0.831425,,0.002136,0.864234,,0.002136,0.893879,,0.002136,0.91081,,0.002136,0.912148
0.002144,0.813338,,0.002144,0.849723,,0.002144,0.880308,,0.002144,0.899255,,0.002144,0.900858
0.00215,0.800667,,0.00215,0.838112,,0.00215,0.86962,,0.00215,0.890064,,0.00215,0.891864
0.0021516,0.803632,,0.0021516,0.835444,,0.0021516,0.866964,,0.0021516,0.887714,,0.0021516,0.889557
0.0021548,0.809212,,0.0021548,0.830952,,0.0021548,0.862091,,0.0021548,0.883292,,0.0021548,0.885211
0.0021612,0.820545,,0.0021612,0.826334,,0.0021612,0.854783,,0.0021612,0.876046,,0.0021612,0.878045
0.00217,0.836676,,0.00217,0.827187,,0.00217,0.84937,,0.00217,0.869271,,0.00217,0.871248
0.00217128,0.836621,,0.00217128,0.82778,,0.00217128,0.848956,,0.00217128,0.868556,,0.00217128,0.870519
0.00217384,0.83587,,0.00217384,0.828845,,0.00217384,0.84813,,0.00217384,0.867142,,0.00217384,0.869078
0.00217896,0.834373,,0.00217896,0.830331,,0.00217896,0.846494,,0.00217896,0.8644,,0.00217896,0.866281
0.00218408,0.832882,,0.00218408,0.831111,,0.00218408,0.844875,,0.00218408,0.861764,,0.00218408,0.863592
0.00219,0.831165,,0.00219,0.831356,,0.00219,0.843024,,0.00219,0.858838,,0.00219,0.860604
0.00219102,0.830352,,0.00219102,0.831305,,0.00219102,0.842693,,0.00219102,0.858337,,0.00219102,0.860093
0.00219307,0.828723,,0.00219307,0.831125,,0.00219307,0.842005,,0.00219307,0.857325,,0.00219307,0.859061
0.00219717,0.82548,,0.00219717,0.830345,,0.00219717,0.840486,,0.00219717,0.855236,,0.00219717,0.856938
0.00220536,0.81905,,0.00220536,0.827488,,0.00220536,0.836953,,0.00220536,0.850831,,0.00220536,0.852479
0.00221,0.815507,,0.00221,0.825274,,0.00221,0.834697,,0.00221,0.848216,,0.00221,0.849841
0.00221164,0.81656,,0.00221164,0.824584,,0.00221164,0.83395,,0.00221164,0.847335,,0.00221164,0.848951
0.00221492,0.818643,,0.00221492,0.82348,,0.00221492,0.832604,,0.00221492,0.84568,,0.00221492,0.847274
0.00222147,0.822831,,0.00222147,0.822675,,0.00222147,0.830726,,0.00222147,0.842978,,0.00222147,0.844508
0.00223,0.828355,,0.00223,0.823742,,0.00223,0.829694,,0.00223,0.840566,,0.00223,0.841982
0.00223131,0.826958,,0.00223131,0.823949,,0.00223131,0.829603,,0.00223131,0.840261,,0.00223131,0.841658
0.00223393,0.824103,,0.00223393,0.824152,,0.00223393,0.829332,,0.00223393,0.839601,,0.00223393,0.840964
0.00223918,0.818438,,0.00223918,0.823456,,0.00223918,0.828296,,0.00223918,0.837995,,0.00223918,0.839305
0.00224442,0.812879,,0.00224442,0.821572,,0.00224442,0.826671,,0.00224442,0.836038,,0.00224442,0.837313
0.00225,0.807038,,0.00225,0.818607,,0.00225,0.824392,,0.00225,0.833613,,0.00225,0.834866
0.00225105,0.809715,,0.00225105,0.818144,,0.00225105,0.823999,,0.00225105,0.833183,,0.00225105,0.834431
0.00225315,0.815029,,0.00225315,0.817542,,0.00225315,0.823377,,0.00225315,0.832434,,0.00225315,0.833668
0.00225734,0.825816,,0.00225734,0.818113,,0.00225734,0.823069,,0.00225734,0.831585,,0.00225734,0.832768
0.00226573,0.848038,,0.00226573,0.824896,,0.00226573,0.825815,,0.00226573,0.832314,,0.00226573,0.833315
0.00227,0.860509,,0.00227,0.830813,,0.00227,0.828833,,0.00227,0.833895,,0.00227,0.834765
0.00227168,0.864506,,0.00227168,0.833538,,0.00227168,0.830336,,0.00227168,0.834767,,0.00227168,0.835579
0.00227503,0.872232,,0.00227503,0.839172,,0.00227503,0.833542,,0.00227503,0.836682,,0.00227503,0.837375
0.00228174,0.887997,,0.00228174,0.851427,,0.00228174,0.841076,,0.00228174,0.841495,,0.00228174,0.841933
0.00229,0.908303,,0.00229,0.868061,,0.00229,0.852228,,0.00229,0.849124,,0.00229,0.849219
0.00229134,0.910334,,0.00229134,0.870842,,0.00229134,0.854204,,0.00229134,0.850528,,0.00229134,0.850566
0.00229403,0.913475,,0.00229403,0.876244,,0.00229403,0.858129,,0.00229403,0.853343,,0.00229403,0.853269
0.0022994,0.919805,,0.0022994,0.886218,,0.0022994,0.865827,,0.0022994,0.85902,,0.0022994,0.858735
0.00231,0.932504,,0.00231,0.903604,,0.00231,0.880562,,0.00231,0.870415,,0.00231,0.869759
0.00231107,0.932045,,0.00231107,0.905121,,0.00231107,0.881973,,0.00231107,0.871551,,0.00231107,0.870862
0.00231322,0.930774,,0.00231322,0.907925,,0.00231322,0.884682,,0.00231322,0.873758,,0.00231322,0.873007
0.00231752,0.928241,,0.00231752,0.912297,,0.00231752,0.889464,,0.00231752,0.877795,,0.00231752,0.87694
0.00232611,0.923205,,0.00232611,0.917235,,0.00232611,0.896808,,0.00232611,0.884492,,0.00232611,0.883502
0.00233,0.920971,,0.00233,0.918135,,0.00233,0.899265,,0.00233,0.886969,,0.00233,0.885945
0.00233172,0.920579,,0.00233172,0.918337,,0.00233172,0.900184,,0.00233172,0.887949,,0.00233172,0.886916
0.00233515,0.919784,,0.00233515,0.918642,,0.00233515,0.901909,,0.00233515,0.889829,,0.00233515,0.888782
0.00234203,0.918198,,0.00234203,0.918749,,0.00234203,0.904734,,0.00234203,0.893136,,0.00234203,0.892077
0.00235,0.916367,,0.00235,0.918241,,0.00235,0.90711,,0.00235,0.896284,,0.00235,0.89524
0.00235137,0.915651,,0.00235137,0.918067,,0.00235137,0.907408,,0.00235137,0.896738,,0.00235137,0.8957
0.00235412,0.914216,,0.00235412,0.917646,,0.00235412,0.907931,,0.00235412,0.897593,,0.00235412,0.896568
0.00235962,0.911355,,0.00235962,0.91642,,0.00235962,0.908584,,0.00235962,0.898986,,0.00235962,0.897999
0.00237,0.905992,,0.00237,0.913105,,0.00237,0.908606,,0.00237,0.900598,,0.00237,0.89971
0.0023711,0.904673,,0.0023711,0.912645,,0.0023711,0.908495,,0.0023711,0.900675,,0.0023711,0.8998
0.0023733,0.901983,,0.0023733,0.911629,,0.0023733,0.908206,,0.0023733,0.900775,,0.0023733,0.899928
0.0023777,0.896638,,0.0023777,0.90908,,0.0023777,0.907235,,0.0023777,0.900667,,0.0023777,0.899884
0.00238649,0.886091,,0.00238649,0.902438,,0.00238649,0.903953,,0.00238649,0.899338,,0.00238649,0.898712
0.0024,0.870347,,0.0024,0.889768,,0.0024,0.896208,,0.0024,0.894877,,0.0024,0.894539
0.00240176,0.8702,,0.00240176,0.888115,,0.00240176,0.895061,,0.00240176,0.894141,,0.00240176,0.893841
0.00240528,0.869352,,0.00240528,0.885016,,0.00240528,0.892831,,0.00240528,0.892687,,0.00240528,0.892461
0.00241231,0.867662,,0.00241231,0.879872,,0.00241231,0.888722,,0.00241231,0.889885,,0.00241231,0.889789
0.00242,0.865825,,0.00242,0.875468,,0.00242,0.884698,,0.00242,0.886971,,0.00242,0.886997
0.00242141,0.867221,,0.00242141,0.874901,,0.00242141,0.884076,,0.00242141,0.886497,,0.00242141,0.886541
0.00242422,0.870018,,0.00242422,0.874038,,0.00242422,0.882975,,0.00242422,0.885638,,0.00242422,0.885713
0.00242985,0.875652,,0.00242985,0.873728,,0.00242985,0.881581,,0.00242985,0.884437,,0.00242985,0.884552
0.00244,0.885961,,0.00244,0.876704,,0.00244,0.881399,,0.00244,0.883845,,0.00244,0.883964
0.00244113,0.888126,,0.00244113,0.877341,,0.00244113,0.881592,,0.00244113,0.883928,,0.00244113,0.884041
0.00244338,0.892236,,0.00244338,0.878773,,0.00244338,0.882085,,0.00244338,0.88417,,0.00244338,0.884269
0.00244788,0.90054,,0.00244788,0.882495,,0.00244788,0.88368,,0.00244788,0.885095,,0.00244788,0.885151
0.00245689,0.917498,,0.00245689,0.892633,,0.00245689,0.889034,,0.00245689,0.888588,,0.00245689,0.888507
0.00246,0.923877,,0.00246,0.896868,,0.00246,0.891517,,0.00246,0.890289,,0.00246,0.890145
0.0024618,0.922047,,0.0024618,0.899042,,0.0024618,0.892895,,0.0024618,0.891259,,0.0024618,0.891082
0.0024654,0.918321,,0.0024654,0.902694,,0.0024654,0.895358,,0.0024654,0.893026,,0.0024654,0.892791
0.00247261,0.910938,,0.00247261,0.906489,,0.00247261,0.898686,,0.00247261,0.895587,,0.00247261,0.895282
0.00248,0.90353,,0.00248,0.906731,,0.00248,0.900197,,0.00248,0.897001,,0.00248,0.896678
0.00248144,0.904451,,0.00248144,0.90657,,0.00248144,0.900352,,0.00248144,0.897184,,0.00248144,0.896862
0.00248432,0.906177,,0.00248432,0.906394,,0.00248432,0.900713,,0.00248432,0.897584,,0.00248432,0.897261
0.00249009,0.909645,,0.00249009,0.906792,,0.00249009,0.901725,,0.00249009,0.898575,,0.00249009,0.898244
0.0025,0.915659,,0.0025,0.909211,,0.0025,0.904239,,0.0025,0.90082,,0.0025,0.900458
0.00250115,0.915458,,0.00250115,0.909567,,0.00250115,0.904569,,0.00250115,0.90111,,0.00250115,0.900743
0.00250346,0.914976,,0.00250346,0.910212,,0.00250346,0.905194,,0.00250346,0.901667,,0.00250346,0.901292
0.00250807,0.914014,,0.00250807,0.911136,,0.00250807,0.906255,,0.00250807,0.902662,,0.00250807,0.902276
0.00251729,0.912093,,0.00251729,0.911883,,0.00251729,0.907722,,0.00251729,0.904213,,0.00251729,0.903825
0.00252,0.911535,,0.00252,0.911874,,0.00252,0.908003,,0.00252,0.904564,,0.00252,0.90418
0.00252184,0.915264,,0.00252184,0.912173,,0.00252184,0.908338,,0.00252184,0.904899,,0.00252184,0.904513
0.00252553,0.922797,,0.00252553,0.913383,,0.00252553,0.909325,,0.00252553,0.905782,,0.00252553,0.905385
0.00253291,0.938145,,0.00253291,0.918926,,0.00253291,0.913058,,0.00253291,0.908775,,0.00253291,0.908312
0.00254,0.95358,,0.00254,0.927374,,0.00254,0.918639,,0.00254,0.913105,,0.00254,0.91253
0.00254148,0.95577,,0.00254148,0.929415,,0.00254148,0.920023,,0.00254148,0.914179,,0.00254148,0.913576
0.00254443,0.959664,,0.00254443,0.933484,,0.00254443,0.922834,,0.00254443,0.91637,,0.00254443,0.915711
0.00255033,0.967523,,0.00255033,0.941562,,0.00255033,0.928695,,0.00255033,0.921008,,0.00255033,0.920234
0.00256,0.980647,,0.00256,0.954729,,0.00256,0.938917,,0.00256,0.929288,,0.00256,0.928324
0.00256118,0.979173,,0.00256118,0.956155,,0.00256118,0.940127,,0.00256118,0.930298,,0.00256118,0.929313
0.00256354,0.975878,,0.00256354,0.958649,,0.00256354,0.942375,,0.00256354,0.932209,,0.00256354,0.931188
0.00256826,0.969338,,0.00256826,0.961728,,0.00256826,0.945904,,0.00256826,0.935415,,0.00256826,0.934348
0.00257771,0.956456,,0.00257771,0.962192,,0.00257771,0.949651,,0.00257771,0.93961,,0.00257771,0.938544
0.00258,0.953572,,0.00258,0.961378,,0.00258,0.949964,,0.00258,0.940215,,0.00258,0.939166
0.00258189,0.95509,,0.00258189,0.960811,,0.00258189,0.950206,,0.00258189,0.940691,,0.00258189,0.939656
0.00258567,0.95812,,0.00258567,0.960052,,0.00258567,0.950811,,0.00258567,0.941709,,0.00258567,0.940698
0.00259322,0.964224,,0.00259322,0.960423,,0.00259322,0.95268,,0.00259322,0.944122,,0.00259322,0.943141
0.0026,0.9698,,0.0026,0.962413,,0.0026,0.955021,,0.0026,0.946685,,0.0026,0.945712
0.00260151,0.969125,,0.00260151,0.962906,,0.00260151,0.955559,,0.00260151,0.947263,,0.00260151,0.946292
0.00260453,0.967715,,0.00260453,0.963717,,0.00260453,0.95654,,0.00260453,0.948353,,0.00260453,0.947387
0.00261058,0.964903,,0.00261058,0.964426,,0.00261058,0.957976,,0.00261058,0.950156,,0.00261058,0.949216
0.00262267,0.959316,,0.00262267,0.96331,,0.00262267,0.959108,,0.00262267,0.952443,,0.00262267,0.951592
0.00263,0.955994,,0.00263,0.961485,,0.00263,0.958853,,0.00263,0.953071,,0.00263,0.952296
0.002632,0.956974,,0.002632,0.961056,,0.002632,0.958759,,0.002632,0.953203,,0.002632,0.952448
0.002636,0.958917,,0.002636,0.960465,,0.002636,0.958678,,0.002636,0.953524,,0.002636,0.952805
0.002644,0.962821,,0.002644,0.960605,,0.002644,0.959094,,0.002644,0.954485,,0.002644,0.95382
0.00265,0.965785,,0.00265,0.961611,,0.00265,0.959855,,0.00265,0.955464,,0.00265,0.954826
0.0026516,0.966041,,0.0026516,0.961955,,0.0026516,0.960104,,0.0026516,0.955752,,0.0026516,0.95512
0.0026548,0.966534,,0.0026548,0.962626,,0.0026548,0.960602,,0.0026548,0.956326,,0.0026548,0.955704
0.0026612,0.967522,,0.0026612,0.963892,,0.0026612,0.961598,,0.0026612,0.957461,,0.0026612,0.956859
0.00267,0.968883,,0.00267,0.965509,,0.00267,0.962965,,0.00267,0.958996,,0.00267,0.958421
0.00267128,0.970494,,0.00267128,0.965823,,0.00267128,0.96321,,0.00267128,0.959248,,0.00267128,0.958675
0.00267384,0.973726,,0.00267384,0.966615,,0.00267384,0.963789,,0.00267384,0.959812,,0.00267384,0.95924
0.00267896,0.980238,,0.00267896,0.969071,,0.00267896,0.96545,,0.00267896,0.961284,,0.00267896,0.960703
0.00268408,0.98687,,0.00268408,0.972502,,0.00268408,0.96773,,0.00268408,0.963194,,0.00268408,0.962587
0.00269,0.994636,,0.00269,0.977412,,0.00269,0.971049,,0.00269,0.965908,,0.00269,0.965256
0.00269102,0.995125,,0.00269102,0.978315,,0.00269102,0.97168,,0.00269102,0.966422,,0.00269102,0.965761
0.00269307,0.99598,,0.00269307,0.980074,,0.00269307,0.972929,,0.00269307,0.967448,,0.00269307,0.966769
0.00269717,0.997693,,0.00269717,0.983329,,0.00269717,0.975369,,0.00269717,0.969482,,0.00269717,0.968769
0.00270536,1.00113,,0.00270536,0.989022,,0.00270536,0.980038,,0.00270536,0.973486,,0.00270536,0.972715
0.00271,1.0031,,0.00271,0.991867,,0.00271,0.982573,,0.00271,0.97572,,0.00271,0.974921
0.00271164,0.998806,,0.00271164,0.992416,,0.00271164,0.983242,,0.00271164,0.976364,,0.00271164,0.975561
0.00271492,0.990293,,0.00271492,0.992754,,0.00271492,0.984175,,0.00271492,0.977378,,0.00271492,0.976579
0.00272147,0.973591,,0.00272147,0.98958,,0.00272147,0.983821,,0.00272147,0.977873,,0.00272147,0.977138
0.00273,0.95276,,0.00273,0.979919,,0.00273,0.979664,,0.00273,0.975831,,0.00273,0.975271
0.00273131,0.952194,,0.00273131,0.978135,,0.00273131,0.97875,,0.00273131,0.975301,,0.00273131,0.974774
0.00273393,0.950183,,0.00273393,0.974666,,0.00273393,0.976917,,0.00273393,0.97422,,0.00273393,0.973758
0.00273918,0.94618,,0.00273918,0.96826,,0.00273918,0.973218,,0.00273918,0.971937,,0.00273918,0.971601
0.00274442,0.942224,,0.00274442,0.962441,,0.00274442,0.969484,,0.00274442,0.969505,,0.00274442,0.96929
0.00275,0.938046,,0.00275,0.956742,,0.00275,0.965478,,0.00275,0.96677,,0.00275,0.96668
0.00275105,0.937884,,0.00275105,0.955758,,0.00275105,0.964739,,0.00275105,0.96625,,0.00275105,0.966181
0.00275315,0.937523,,0.00275315,0.953875,,0.00275315,0.963292,,0.00275315,0.965222,,0.00275315,0.965196
0.00275734,0.936803,,0.00275734,0.950561,,0.00275734,0.960566,,0.00275734,0.963236,,0.00275734,0.963289
0.00276573,0.935364,,0.00276573,0.945338,,0.00276573,0.955712,,0.00276573,0.959524,,0.00276573,0.959708
0.00277,0.934635,,0.00277,0.943254,,0.00277,0.953513,,0.00277,0.957758,,0.00277,0.957998
0.00277168,0.93334,,0.00277168,0.942452,,0.00277168,0.952663,,0.00277168,0.957062,,0.00277168,0.957322
0.00277503,0.930759,,0.00277503,0.940768,,0.00277503,0.950925,,0.00277503,0.955635,,0.00277503,0.955937
0.00278174,0.925628,,0.00278174,0.937003,,0.00278174,0.947246,,0.00278174,0.952593,,0.00278174,0.952977
0.00279,0.919404,,0.00279,0.931845,,0.00279,0.942413,,0.00279,0.948542,,0.00279,0.949028
0.00279134,0.921004,,0.00279134,0.931131,,0.00279134,0.941685,,0.00279134,0.947911,,0.00279134,0.948411
0.00279403,0.924136,,0.00279403,0.930005,,0.00279403,0.940384,,0.00279403,0.946748,,0.00279403,0.947272
0.0027994,0.930446,,0.0027994,0.929335,,0.0027994,0.938661,,0.0027994,0.945003,,0.0027994,0.945548
0.00281,0.943104,,0.00281,0.932574,,0.00281,0.938201,,0.00281,0.943606,,0.00281,0.944114
0.00281107,0.941948,,0.00281107,0.933074,,0.00281107,0.938303,,0.00281107,0.943576,,0.00281107,0.944075
0.00281322,0.939297,,0.00281322,0.933879,,0.00281322,0.93843,,0.00281322,0.943467,,0.00281322,0.943953
0.00281752,0.934029,,0.00281752,0.934443,,0.00281752,0.938242,,0.00281752,0.942974,,0.00281752,0.943445
0.00282611,0.923625,,0.00282611,0.932377,,0.00282611,0.936335,,0.00282611,0.940997,,0.00282611,0.941479
0.00283,0.919115,,0.00283,0.930337,,0.00283,0.93488,,0.00283,0.939704,,0.00283,0.940206
0.00283172,0.915996,,0.00283172,0.929151,,0.00283172,0.934066,,0.00283172,0.939013,,0.00283172,0.939527
0.00283515,0.909769,,0.00283515,0.926461,,0.00283515,0.932239,,0.00283515,0.937488,,0.00283515,0.938033
0.00284203,0.897502,,0.00284203,0.919488,,0.00284203,0.927509,,0.00284203,0.933651,,0.00284203,0.934281
0.00285,0.883764,,0.00285,0.909506,,0.00285,0.920527,,0.00285,0.928043,,0.00285,0.928805
0.00285137,0.886212,,0.00285137,0.90794,,0.00285137,0.919333,,0.00285137,0.927062,,0.00285137,0.927844
0.00285412,0.890719,,0.00285412,0.90532,,0.00285412,0.917185,,0.00285412,0.92525,,0.00285412,0.926068
0.00285962,0.899836,,0.00285962,0.902789,,0.00285962,0.914238,,0.00285962,0.922501,,0.00285962,0.923352
0.00287,0.917453,,0.00287,0.905295,,0.00287,0.912897,,0.00287,0.920195,,0.00287,0.920994
0.0028711,0.917788,,0.0028711,0.905976,,0.0028711,0.913034,,0.0028711,0.920149,,0.0028711,0.920936
0.0028733,0.917758,,0.0028733,0.907263,,0.0028733,0.9133,,0.0028733,0.92006,,0.0028733,0.920822
0.0028777,0.917698,,0.0028777,0.909428,,0.0028777,0.913783,,0.0028777,0.919887,,0.0028777,0.920601
0.00288649,0.917577,,0.00288649,0.912506,,0.00288649,0.914581,,0.00288649,0.919566,,0.00288649,0.920194
0.0029,0.917393,,0.0029,0.915112,,0.0029,0.915455,,0.0029,0.919126,,0.0029,0.919642
0.00290176,0.913592,,0.00290176,0.914983,,0.00290176,0.915373,,0.00290176,0.918961,,0.00290176,0.919468
0.00290528,0.906069,,0.00290528,0.914113,,0.00290528,0.914884,,0.00290528,0.918416,,0.00290528,0.918915
0.00291231,0.891299,,0.00291231,0.909304,,0.00291231,0.912146,,0.00291231,0.916128,,0.00291231,0.916659
0.00292,0.875859,,0.00292,0.900673,,0.00292,0.906915,,0.00292,0.91203,,0.00292,0.91265
0.00292141,0.876644,,0.00292141,0.899021,,0.00292141,0.905837,,0.00292141,0.91118,,0.00292141,0.911819
0.00292422,0.877682,,0.00292422,0.896016,,0.00292422,0.903796,,0.00292422,0.909546,,0.00292422,0.910219
0.00292985,0.879764,,0.00292985,0.891566,,0.00292985,0.900349,,0.00292985,0.906655,,0.00292985,0.907378
0.00294,0.883536,,0.00294,0.887397,,0.00294,0.895956,,0.00294,0.902579,,0.00294,0.903339
0.00294113,0.885516,,0.00294113,0.887292,,0.00294113,0.895657,,0.00294113,0.90225,,0.00294113,0.903008
0.00294338,0.889464,,0.00294338,0.887314,,0.00294338,0.895188,,0.00294338,0.90168,,0.00294338,0.902433
0.00294788,0.897439,,0.00294788,0.888611,,0.00294788,0.894995,,0.00294788,0.901057,,0.00294788,0.901778
0.00295689,0.913715,,0.00295689,0.895096,,0.00295689,0.897231,,0.00295689,0.901716,,0.00295689,0.902312
0.00296,0.919818,,0.00296,0.898367,,0.00296,0.898763,,0.00296,0.902514,,0.00296,0.903048
0.0029618,0.913426,,0.0029618,0.899667,,0.0029618,0.899424,,0.0029618,0.902847,,0.0029618,0.903353
0.0029654,0.900787,,0.0029654,0.900952,,0.0029654,0.900118,,0.0029654,0.903107,,0.0029654,0.903573
0.00297261,0.876286,,0.00297261,0.897004,,0.00297261,0.898118,,0.00297261,0.90138,,0.00297261,0.901858
0.00298,0.852979,,0.00298,0.886494,,0.00298,0.892201,,0.00298,0.89692,,0.00298,0.89751
0.00298144,0.852425,,0.00298144,0.8841,,0.00298144,0.890753,,0.00298144,0.895827,,0.00298144,0.896446
0.00298432,0.850081,,0.00298432,0.879484,,0.00298432,0.887876,,0.00298432,0.893636,,0.00298432,0.894311
0.00299009,0.845425,,0.00299009,0.871151,,0.00299009,0.882238,,0.00299009,0.889235,,0.00299009,0.890015
0.003,0.83752,,0.003,0.858908,,0.003,0.872862,,0.003,0.88162,,0.003,0.882562
0.00300115,0.837061,,0.00300115,0.857662,,0.00300115,0.871812,,0.00300115,0.880739,,0.00300115,0.881698
0.00300346,0.835999,,0.00300346,0.855253,,0.00300346,0.869742,,0.00300346,0.878993,,0.00300346,0.879984
0.00300807,0.83388,,0.00300807,0.850871,,0.00300807,0.865774,,0.00300807,0.87558,,0.00300807,0.876628
0.00301729,0.829666,,0.00301729,0.843433,,0.00301729,0.858439,,0.00301729,0.869045,,0.00301729,0.870185
0.00302,0.828462,,0.00302,0.84153,,0.00302,0.856427,,0.00302,0.867197,,0.00302,0.86836
0.00302184,0.82901,,0.00302184,0.840426,,0.00302184,0.855162,,0.00302184,0.866005,,0.00302184,0.867178
0.00302553,0.830106,,0.00302553,0.838509,,0.00302553,0.8528,,0.00302553,0.863728,,0.00302553,0.86492
0.00303291,0.832303,,0.00303291,0.836141,,0.00303291,0.848991,,0.00303291,0.859788,,0.00303291,0.860989
0.00304,0.83443,,0.00304,0.835271,,0.00304,0.846335,,0.00304,0.856706,,0.00304,0.857889
0.00304148,0.838194,,0.00304148,0.835481,,0.00304148,0.846031,,0.00304148,0.85624,,0.00304148,0.857413
0.00304443,0.845796,,0.00304443,0.836417,,0.00304443,0.845731,,0.00304443,0.855524,,0.00304443,0.856667
0.00305033,0.861313,,0.00305033,0.841011,,0.00305033,0.846854,,0.00305033,0.855331,,0.00305033,0.856374
0.00306,0.88785,,0.00306,0.854592,,0.00306,0.853094,,0.00306,0.858331,,0.00306,0.859107
0.00306118,0.886982,,0.00306118,0.856481,,0.00306118,0.854112,,0.00306118,0.858911,,0.00306118,0.859648
0.00306354,0.883588,,0.00306354,0.859841,,0.00306354,0.855984,,0.00306354,0.859978,,0.00306354,0.860645
0.00306826,0.876863,,0.00306826,0.864334,,0.00306826,0.858812,,0.00306826,0.861583,,0.00306826,0.862137
0.00307771,0.863641,,0.00307771,0.866683,,0.00307771,0.861333,,0.00307771,0.862905,,0.00307771,0.863329
0.00308,0.860714,,0.00308,0.866172,,0.00308,0.861382,,0.00308,0.862877,,0.00308,0.863286
0.00308189,0.859489,,0.00308189,0.86557,,0.00308189,0.861293,,0.00308189,0.862768,,0.00308189,0.863169
0.00308567,0.857027,,0.00308567,0.864252,,0.00308567,0.861006,,0.00308567,0.86248,,0.00308567,0.862867
0.00309322,0.852134,,0.00309322,0.861053,,0.00309322,0.859848,,0.00309322,0.861501,,0.00309322,0.861879
0.0031,0.847816,,0.0031,0.85771,,0.0031,0.858237,,0.0031,0.860212,,0.0031,0.860598
0.00310151,0.846628,,0.00310151,0.856896,,0.00310151,0.857794,,0.00310151,0.859863,,0.00310151,0.860253
0.00310453,0.844216,,0.00310453,0.855211,,0.00310453,0.856851,,0.00310453,0.859119,,0.00310453,0.859519
0.00311058,0.839423,,0.00311058,0.851547,,0.00311058,0.854644,,0.00311058,0.857383,,0.00311058,0.857811
0.00312267,0.82996,,0.00312267,0.843434,,0.00312267,0.849185,,0.00312267,0.853047,,0.00312267,0.853553
0.00313,0.824437,,0.00313,0.838199,,0.00313,0.845329,,0.00313,0.849934,,0.00313,0.850498
0.003132,0.82636,,0.003132,0.837075,,0.003132,0.844384,,0.003132,0.849138,,0.003132,0.849715
0.003136,0.830153,,0.003136,0.835401,,0.003136,0.842777,,0.003136,0.847727,,0.003136,0.848321
0.003144,0.837817,,0.003144,0.83491,,0.003144,0.841108,,0.003144,0.845931,,0.003144,0.846518
0.00315,0.843731,,0.00315,0.836504,,0.00315,0.84106,,0.00315,0.845417,,0.00315,0.845967
0.0031516,0.843927,,0.0031516,0.837079,,0.0031516,0.841175,,0.0031516,0.845377,,0.0031516,0.845914
0.0031548,0.844236,,0.0031548,0.838163,,0.0031548,0.841409,,0.0031548,0.845306,,0.0031548,0.845818
0.0031612,0.844854,,0.0031612,0.839997,,0.0031612,0.841894,,0.0031612,0.845226,,0.0031612,0.845688
0.00317,0.845706,,0.00317,0.841978,,0.00317,0.842595,,0.00317,0.845233,,0.00317,0.845632
