"X--Kurve 1::[-I(R1:2), cc1 capacitance=0 | I(TK1)]","Y--Kurve 1::[-I(R1:2), cc1 capacitance=0 | I(TK1)]",,"X--Kurve 2::[-I(R1:2), cc1 capacitance=0.00016 | I(TK1)]","Y--Kurve 2::[-I(R1:2), cc1 capacitance=0.00016 | I(TK1)]",,"X--Kurve 3::[-I(R1:2), cc1 capacitance=0.00032 | I(TK1)]","Y--Kurve 3::[-I(R1:2), cc1 capacitance=0.00032 | I(TK1)]",,"X--Kurve 4::[-I(R1:2), cc1 capacitance=0.00048 | I(TK1)]","Y--Kurve 4::[-I(R1:2), cc1 capacitance=0.00048 | I(TK1)]",,"X--Kurve 5::[-I(R1:2), cc1 capacitance=0.0005 | I(TK1)]","Y--Kurve 5::[-I(R1:2), cc1 capacitance=0.0005 | I(TK1)]"
0.000961638,0.910897,,0.000961638,0.897486,,0.000961638,0.891896,,0.000961638,0.891189,,0.000961638,0.891239
0.000964915,0.910226,,0.000964915,0.899556,,0.000964915,0.893434,,0.000964915,0.892269,,0.000964915,0.892273
0.000971469,0.908886,,0.000971469,0.90249,,0.000971469,0.895987,,0.000971469,0.894143,,0.000971469,0.894076
0.00098,0.907149,,0.00098,0.904511,,0.00098,0.898408,,0.00098,0.896069,,0.00098,0.895939
0.000981311,0.908099,,0.000981311,0.904742,,0.000981311,0.89873,,0.000981311,0.896338,,0.000981311,0.896201
0.000983932,0.909997,,0.000983932,0.905296,,0.000983932,0.899416,,0.000983932,0.896908,,0.000983932,0.896754
0.000989175,0.913812,,0.000989175,0.906894,,0.000989175,0.901023,,0.000989175,0.898223,,0.000989175,0.898031
0.000994418,0.917671,,0.000994418,0.909034,,0.000994418,0.902917,,0.000994418,0.899759,,0.000994418,0.899525
0.001,0.921813,,0.001,0.911769,,0.001,0.905213,,0.001,0.901619,,0.001,0.901335
0.00100105,0.921785,,0.00100105,0.912292,,0.00100105,0.905657,,0.00100105,0.901982,,0.00100105,0.901689
0.00100315,0.92169,,0.00100315,0.913277,,0.00100315,0.906518,,0.00100315,0.902694,,0.00100315,0.902382
0.00100734,0.921501,,0.00100734,0.914926,,0.00100734,0.90809,,0.00100734,0.904031,,0.00100734,0.903689
0.00101573,0.921124,,0.00101573,0.91723,,0.00101573,0.910712,,0.00101573,0.906393,,0.00101573,0.906008
0.00102,0.920932,,0.00102,0.917996,,0.00102,0.911807,,0.00102,0.907447,,0.00102,0.907048
0.00102168,0.921177,,0.00102168,0.918253,,0.00102168,0.912202,,0.00102168,0.907839,,0.00102168,0.907435
0.00102503,0.921667,,0.00102503,0.918766,,0.00102503,0.912979,,0.00102503,0.908613,,0.00102503,0.908202
0.00103174,0.922648,,0.00103174,0.919781,,0.00103174,0.914464,,0.00103174,0.910115,,0.00103174,0.90969
0.00104,0.923858,,0.00104,0.921017,,0.00104,0.916182,,0.00104,0.911884,,0.00104,0.911449
0.00104134,0.924177,,0.00104134,0.921225,,0.00104134,0.916454,,0.00104134,0.912166,,0.00104134,0.911729
0.00104403,0.92481,,0.00104403,0.921655,,0.00104403,0.917001,,0.00104403,0.912732,,0.00104403,0.912292
0.0010494,0.92608,,0.0010494,0.922591,,0.0010494,0.918112,,0.0010494,0.913872,,0.0010494,0.913426
0.00106,0.928595,,0.00106,0.924657,,0.00106,0.920365,,0.00106,0.916158,,0.00106,0.915701
0.00106107,0.926114,,0.00106107,0.924735,,0.00106107,0.920523,,0.00106107,0.916341,,0.00106107,0.915885
0.00106322,0.921171,,0.00106322,0.924618,,0.00106322,0.920694,,0.00106322,0.91661,,0.00106322,0.91616
0.00106752,0.911404,,0.00106752,0.922931,,0.00106752,0.920224,,0.00106752,0.916587,,0.00106752,0.916169
0.00107611,0.892331,,0.00107611,0.915184,,0.00107611,0.916506,,0.00107611,0.91453,,0.00107611,0.914245
0.00108,0.884389,,0.00108,0.910213,,0.00108,0.913771,,0.00108,0.912807,,0.00108,0.912607
0.00108172,0.884916,,0.00108172,0.908122,,0.00108172,0.912527,,0.00108172,0.911994,,0.00108172,0.911831
0.00108515,0.885823,,0.00108515,0.90436,,0.00108515,0.910185,,0.00108515,0.910441,,0.00108515,0.910347
0.00109203,0.887643,,0.00109203,0.898976,,0.00109203,0.906308,,0.00109203,0.907753,,0.00109203,0.907772
0.0011,0.889765,,0.0011,0.895423,,0.0011,0.902975,,0.0011,0.90527,,0.0011,0.90538
0.00110137,0.888636,,0.00110137,0.894966,,0.00110137,0.902476,,0.00110137,0.90488,,0.00110137,0.905002
0.00110412,0.886376,,0.00110412,0.893963,,0.00110412,0.901434,,0.00110412,0.904065,,0.00110412,0.904213
0.00110962,0.881881,,0.00110962,0.891484,,0.00110962,0.899107,,0.00110962,0.902236,,0.00110962,0.902441
0.00112,0.873492,,0.00112,0.88558,,0.00112,0.893974,,0.00112,0.898152,,0.00112,0.898474
0.0011211,0.873499,,0.0011211,0.884921,,0.0011211,0.893401,,0.0011211,0.897687,,0.0011211,0.898022
0.0011233,0.873353,,0.0011233,0.883668,,0.0011233,0.892281,,0.0011233,0.896772,,0.0011233,0.89713
0.0011277,0.873061,,0.0011277,0.881504,,0.0011277,0.890201,,0.0011277,0.895027,,0.0011277,0.895427
0.00113649,0.872479,,0.00113649,0.87823,,0.00113649,0.886596,,0.00113649,0.891848,,0.00113649,0.892312
0.00115,0.871586,,0.00115,0.874988,,0.00115,0.882213,,0.00115,0.887663,,0.00115,0.888183
0.00115176,0.872381,,0.00115176,0.874767,,0.00115176,0.88178,,0.00115176,0.887207,,0.00115176,0.88773
0.00115528,0.873973,,0.00115528,0.874499,,0.00115528,0.881021,,0.00115528,0.88637,,0.00115528,0.886895
0.00116231,0.877171,,0.00116231,0.874833,,0.00116231,0.8801,,0.00116231,0.885118,,0.00116231,0.885632
0.00117,0.880698,,0.00117,0.876209,,0.00117,0.879887,,0.00117,0.88434,,0.00117,0.884821
0.00117141,0.878362,,0.00117141,0.876357,,0.00117141,0.879833,,0.00117141,0.884196,,0.00117141,0.884672
0.00117422,0.873691,,0.00117422,0.876312,,0.00117422,0.879562,,0.00117422,0.883804,,0.00117422,0.884273
0.00117985,0.864462,,0.00117985,0.87445,,0.00117985,0.87812,,0.00117985,0.882422,,0.00117985,0.882902
0.00119,0.848225,,0.00119,0.866839,,0.00119,0.873006,,0.00119,0.878173,,0.00119,0.878733
0.00119113,0.848279,,0.00119113,0.865804,,0.00119113,0.872296,,0.00119113,0.877596,,0.00119113,0.878169
0.00119338,0.847784,,0.00119338,0.863822,,0.00119338,0.870905,,0.00119338,0.876454,,0.00119338,0.877051
0.00119788,0.846797,,0.00119788,0.860331,,0.00119788,0.868272,,0.00119788,0.874246,,0.00119788,0.874884
0.00120689,0.844828,,0.00120689,0.854784,,0.00120689,0.863528,,0.00120689,0.870096,,0.00120689,0.870799
0.00121,0.844156,,0.00121,0.853231,,0.00121,0.862036,,0.00121,0.86874,,0.00121,0.86946
0.0012118,0.847976,,0.0012118,0.852777,,0.0012118,0.861402,,0.0012118,0.868106,,0.0012118,0.86883
0.0012154,0.855702,,0.0012154,0.852615,,0.0012154,0.860539,,0.0012154,0.867113,,0.0012154,0.867833
0.00122261,0.871475,,0.00122261,0.856103,,0.00122261,0.861066,,0.00122261,0.866695,,0.00122261,0.867348
0.00123,0.888475,,0.00123,0.863854,,0.00123,0.864406,,0.00123,0.868307,,0.00123,0.868823
0.00123144,0.888636,,0.00123144,0.865596,,0.00123144,0.865289,,0.00123144,0.868806,,0.00123144,0.869291
0.00123432,0.888291,,0.00123432,0.86881,,0.00123432,0.866977,,0.00123432,0.869773,,0.00123432,0.870197
0.00124009,0.887604,,0.00124009,0.873837,,0.00124009,0.869925,,0.00124009,0.871517,,0.00124009,0.871835
0.00125,0.886423,,0.00125,0.879274,,0.00125,0.873856,,0.00125,0.873988,,0.00125,0.874167
0.00125115,0.889089,,0.00125115,0.879834,,0.00125115,0.874303,,0.00125115,0.874287,,0.00125115,0.87445
0.00125346,0.894458,,0.00125346,0.881196,,0.00125346,0.875329,,0.00125346,0.874978,,0.00125346,0.875108
0.00125807,0.905341,,0.00125807,0.885233,,0.00125807,0.878132,,0.00125807,0.87691,,0.00125807,0.876955
0.00126729,0.927711,,0.00126729,0.897426,,0.00126729,0.886419,,0.00126729,0.882823,,0.00126729,0.882643
0.00127,0.935127,,0.00127,0.901933,,0.00127,0.889504,,0.00127,0.88507,,0.00127,0.88481
0.00127184,0.929732,,0.00127184,0.904386,,0.00127184,0.891361,,0.00127184,0.886466,,0.00127184,0.88616
0.00127553,0.918987,,0.00127553,0.907911,,0.00127553,0.894408,,0.00127553,0.888835,,0.00127553,0.888455
0.00128291,0.898052,,0.00128291,0.908108,,0.00128291,0.896898,,0.00128291,0.891221,,0.00128291,0.890795
0.00129,0.879198,,0.00129,0.902,,0.00129,0.895491,,0.00129,0.890918,,0.00129,0.890551
0.00129148,0.909613,,0.00129148,0.902547,,0.00129148,0.896017,,0.00129148,0.891388,,0.00129148,0.891012
0.00129443,0.976245,,0.00129443,0.908353,,0.00129443,0.899515,,0.00129443,0.893983,,0.00129443,0.893524
0.00130033,1.14382,,0.00130033,0.949084,,0.00130033,0.922618,,0.00130033,0.910307,,0.00130033,0.909269
0.00131,1.59128,,0.00131,1.11903,,0.00131,1.02318,,0.00131,0.9819,,0.00131,0.978371
0.00131118,1.63824,,0.00131118,1.14948,,0.00131118,1.04176,,0.00131118,0.995254,,0.00131118,0.99127
0.00131354,1.74585,,0.00131354,1.21315,,0.00131354,1.08107,,0.00131354,1.02362,,0.00131354,1.01868
0.00131826,2.0056,,0.00131826,1.36025,,0.00131826,1.17446,,0.00131826,1.09172,,0.00131826,1.08454
0.00132771,2.85521,,0.00132771,1.78975,,0.00132771,1.45461,,0.00132771,1.29848,,0.00132771,1.28471
0.00133,3.18222,,0.00133,1.93138,,0.00133,1.54742,,0.00133,1.3672,,0.00133,1.35127
0.00133189,2.84525,,0.00133189,2.01497,,0.00133189,1.60961,,0.00133189,1.41519,,0.00133189,1.3979
0.00133567,2.34799,,0.00133567,2.12129,,0.00133567,1.70409,,0.00133567,1.4918,,0.00133567,1.47261
0.00134322,1.73985,,0.00134322,2.09574,,0.00134322,1.76604,,0.00134322,1.56093,,0.00134322,1.54145
0.00135,1.41185,,0.00135,1.9381,,0.00135,1.73487,,0.00135,1.56263,,0.00135,1.5452
0.00135151,1.40375,,0.00135151,1.8987,,0.00135151,1.72219,,0.00135151,1.55853,,0.00135151,1.54168
0.00135453,1.38778,,0.00135453,1.82454,,0.00135453,1.69721,,0.00135453,1.55011,,0.00135453,1.53444
0.00136058,1.35664,,0.00136058,1.70033,,0.00136058,1.64929,,0.00136058,1.53219,,0.00136058,1.51871
0.00137,1.31219,,0.00137,1.5549,,0.00137,1.57982,,0.00137,1.50198,,0.00137,1.49161
0.00137121,1.30231,,0.00137121,1.53979,,0.00137121,1.57126,,0.00137121,1.49784,,0.00137121,1.48783
0.00137363,1.2829,,0.00137363,1.51022,,0.00137363,1.55408,,0.00137363,1.48931,,0.00137363,1.48004
0.00137846,1.24538,,0.00137846,1.45467,,0.00137846,1.5194,,0.00137846,1.47099,,0.00137846,1.46315
0.00138813,1.17896,,0.00138813,1.35634,,0.00138813,1.45008,,0.00138813,1.43054,,0.00138813,1.42537
0.0014,1.10552,,0.0014,1.25454,,0.0014,1.36702,,0.0014,1.37624,,0.0014,1.37399
0.00140193,1.1035,,0.00140193,1.24061,,0.00140193,1.35428,,0.00140193,1.36731,,0.00140193,1.36547
0.0014058,1.09949,,0.0014058,1.21494,,0.0014058,1.32983,,0.0014058,1.34989,,0.0014058,1.34884
0.00141354,1.09154,,0.00141354,1.17459,,0.00141354,1.2866,,0.00141354,1.3176,,0.00141354,1.3179
0.00142,1.08504,,0.00142,1.14955,,0.00142,1.25557,,0.00142,1.29305,,0.00142,1.29424
0.00142155,1.08543,,0.00142155,1.14473,,0.00142155,1.24893,,0.00142155,1.28757,,0.00142155,1.28895
0.00142464,1.08613,,0.00142464,1.13586,,0.00142464,1.23618,,0.00142464,1.27692,,0.00142464,1.27865
0.00143083,1.08752,,0.00143083,1.12215,,0.00143083,1.21372,,0.00143083,1.25737,,0.00143083,1.25967
0.00144,1.0896,,0.00144,1.10911,,0.00144,1.18682,,0.00144,1.23228,,0.00144,1.23518
0.00144124,1.08526,,0.00144124,1.10765,,0.00144124,1.18362,,0.00144124,1.22916,,0.00144124,1.23213
0.00144371,1.07666,,0.00144371,1.10439,,0.00144371,1.17715,,0.00144371,1.22287,,0.00144371,1.22596
0.00144867,1.05977,,0.00144867,1.09606,,0.00144867,1.16385,,0.00144867,1.21002,,0.00144867,1.21336
0.00145857,1.02716,,0.00145857,1.07435,,0.00145857,1.13614,,0.00145857,1.18345,,0.00145857,1.18725
0.00146,1.02367,,0.00146,1.07081,,0.00146,1.13206,,0.00146,1.17954,,0.00146,1.18341
0.00146198,1.02012,,0.00146198,1.06603,,0.00146198,1.12652,,0.00146198,1.17419,,0.00146198,1.17815
0.00146594,1.01305,,0.00146594,1.05671,,0.00146594,1.11566,,0.00146594,1.16363,,0.00146594,1.16774
0.00147386,0.999129,,0.00147386,1.03928,,0.00147386,1.09501,,0.00147386,1.1432,,0.00147386,1.14756
0.00148,0.988794,,0.00148,1.02671,,0.00148,1.07995,,0.00148,1.128,,0.00148,1.13251
0.00148158,0.985783,,0.00148158,1.02357,,0.00148158,1.07619,,0.00148158,1.12416,,0.00148158,1.1287
0.00148475,0.979594,,0.00148475,1.01729,,0.00148475,1.06872,,0.00148475,1.11653,,0.00148475,1.12113
0.00149109,0.967391,,0.00149109,1.00479,,0.00149109,1.0541,,0.00149109,1.1015,,0.00149109,1.10621
0.0015,0.95076,,0.0015,0.987469,,0.0015,1.03421,,0.0015,1.0809,,0.0015,1.08573
0.00150127,0.950213,,0.00150127,0.985145,,0.00150127,1.03151,,0.00150127,1.07807,,0.00150127,1.0829
0.0015038,0.948557,,0.0015038,0.980684,,0.0015038,1.02622,,0.0015038,1.07249,,0.0015038,1.07733
0.00150887,0.945257,,0.00150887,0.972751,,0.00150887,1.01632,,0.00150887,1.06182,,0.00150887,1.06668
0.00151394,0.941988,,0.00151394,0.96591,,0.00151394,1.00725,,0.00151394,1.05178,,0.00151394,1.05663
0.00152,0.93811,,0.00152,0.958818,,0.00152,0.997361,,0.00152,1.04054,,0.00152,1.04535
0.00152101,0.938949,,0.00152101,0.957814,,0.00152101,0.995847,,0.00152101,1.03877,,0.00152101,1.04357
0.00152304,0.9406,,0.00152304,0.955991,,0.00152304,0.99294,,0.00152304,1.03532,,0.00152304,1.04009
0.0015271,0.943916,,0.0015271,0.953349,,0.0015271,0.987818,,0.0015271,1.02894,,0.0015271,1.03365
0.00153521,0.950599,,0.00153521,0.95121,,0.00153521,0.980014,,0.00153521,1.01812,,0.00153521,1.02263
0.00154,0.95464,,0.00154,0.951525,,0.00154,0.976775,,0.00154,1.01285,,0.00154,1.01721
0.00154162,0.956056,,0.00154162,0.95188,,0.00154162,0.975929,,0.00154162,1.01128,,0.00154162,1.01559
0.00154487,0.958866,,0.00154487,0.952756,,0.00154487,0.974421,,0.00154487,1.00831,,0.00154487,1.01251
0.00155136,0.964522,,0.00155136,0.955358,,0.00155136,0.972423,,0.00155136,1.0033,,0.00155136,1.00725
0.00156,0.972164,,0.00156,0.960159,,0.00156,0.971592,,0.00156,0.998387,,0.00156,1.00199
0.0015613,0.966752,,0.0015613,0.960579,,0.0015613,0.971432,,0.0015613,0.997685,,0.0015613,1.00124
0.00156389,0.955958,,0.00156389,0.960678,,0.00156389,0.970768,,0.00156389,0.996071,,0.00156389,0.999534
0.00156909,0.934908,,0.00156909,0.957022,,0.00156909,0.967536,,0.00156909,0.991671,,0.00156909,0.995014
0.00157428,0.91511,,0.00157428,0.949345,,0.00157428,0.962112,,0.00157428,0.98588,,0.00157428,0.989165
0.00158,0.894148,,0.00158,0.937675,,0.00158,0.954087,,0.00158,0.978138,,0.00158,0.981418
0.00158104,0.89035,,0.00158104,0.93523,,0.00158104,0.952397,,0.00158104,0.976572,,0.00158104,0.979857
0.00158312,0.881893,,0.00158312,0.930156,,0.00158312,0.948883,,0.00158312,0.973346,,0.00158312,0.976646
0.00158727,0.865343,,0.00158727,0.919048,,0.00158727,0.941107,,0.00158727,0.966358,,0.00158727,0.969705
0.00159558,0.834749,,0.00159558,0.894364,,0.00159558,0.92322,,0.00159558,0.95061,,0.00159558,0.95411
0.0016,0.818884,,0.0016,0.880327,,0.0016,0.912654,,0.0016,0.941397,,0.0016,0.945002
0.00160166,0.817793,,0.00160166,0.875316,,0.00160166,0.908695,,0.00160166,0.937909,,0.00160166,0.941552
0.00160498,0.815029,,0.00160498,0.865876,,0.00160498,0.900992,,0.00160498,0.931053,,0.00160498,0.934765
0.00161163,0.809544,,0.00161163,0.849975,,0.00161163,0.886777,,0.00161163,0.918016,,0.00161163,0.92183
0.00162,0.802755,,0.00162,0.834207,,0.00162,0.870839,,0.00162,0.902772,,0.00162,0.906655
0.00162133,0.803286,,0.00162133,0.832193,,0.00162133,0.868564,,0.00162133,0.900513,,0.00162133,0.9044
0.00162399,0.804235,,0.00162399,0.828488,,0.00162399,0.864201,,0.00162399,0.896121,,0.00162399,0.90001
0.0016293,0.806139,,0.0016293,0.822788,,0.0016293,0.856512,,0.0016293,0.888048,,0.0016293,0.891914
0.00163994,0.809967,,0.00163994,0.816364,,0.00163994,0.844658,,0.00163994,0.874447,,0.00163994,0.87818
0.00165,0.813638,,0.00165,0.81446,,0.00165,0.837002,,0.00165,0.864323,,0.00165,0.867848
0.001652,0.813732,,0.001652,0.814391,,0.001652,0.835843,,0.001652,0.862614,,0.001652,0.866091
0.001656,0.813889,,0.001656,0.814281,,0.001656,0.833648,,0.001656,0.859318,,0.001656,0.862697
0.001664,0.814202,,0.001664,0.814199,,0.001664,0.829927,,0.001664,0.853402,,0.001664,0.856578
0.00167,0.814437,,0.00167,0.814232,,0.00167,0.827652,,0.00167,0.849509,,0.00167,0.852528
0.0016716,0.815059,,0.0016716,0.814296,,0.0016716,0.827145,,0.0016716,0.848572,,0.0016716,0.851549
0.0016748,0.816305,,0.0016748,0.81451,,0.0016748,0.826222,,0.0016748,0.846783,,0.0016748,0.849674
0.0016812,0.818805,,0.0016812,0.815385,,0.0016812,0.82488,,0.0016812,0.843687,,0.0016812,0.846401
0.00169,0.822268,,0.00169,0.817316,,0.00169,0.823982,,0.00169,0.840381,,0.00169,0.842845
0.00169128,0.820561,,0.00169128,0.81752,,0.00169128,0.823871,,0.00169128,0.839947,,0.00169128,0.842376
0.00169384,0.817136,,0.00169384,0.817687,,0.00169384,0.823545,,0.00169384,0.839024,,0.00169384,0.841387
0.00169896,0.810349,,0.00169896,0.816754,,0.00169896,0.822312,,0.00169896,0.836859,,0.00169896,0.83911
0.00170408,0.803717,,0.00170408,0.814453,,0.00170408,0.82039,,0.00170408,0.834305,,0.00170408,0.836469
0.00171,0.796163,,0.00171,0.810554,,0.00171,0.817446,,0.00171,0.830925,,0.00171,0.833013
0.00171102,0.79629,,0.00171102,0.809828,,0.00171102,0.816893,,0.00171102,0.830316,,0.00171102,0.832393
0.00171307,0.7964,,0.00171307,0.808454,,0.00171307,0.815819,,0.00171307,0.829122,,0.00171307,0.831175
0.00171717,0.796621,,0.00171717,0.806138,,0.00171717,0.813852,,0.00171717,0.826868,,0.00171717,0.828873
0.00172536,0.797064,,0.00172536,0.802852,,0.00172536,0.810554,,0.00172536,0.822858,,0.00172536,0.824755
0.00173,0.797316,,0.00173,0.801625,,0.00173,0.809022,,0.00173,0.820858,,0.00173,0.82269
0.00173164,0.797337,,0.00173164,0.801285,,0.00173164,0.808541,,0.00173164,0.820203,,0.00173164,0.822011
0.00173492,0.797381,,0.00173492,0.800664,,0.00173492,0.80762,,0.00173492,0.818932,,0.00173492,0.820693
0.00174147,0.797468,,0.00174147,0.799714,,0.00174147,0.806007,,0.00174147,0.816602,,0.00174147,0.818268
0.00175,0.797581,,0.00175,0.798914,,0.00175,0.804301,,0.00175,0.813956,,0.00175,0.815498
0.00175131,0.798125,,0.00175131,0.798863,,0.00175131,0.804096,,0.00175131,0.813601,,0.00175131,0.815124
0.00175393,0.799215,,0.00175393,0.798838,,0.00175393,0.803736,,0.00175393,0.812933,,0.00175393,0.814416
0.00175918,0.801402,,0.00175918,0.799194,,0.00175918,0.803295,,0.00175918,0.811827,,0.00175918,0.813228
0.00176442,0.803606,,0.00176442,0.799994,,0.00176442,0.803193,,0.00176442,0.81101,,0.00176442,0.812324
0.00177,0.805965,,0.00177,0.801217,,0.00177,0.80341,,0.00177,0.810431,,0.00177,0.81165
0.00177105,0.803679,,0.00177105,0.801345,,0.00177105,0.803418,,0.00177105,0.81031,,0.00177105,0.811512
0.00177315,0.799126,,0.00177315,0.801351,,0.00177315,0.80331,,0.00177315,0.809989,,0.00177315,0.811163
0.00177734,0.790137,,0.00177734,0.80002,,0.00177734,0.802406,,0.00177734,0.808904,,0.00177734,0.810039
0.00178573,0.772607,,0.00178573,0.793299,,0.00178573,0.798239,,0.00178573,0.805144,,0.00178573,0.806271
0.00179,0.764404,,0.00179,0.788307,,0.00179,0.795088,,0.00179,0.802509,,0.00179,0.803659
0.00179168,0.764733,,0.00179168,0.786402,,0.00179168,0.79381,,0.00179168,0.801433,,0.00179168,0.802594
0.00179503,0.765213,,0.00179503,0.782939,,0.00179503,0.791381,,0.00179503,0.799357,,0.00179503,0.800535
0.00180174,0.766173,,0.00180174,0.777781,,0.00180174,0.787229,,0.00180174,0.795629,,0.00180174,0.796823
0.00181,0.767357,,0.00181,0.773862,,0.00181,0.783234,,0.00181,0.791746,,0.00181,0.792931
0.00181134,0.770313,,0.00181134,0.773629,,0.00181134,0.782795,,0.00181134,0.791255,,0.00181134,0.792433
0.00181403,0.776276,,0.00181403,0.773585,,0.00181403,0.78215,,0.00181403,0.790432,,0.00181403,0.79159
0.0018194,0.788413,,0.0018194,0.775746,,0.0018194,0.782175,,0.0018194,0.789708,,0.0018194,0.790794
0.00183,0.813244,,0.00183,0.786656,,0.00183,0.786727,,0.00183,0.791593,,0.00183,0.792433
0.00183107,0.816719,,0.00183107,0.788258,,0.00183107,0.787548,,0.00183107,0.792056,,0.00183107,0.792863
0.00183322,0.822117,,0.00183322,0.791579,,0.00183322,0.789293,,0.00183322,0.793064,,0.00183322,0.793802
0.00183752,0.833069,,0.00183752,0.798868,,0.00183752,0.793375,,0.00183752,0.795562,,0.00183752,0.796153
0.00184611,0.855637,,0.00184611,0.81559,,0.00184611,0.803694,,0.00184611,0.802376,,0.00184611,0.802633
0.00185,0.866989,,0.00185,0.824062,,0.00185,0.809292,,0.00185,0.806256,,0.00185,0.806346
0.00185172,0.869871,,0.00185172,0.827849,,0.00185172,0.811903,,0.00185172,0.808111,,0.00185172,0.808126
0.00185515,0.875391,,0.00185515,0.835252,,0.00185515,0.817139,,0.00185515,0.811874,,0.00185515,0.811742
0.00186203,0.886589,,0.00186203,0.849221,,0.00186203,0.827696,,0.00186203,0.819707,,0.00186203,0.819294
0.00187,0.900021,,0.00187,0.864472,,0.00187,0.840119,,0.00187,0.829301,,0.00187,0.828579
0.00187137,0.900787,,0.00187137,0.866914,,0.00187137,0.84223,,0.00187137,0.830978,,0.00187137,0.830208
0.00187412,0.901911,,0.00187412,0.871546,,0.00187412,0.846344,,0.00187412,0.834282,,0.00187412,0.833417
0.00187962,0.904167,,0.00187962,0.879484,,0.00187962,0.85397,,0.00187962,0.840589,,0.00187962,0.839559
0.00189062,0.908703,,0.00189062,0.891551,,0.00189062,0.867195,,0.00189062,0.852139,,0.00189062,0.850861
0.0019,0.912632,,0.0019,0.899104,,0.0019,0.876724,,0.0019,0.861016,,0.0019,0.859595
0.001902,0.913086,,0.001902,0.900431,,0.001902,0.878537,,0.001902,0.862776,,0.001902,0.861333
0.001906,0.913962,,0.001906,0.902918,,0.001906,0.882025,,0.001906,0.866206,,0.001906,0.864724
0.001914,0.915716,,0.001914,0.907054,,0.001914,0.888258,,0.001914,0.872566,,0.001914,0.871032
0.00192,0.91704,,0.00192,0.90959,,0.00192,0.892361,,0.00192,0.876934,,0.00192,0.875381
0.0019216,0.915368,,0.0019216,0.910037,,0.0019216,0.893288,,0.0019216,0.87798,,0.0019216,0.876427
0.0019248,0.912034,,0.0019248,0.910605,,0.0019248,0.894932,,0.0019248,0.879925,,0.0019248,0.878377
0.0019312,0.905421,,0.0019312,0.910065,,0.0019312,0.897069,,0.0019312,0.882978,,0.0019312,0.881472
0.00194,0.89649,,0.00194,0.906648,,0.00194,0.897873,,0.00194,0.885547,,0.00194,0.884152
0.00194128,0.898813,,0.00194128,0.906155,,0.00194128,0.897904,,0.00194128,0.885837,,0.00194128,0.884461
0.00194384,0.903312,,0.00194384,0.905514,,0.00194384,0.898109,,0.00194384,0.886504,,0.00194384,0.885159
0.00194896,0.912412,,0.00194896,0.90607,,0.00194896,0.899336,,0.00194896,0.888334,,0.00194896,0.88703
0.00195408,0.921766,,0.00195408,0.90868,,0.00195408,0.901571,,0.00195408,0.890799,,0.00195408,0.889508
0.00196,0.932791,,0.00196,0.91368,,0.00196,0.905276,,0.00196,0.89439,,0.00196,0.893084
0.00196102,0.932117,,0.00196102,0.91462,,0.00196102,0.905978,,0.00196102,0.895054,,0.00196102,0.893744
0.00196307,0.930508,,0.00196307,0.916323,,0.00196307,0.907304,,0.00196307,0.89633,,0.00196307,0.895014
0.00196717,0.927302,,0.00196717,0.918765,,0.00196717,0.909507,,0.00196717,0.898583,,0.00196717,0.897268
0.00197536,0.92094,,0.00197536,0.92066,,0.00197536,0.912343,,0.00197536,0.901997,,0.00197536,0.900724
0.00198,0.917423,,0.00198,0.920339,,0.00198,0.913128,,0.00198,0.903338,,0.00198,0.902108
0.00198164,0.922729,,0.00198164,0.920528,,0.00198164,0.913523,,0.00198164,0.903878,,0.00198164,0.90266
0.00198492,0.933467,,0.00198492,0.921727,,0.00198492,0.914725,,0.00198492,0.905227,,0.00198492,0.904022
0.00199147,0.955512,,0.00199147,0.928407,,0.00199147,0.919438,,0.00199147,0.909484,,0.00199147,0.908243
0.002,0.985951,,0.002,0.944072,,0.002,0.929865,,0.002,0.91806,,0.002,0.916665
0.00200131,0.989948,,0.00200131,0.947026,,0.00200131,0.931864,,0.00200131,0.919672,,0.00200131,0.918244
0.00200393,0.996031,,0.00200393,0.952945,,0.00200393,0.93593,,0.00200393,0.92296,,0.00200393,0.921465
0.00200918,1.00836,,0.00200918,0.964862,,0.00200918,0.944464,,0.00200918,0.929912,,0.00200918,0.928276
0.00201442,1.02111,,0.00201442,0.976931,,0.00201442,0.953514,,0.00201442,0.937354,,0.00201442,0.935572
0.00202,1.03503,,0.00202,0.990005,,0.00202,0.963695,,0.00202,0.945805,,0.00202,0.94386
0.00202105,1.03516,,0.00202105,0.992362,,0.00202105,0.96561,,0.00202105,0.947416,,0.00202105,0.945441
0.00202315,1.03505,,0.00202315,0.996824,,0.00202315,0.969335,,0.00202315,0.950577,,0.00202315,0.948546
0.00202734,1.03482,,0.00202734,1.00439,,0.00202734,0.976183,,0.00202734,0.956552,,0.00202734,0.954428
0.00203573,1.03437,,0.00203573,1.01529,,0.00203573,0.987773,,0.00203573,0.967229,,0.00203573,0.964986
0.00204,1.03414,,0.00204,1.01912,,0.00204,0.99271,,0.00204,0.97206,,0.00204,0.969786
0.00204168,1.03279,,0.00204168,1.02022,,0.00204168,0.994401,,0.00204168,0.973793,,0.00204168,0.971514
0.00204503,1.03011,,0.00204503,1.02204,,0.00204503,0.997527,,0.00204503,0.977083,,0.00204503,0.974801
0.00205174,1.02477,,0.00205174,1.02366,,0.00205174,1.00237,,0.00205174,0.98267,,0.00205174,0.98042
