"X--Kurve 1::[V(6), cc1 capacitance=0 | V(TK4)]","Y--Kurve 1::[V(6), cc1 capacitance=0 | V(TK4)]",,"X--Kurve 2::[V(6), cc1 capacitance=8e-05 | V(TK4)]","Y--Kurve 2::[V(6), cc1 capacitance=8e-05 | V(TK4)]",,"X--Kurve 3::[V(6), cc1 capacitance=0.00016 | V(TK4)]","Y--Kurve 3::[V(6), cc1 capacitance=0.00016 | V(TK4)]",,"X--Kurve 4::[V(6), cc1 capacitance=0.00024 | V(TK4)]","Y--Kurve 4::[V(6), cc1 capacitance=0.00024 | V(TK4)]",,"X--Kurve 5::[V(6), cc1 capacitance=0.00032 | V(TK4)]","Y--Kurve 5::[V(6), cc1 capacitance=0.00032 | V(TK4)]",,"X--Kurve 6::[V(6), cc1 capacitance=0.0004 | V(TK4)]","Y--Kurve 6::[V(6), cc1 capacitance=0.0004 | V(TK4)]"
0.000315404,14.756,,0.000315404,14.6962,,0.000315404,14.7437,,0.000315404,14.7648,,0.000315404,14.7765,,0.000315404,14.7839
0.00032261,14.7438,,0.00032261,14.693,,0.00032261,14.7407,,0.00032261,14.7625,,0.00032261,14.7746,,0.00032261,14.7823
0.00033,14.74,,0.00033,14.69,,0.00033,14.7377,,0.00033,14.76,,0.00033,14.7726,,0.00033,14.7806
0.000331441,14.7477,,0.000331441,14.6895,,0.000331441,14.7371,,0.000331441,14.7596,,0.000331441,14.7723,,0.000331441,14.7803
0.000334323,14.7603,,0.000334323,14.6885,,0.000334323,14.736,,0.000334323,14.7587,,0.000334323,14.7715,,0.000334323,14.7797
0.000340088,14.7733,,0.000340088,14.6866,,0.000340088,14.7338,,0.000340088,14.7569,,0.000340088,14.77,,0.000340088,14.7785
0.00035,14.7796,,0.00035,14.6842,,0.00035,14.7303,,0.00035,14.754,,0.00035,14.7676,,0.00035,14.7764
0.000351153,14.7762,,0.000351153,14.6839,,0.000351153,14.73,,0.000351153,14.7536,,0.000351153,14.7673,,0.000351153,14.7761
0.000353459,14.7705,,0.000353459,14.6835,,0.000353459,14.7292,,0.000353459,14.753,,0.000353459,14.7667,,0.000353459,14.7756
0.00035807,14.7638,,0.00035807,14.6827,,0.00035807,14.7277,,0.00035807,14.7516,,0.00035807,14.7656,,0.00035807,14.7747
0.000367294,14.7587,,0.000367294,14.6816,,0.000367294,14.7248,,0.000367294,14.749,,0.000367294,14.7634,,0.000367294,14.7727
0.00038,14.7573,,0.00038,14.681,,0.00038,14.7212,,0.00038,14.7456,,0.00038,14.7604,,0.00038,14.7701
0.000381845,14.8114,,0.000381845,14.6811,,0.000381845,14.7208,,0.000381845,14.7452,,0.000381845,14.7601,,0.000381845,14.7699
0.000385534,14.8947,,0.000385534,14.6816,,0.000385534,14.7201,,0.000385534,14.7445,,0.000385534,14.7594,,0.000385534,14.7693
0.000392913,14.9666,,0.000392913,14.6835,,0.000392913,14.7192,,0.000392913,14.7434,,0.000392913,14.7584,,0.000392913,14.7684
0.0004,14.9797,,0.0004,14.6866,,0.0004,14.7189,,0.0004,14.7426,,0.0004,14.7576,,0.0004,14.7677
0.000401476,14.9247,,0.000401476,14.6873,,0.000401476,14.7188,,0.000401476,14.7424,,0.000401476,14.7574,,0.000401476,14.7675
0.000404427,14.843,,0.000404427,14.6888,,0.000404427,14.7186,,0.000404427,14.742,,0.000404427,14.757,,0.000404427,14.7671
0.00041033,14.7624,,0.00041033,14.6916,,0.00041033,14.7184,,0.00041033,14.7413,,0.00041033,14.7562,,0.00041033,14.7663
0.00042,14.726,,0.00042,14.6964,,0.00042,14.7179,,0.00042,14.7401,,0.00042,14.7548,,0.00042,14.765
0.000421181,14.7336,,0.000421181,14.697,,0.000421181,14.7179,,0.000421181,14.7399,,0.000421181,14.7547,,0.000421181,14.7649
0.000423542,14.747,,0.000423542,14.6982,,0.000423542,14.7178,,0.000423542,14.7396,,0.000423542,14.7544,,0.000423542,14.7646
0.000428264,14.7621,,0.000428264,14.7008,,0.000428264,14.7178,,0.000428264,14.7391,,0.000428264,14.7538,,0.000428264,14.764
0.000437709,14.7719,,0.000437709,14.7061,,0.000437709,14.7177,,0.000437709,14.7381,,0.000437709,14.7526,,0.000437709,14.7628
0.00044,14.7722,,0.00044,14.7075,,0.00044,14.7178,,0.00044,14.7379,,0.00044,14.7523,,0.00044,14.7625
0.000441889,14.8078,,0.000441889,14.7087,,0.000441889,14.7179,,0.000441889,14.7378,,0.000441889,14.7522,,0.000441889,14.7624
0.000445667,14.8618,,0.000445667,14.7112,,0.000445667,14.7181,,0.000445667,14.7376,,0.000445667,14.7519,,0.000445667,14.7621
0.000453223,14.9068,,0.000453223,14.717,,0.000453223,14.719,,0.000453223,14.7375,,0.000453223,14.7514,,0.000453223,14.7616
0.00046,14.9147,,0.00046,14.7228,,0.00046,14.7202,,0.00046,14.7376,,0.00046,14.7512,,0.00046,14.7612
0.000461511,14.9037,,0.000461511,14.7242,,0.000461511,14.7205,,0.000461511,14.7376,,0.000461511,14.7512,,0.000461511,14.7612
0.000464533,14.8885,,0.000464533,14.727,,0.000464533,14.7211,,0.000464533,14.7377,,0.000464533,14.7511,,0.000464533,14.761
0.000470578,14.8741,,0.000470578,14.7329,,0.000470578,14.7225,,0.000470578,14.738,,0.000470578,14.7511,,0.000470578,14.7609
0.00048,14.8687,,0.00048,14.7426,,0.00048,14.725,,0.00048,14.7387,,0.00048,14.7511,,0.00048,14.7607
0.000481209,14.8343,,0.000481209,14.7438,,0.000481209,14.7254,,0.000481209,14.7388,,0.000481209,14.7511,,0.000481209,14.7606
0.000483627,14.7795,,0.000483627,14.7463,,0.000483627,14.726,,0.000483627,14.7389,,0.000483627,14.7511,,0.000483627,14.7605
0.000488462,14.7189,,0.000488462,14.751,,0.000488462,14.7272,,0.000488462,14.7392,,0.000488462,14.751,,0.000488462,14.7603
0.000498134,14.679,,0.000498134,14.7599,,0.000498134,14.7294,,0.000498134,14.7395,,0.000498134,14.7507,,0.000498134,14.7597
0.0005,14.6751,,0.0005,14.7615,,0.0005,14.7298,,0.0005,14.7395,,0.0005,14.7506,,0.0005,14.7596
0.000501934,14.6227,,0.000501934,14.7629,,0.000501934,14.7301,,0.000501934,14.7395,,0.000501934,14.7504,,0.000501934,14.7594
0.000505803,14.5419,,0.000505803,14.7657,,0.000505803,14.7306,,0.000505803,14.7393,,0.000505803,14.75,,0.000505803,14.7589
0.00051354,14.4674,,0.00051354,14.7698,,0.00051354,14.731,,0.00051354,14.7386,,0.00051354,14.749,,0.00051354,14.7577
0.00052,14.4308,,0.00052,14.7718,,0.00052,14.7307,,0.00052,14.7376,,0.00052,14.7477,,0.00052,14.7565
0.000521547,14.4963,,0.000521547,14.7722,,0.000521547,14.7307,,0.000521547,14.7374,,0.000521547,14.7475,,0.000521547,14.7562
0.000524642,14.6156,,0.000524642,14.773,,0.000524642,14.7306,,0.000524642,14.737,,0.000524642,14.7471,,0.000524642,14.7558
0.000530832,14.7353,,0.000530832,14.7748,,0.000530832,14.7306,,0.000530832,14.7363,,0.000530832,14.7462,,0.000530832,14.7549
0.00054,14.7867,,0.00054,14.7773,,0.00054,14.7307,,0.00054,14.7355,,0.00054,14.7451,,0.00054,14.7537
0.000541238,14.8215,,0.000541238,14.7778,,0.000541238,14.7308,,0.000541238,14.7354,,0.000541238,14.745,,0.000541238,14.7536
0.000543714,14.8794,,0.000543714,14.7787,,0.000543714,14.731,,0.000543714,14.7353,,0.000543714,14.7448,,0.000543714,14.7534
0.000548666,14.9457,,0.000548666,14.7808,,0.000548666,14.7317,,0.000548666,14.7353,,0.000548666,14.7445,,0.000548666,14.7531
0.000558569,14.9889,,0.000558569,14.7861,,0.000558569,14.7337,,0.000558569,14.7357,,0.000558569,14.7444,,0.000558569,14.7527
0.00056,14.9822,,0.00056,14.787,,0.00056,14.7341,,0.00056,14.7359,,0.00056,14.7444,,0.00056,14.7527
0.000561981,14.9091,,0.000561981,14.7882,,0.000561981,14.7345,,0.000561981,14.7359,,0.000561981,14.7443,,0.000561981,14.7525
0.000565942,14.8001,,0.000565942,14.7903,,0.000565942,14.7353,,0.000565942,14.7361,,0.000565942,14.7442,,0.000565942,14.7523
0.000573865,14.7123,,0.000573865,14.7942,,0.000573865,14.7369,,0.000573865,14.7363,,0.000573865,14.7438,,0.000573865,14.7517
0.00058,14.6958,,0.00058,14.7968,,0.00058,14.738,,0.00058,14.7364,,0.00058,14.7435,,0.00058,14.7513
0.000581585,14.6981,,0.000581585,14.7974,,0.000581585,14.7382,,0.000581585,14.7364,,0.000581585,14.7435,,0.000581585,14.7511
0.000584754,14.7023,,0.000584754,14.7985,,0.000584754,14.7388,,0.000584754,14.7364,,0.000584754,14.7433,,0.000584754,14.7509
0.000591092,14.7055,,0.000591092,14.8005,,0.000591092,14.7397,,0.000591092,14.7365,,0.000591092,14.7429,,0.000591092,14.7504
0.0006,14.7049,,0.0006,14.8027,,0.0006,14.741,,0.0006,14.7365,,0.0006,14.7424,,0.0006,14.7496
0.000601268,14.7366,,0.000601268,14.8031,,0.000601268,14.7412,,0.000601268,14.7365,,0.000601268,14.7424,,0.000601268,14.7496
0.000603803,14.7905,,0.000603803,14.8037,,0.000603803,14.7417,,0.000603803,14.7366,,0.000603803,14.7423,,0.000603803,14.7494
0.000608874,14.8512,,0.000608874,14.8051,,0.000608874,14.7427,,0.000608874,14.7369,,0.000608874,14.7423,,0.000608874,14.7492
0.000619015,14.8908,,0.000619015,14.8085,,0.000619015,14.7452,,0.000619015,14.7378,,0.000619015,14.7424,,0.000619015,14.749
0.00063,14.8937,,0.00063,14.8129,,0.00063,14.7485,,0.00063,14.7392,,0.00063,14.7429,,0.00063,14.7491
0.000632,14.8468,,0.000632,14.8136,,0.000632,14.7491,,0.000632,14.7394,,0.000632,14.743,,0.000632,14.7491
0.000636,14.781,,0.000636,14.8151,,0.000636,14.7503,,0.000636,14.7399,,0.000636,14.7431,,0.000636,14.749
0.000644,14.7286,,0.000644,14.8175,,0.000644,14.7525,,0.000644,14.7408,,0.000644,14.7433,,0.000644,14.7489
0.00065,14.719,,0.00065,14.8189,,0.00065,14.7541,,0.00065,14.7414,,0.00065,14.7434,,0.00065,14.7487
0.0006516,14.712,,0.0006516,14.8192,,0.0006516,14.7545,,0.0006516,14.7415,,0.0006516,14.7435,,0.0006516,14.7487
0.0006548,14.7012,,0.0006548,14.8197,,0.0006548,14.7552,,0.0006548,14.7418,,0.0006548,14.7435,,0.0006548,14.7486
0.0006612,14.6897,,0.0006612,14.8204,,0.0006612,14.7567,,0.0006612,14.7424,,0.0006612,14.7435,,0.0006612,14.7484
0.00067,14.6828,,0.00067,14.8205,,0.00067,14.7583,,0.00067,14.7429,,0.00067,14.7435,,0.00067,14.748
0.00067128,14.6742,,0.00067128,14.8204,,0.00067128,14.7586,,0.00067128,14.743,,0.00067128,14.7434,,0.00067128,14.7479
0.00067384,14.6617,,0.00067384,14.8202,,0.00067384,14.7589,,0.00067384,14.7431,,0.00067384,14.7434,,0.00067384,14.7478
0.00067896,14.6465,,0.00067896,14.8195,,0.00067896,14.7596,,0.00067896,14.7433,,0.00067896,14.7432,,0.00067896,14.7474
0.00068408,14.6377,,0.00068408,14.8184,,0.00068408,14.7601,,0.00068408,14.7433,,0.00068408,14.743,,0.00068408,14.747
0.00069,14.6311,,0.00069,14.8166,,0.00069,14.7605,,0.00069,14.7433,,0.00069,14.7426,,0.00069,14.7465
0.000691024,14.678,,0.000691024,14.8163,,0.000691024,14.7607,,0.000691024,14.7433,,0.000691024,14.7426,,0.000691024,14.7465
0.000693072,14.7609,,0.000693072,14.8157,,0.000693072,14.7609,,0.000693072,14.7435,,0.000693072,14.7426,,0.000693072,14.7465
0.000697168,14.8659,,0.000697168,14.8148,,0.000697168,14.7616,,0.000697168,14.7438,,0.000697168,14.7427,,0.000697168,14.7464
0.00070536,14.9523,,0.00070536,14.8137,,0.00070536,14.7632,,0.00070536,14.7447,,0.00070536,14.7431,,0.00070536,14.7465
0.00071,14.9606,,0.00071,14.8135,,0.00071,14.7644,,0.00071,14.7454,,0.00071,14.7434,,0.00071,14.7466
0.000711638,14.9883,,0.000711638,14.8135,,0.000711638,14.7649,,0.000711638,14.7457,,0.000711638,14.7436,,0.000711638,14.7467
0.000714915,15.0333,,0.000714915,14.8138,,0.000714915,14.766,,0.000714915,14.7464,,0.000714915,14.744,,0.000714915,14.747
0.000721469,15.0734,,0.000721469,14.815,,0.000721469,14.7686,,0.000721469,14.7481,,0.000721469,14.7451,,0.000721469,14.7477
0.00073,15.0782,,0.00073,14.818,,0.00073,14.7727,,0.00073,14.7508,,0.00073,14.7469,,0.00073,14.7489
0.000731311,14.9792,,0.000731311,14.8184,,0.000731311,14.7733,,0.000731311,14.7511,,0.000731311,14.747,,0.000731311,14.749
0.000733932,14.8389,,0.000733932,14.8192,,0.000733932,14.7744,,0.000733932,14.7518,,0.000733932,14.7474,,0.000733932,14.7492
0.000739175,14.6904,,0.000739175,14.8203,,0.000739175,14.7765,,0.000739175,14.7531,,0.000739175,14.7481,,0.000739175,14.7496
0.000744418,14.6335,,0.000744418,14.821,,0.000744418,14.7783,,0.000744418,14.7542,,0.000744418,14.7487,,0.000744418,14.7498
0.00075,14.6066,,0.00075,14.8211,,0.00075,14.78,,0.00075,14.7552,,0.00075,14.7492,,0.00075,14.75
0.000751049,14.5898,,0.000751049,14.821,,0.000751049,14.7802,,0.000751049,14.7554,,0.000751049,14.7493,,0.000751049,14.75
0.000753146,14.564,,0.000753146,14.8208,,0.000753146,14.7807,,0.000753146,14.7557,,0.000753146,14.7494,,0.000753146,14.7501
0.00075734,14.5298,,0.00075734,14.8199,,0.00075734,14.7815,,0.00075734,14.7561,,0.00075734,14.7496,,0.00075734,14.75
0.000765729,14.494,,0.000765729,14.8168,,0.000765729,14.7824,,0.000765729,14.7567,,0.000765729,14.7496,,0.000765729,14.7497
0.00077,14.4729,,0.00077,14.8145,,0.00077,14.7825,,0.00077,14.7567,,0.00077,14.7494,,0.00077,14.7493
0.000771678,14.5892,,0.000771678,14.8136,,0.000771678,14.7827,,0.000771678,14.7569,,0.000771678,14.7495,,0.000771678,14.7494
0.000775033,14.7781,,0.000775033,14.8121,,0.000775033,14.7831,,0.000775033,14.7572,,0.000775033,14.7497,,0.000775033,14.7495
0.000781744,14.958,,0.000781744,14.8098,,0.000781744,14.7843,,0.000781744,14.7582,,0.000781744,14.7503,,0.000781744,14.7498
0.00079,15.0191,,0.00079,14.8081,,0.00079,14.7863,,0.00079,14.7599,,0.00079,14.7514,,0.00079,14.7505
0.000791342,14.992,,0.000791342,14.8079,,0.000791342,14.7866,,0.000791342,14.7601,,0.000791342,14.7516,,0.000791342,14.7506
0.000794027,14.9585,,0.000794027,14.8075,,0.000794027,14.7873,,0.000794027,14.7607,,0.000794027,14.7519,,0.000794027,14.7509
0.000799395,14.9226,,0.000799395,14.807,,0.000799395,14.7889,,0.000799395,14.7619,,0.000799395,14.7528,,0.000799395,14.7514
0.00081,14.9023,,0.00081,14.8067,,0.00081,14.7922,,0.00081,14.7646,,0.00081,14.7546,,0.00081,14.7526
0.000811074,14.8455,,0.000811074,14.8066,,0.000811074,14.7925,,0.000811074,14.7648,,0.000811074,14.7547,,0.000811074,14.7527
0.000813221,14.7552,,0.000813221,14.8064,,0.000813221,14.7931,,0.000813221,14.7653,,0.000813221,14.755,,0.000813221,14.7528
0.000817516,14.6462,,0.000817516,14.8057,,0.000817516,14.794,,0.000817516,14.766,,0.000817516,14.7554,,0.000817516,14.753
0.000826106,14.5622,,0.000826106,14.8031,,0.000826106,14.7953,,0.000826106,14.7672,,0.000826106,14.756,,0.000826106,14.7532
0.00083,14.5435,,0.00083,14.8014,,0.00083,14.7956,,0.00083,14.7675,,0.00083,14.7562,,0.00083,14.7532
0.000831718,14.6277,,0.000831718,14.8007,,0.000831718,14.7958,,0.000831718,14.7678,,0.000831718,14.7563,,0.000831718,14.7533
0.000835154,14.7625,,0.000835154,14.7995,,0.000835154,14.7962,,0.000835154,14.7683,,0.000835154,14.7567,,0.000835154,14.7536
0.000842026,14.8866,,0.000842026,14.7974,,0.000842026,14.7974,,0.000842026,14.7695,,0.000842026,14.7576,,0.000842026,14.7541
0.00085,14.925,,0.00085,14.7956,,0.00085,14.799,,0.00085,14.7712,,0.00085,14.7588,,0.00085,14.755
0.000851374,14.9073,,0.000851374,14.7954,,0.000851374,14.7993,,0.000851374,14.7714,,0.000851374,14.759,,0.000851374,14.7551
