"X--Kurve 1::[V(6), cc1 capacitance=0 | V(TK4)]","Y--Kurve 1::[V(6), cc1 capacitance=0 | V(TK4)]",,"X--Kurve 2::[V(6), cc1 capacitance=8e-05 | V(TK4)]","Y--Kurve 2::[V(6), cc1 capacitance=8e-05 | V(TK4)]",,"X--Kurve 3::[V(6), cc1 capacitance=0.00016 | V(TK4)]","Y--Kurve 3::[V(6), cc1 capacitance=0.00016 | V(TK4)]",,"X--Kurve 4::[V(6), cc1 capacitance=0.00024 | V(TK4)]","Y--Kurve 4::[V(6), cc1 capacitance=0.00024 | V(TK4)]",,"X--Kurve 5::[V(6), cc1 capacitance=0.00032 | V(TK4)]","Y--Kurve 5::[V(6), cc1 capacitance=0.00032 | V(TK4)]",,"X--Kurve 6::[V(6), cc1 capacitance=0.0004 | V(TK4)]","Y--Kurve 6::[V(6), cc1 capacitance=0.0004 | V(TK4)]"
0.000173221,14.7759,,0.000173221,14.7932,,0.000173221,14.8048,,0.000173221,14.8092,,0.000173221,14.8114,,0.000173221,14.8128
0.000177516,14.7679,,0.000177516,14.7922,,0.000177516,14.804,,0.000177516,14.8086,,0.000177516,14.8109,,0.000177516,14.8124
0.000186106,14.7657,,0.000186106,14.79,,0.000186106,14.8023,,0.000186106,14.8072,,0.000186106,14.8098,,0.000186106,14.8114
0.00019,14.7626,,0.00019,14.7889,,0.00019,14.8014,,0.00019,14.8066,,0.00019,14.8093,,0.00019,14.811
0.000191718,14.7685,,0.000191718,14.7884,,0.000191718,14.801,,0.000191718,14.8063,,0.000191718,14.8091,,0.000191718,14.8108
0.000195154,14.7746,,0.000195154,14.7874,,0.000195154,14.8003,,0.000195154,14.8057,,0.000195154,14.8086,,0.000195154,14.8104
0.000202026,14.7732,,0.000202026,14.7854,,0.000202026,14.7986,,0.000202026,14.8044,,0.000202026,14.8076,,0.000202026,14.8095
0.00021,14.771,,0.00021,14.783,,0.00021,14.7967,,0.00021,14.8029,,0.00021,14.8063,,0.00021,14.8085
0.000211374,14.7592,,0.000211374,14.7825,,0.000211374,14.7963,,0.000211374,14.8026,,0.000211374,14.8061,,0.000211374,14.8083
0.000214123,14.7462,,0.000214123,14.7816,,0.000214123,14.7956,,0.000214123,14.802,,0.000214123,14.8056,,0.000214123,14.8078
0.000219621,14.741,,0.000219621,14.7796,,0.000219621,14.7939,,0.000219621,14.8007,,0.000219621,14.8045,,0.000219621,14.8069
0.00023,14.7356,,0.00023,14.7752,,0.00023,14.7905,,0.00023,14.798,,0.00023,14.8023,,0.00023,14.8051
0.0002311,14.7367,,0.0002311,14.7747,,0.0002311,14.7901,,0.0002311,14.7977,,0.0002311,14.8021,,0.0002311,14.8049
0.000233299,14.7455,,0.000233299,14.7737,,0.000233299,14.7893,,0.000233299,14.7971,,0.000233299,14.8016,,0.000233299,14.8044
0.000237697,14.7475,,0.000237697,14.7717,,0.000237697,14.7877,,0.000237697,14.7959,,0.000237697,14.8006,,0.000237697,14.8036
0.000246493,14.7437,,0.000246493,14.7674,,0.000246493,14.7844,,0.000246493,14.7933,,0.000246493,14.7985,,0.000246493,14.8018
0.00025,14.7408,,0.00025,14.7656,,0.00025,14.783,,0.00025,14.7922,,0.00025,14.7976,,0.00025,14.801
0.000251759,14.737,,0.000251759,14.7647,,0.000251759,14.7823,,0.000251759,14.7916,,0.000251759,14.7971,,0.000251759,14.8006
0.000255278,14.7325,,0.000255278,14.7629,,0.000255278,14.7808,,0.000255278,14.7905,,0.000255278,14.7962,,0.000255278,14.7998
0.000262315,14.7288,,0.000262315,14.7591,,0.000262315,14.7778,,0.000262315,14.7881,,0.000262315,14.7942,,0.000262315,14.7982
0.00027,14.724,,0.00027,14.7547,,0.00027,14.7743,,0.00027,14.7854,,0.00027,14.7919,,0.00027,14.7962
0.000271407,14.7569,,0.000271407,14.754,,0.000271407,14.7737,,0.000271407,14.7849,,0.000271407,14.7916,,0.000271407,14.7959
0.000274222,14.7991,,0.000274222,14.7526,,0.000274222,14.7726,,0.000274222,14.784,,0.000274222,14.7908,,0.000274222,14.7953
0.000279852,14.8107,,0.000279852,14.7503,,0.000279852,14.7705,,0.000279852,14.7824,,0.000279852,14.7895,,0.000279852,14.7942
0.00029,14.8103,,0.00029,14.7475,,0.00029,14.7674,,0.00029,14.7798,,0.00029,14.7873,,0.00029,14.7924
0.000291126,14.7979,,0.000291126,14.7473,,0.000291126,14.7671,,0.000291126,14.7795,,0.000291126,14.7871,,0.000291126,14.7922
0.000293378,14.7843,,0.000293378,14.7469,,0.000293378,14.7665,,0.000293378,14.7789,,0.000293378,14.7866,,0.000293378,14.7918
0.000297881,14.7787,,0.000297881,14.7463,,0.000297881,14.7653,,0.000297881,14.7779,,0.000297881,14.7857,,0.000297881,14.7909
0.000306888,14.7791,,0.000306888,14.7455,,0.000306888,14.7632,,0.000306888,14.7758,,0.000306888,14.7839,,0.000306888,14.7894
0.00031,14.779,,0.00031,14.7455,,0.00031,14.7625,,0.00031,14.7752,,0.00031,14.7833,,0.00031,14.7888
0.000311801,14.7733,,0.000311801,14.7454,,0.000311801,14.7622,,0.000311801,14.7748,,0.000311801,14.7829,,0.000311801,14.7885
0.000315404,14.7671,,0.000315404,14.7454,,0.000315404,14.7614,,0.000315404,14.774,,0.000315404,14.7822,,0.000315404,14.7879
0.00032261,14.766,,0.00032261,14.7456,,0.00032261,14.76,,0.00032261,14.7725,,0.00032261,14.7809,,0.00032261,14.7867
0.00033,14.7652,,0.00033,14.7461,,0.00033,14.7587,,0.00033,14.771,,0.00033,14.7795,,0.00033,14.7854
0.000331441,14.7709,,0.000331441,14.7462,,0.000331441,14.7585,,0.000331441,14.7708,,0.000331441,14.7792,,0.000331441,14.7852
0.000334323,14.7777,,0.000334323,14.7465,,0.000334323,14.7581,,0.000334323,14.7703,,0.000334323,14.7787,,0.000334323,14.7847
0.000340088,14.7792,,0.000340088,14.7473,,0.000340088,14.7573,,0.000340088,14.7693,,0.000340088,14.7778,,0.000340088,14.7838
0.00035,14.7789,,0.00035,14.7492,,0.00035,14.7563,,0.00035,14.7677,,0.00035,14.7762,,0.00035,14.7824
0.000351153,14.7763,,0.000351153,14.7494,,0.000351153,14.7562,,0.000351153,14.7675,,0.000351153,14.776,,0.000351153,14.7822
0.000353459,14.7729,,0.000353459,14.75,,0.000353459,14.756,,0.000353459,14.7672,,0.000353459,14.7757,,0.000353459,14.7819
0.00035807,14.7714,,0.00035807,14.751,,0.00035807,14.7556,,0.00035807,14.7666,,0.00035807,14.775,,0.00035807,14.7812
0.000367294,14.7711,,0.000367294,14.7534,,0.000367294,14.7551,,0.000367294,14.7654,,0.000367294,14.7737,,0.000367294,14.7799
0.00038,14.7704,,0.00038,14.7569,,0.00038,14.7547,,0.00038,14.7639,,0.00038,14.772,,0.00038,14.7782
0.000381845,14.8076,,0.000381845,14.7576,,0.000381845,14.7548,,0.000381845,14.7638,,0.000381845,14.7719,,0.000381845,14.7781
0.000385534,14.847,,0.000385534,14.7591,,0.000385534,14.755,,0.000385534,14.7637,,0.000385534,14.7716,,0.000385534,14.7778
0.000392913,14.8513,,0.000392913,14.7628,,0.000392913,14.7559,,0.000392913,14.7637,,0.000392913,14.7713,,0.000392913,14.7775
0.0004,14.8504,,0.0004,14.7672,,0.0004,14.7573,,0.0004,14.7641,,0.0004,14.7713,,0.0004,14.7773
0.000401476,14.8116,,0.000401476,14.7682,,0.000401476,14.7576,,0.000401476,14.7641,,0.000401476,14.7713,,0.000401476,14.7772
0.000404427,14.7719,,0.000404427,14.77,,0.000404427,14.7582,,0.000404427,14.7642,,0.000404427,14.7712,,0.000404427,14.7771
0.00041033,14.7638,,0.00041033,14.7735,,0.00041033,14.7593,,0.00041033,14.7644,,0.00041033,14.7711,,0.00041033,14.7768
0.00042,14.7638,,0.00042,14.7787,,0.00042,14.7611,,0.00042,14.7647,,0.00042,14.7708,,0.00042,14.7762
0.000421181,14.7696,,0.000421181,14.7793,,0.000421181,14.7613,,0.000421181,14.7648,,0.000421181,14.7708,,0.000421181,14.7762
0.000423542,14.7777,,0.000423542,14.7805,,0.000423542,14.7617,,0.000423542,14.7649,,0.000423542,14.7707,,0.000423542,14.7761
0.000428264,14.7804,,0.000428264,14.7828,,0.000428264,14.7626,,0.000428264,14.7651,,0.000428264,14.7706,,0.000428264,14.7759
0.000437709,14.7798,,0.000437709,14.7871,,0.000437709,14.7645,,0.000437709,14.7655,,0.000437709,14.7705,,0.000437709,14.7755
0.00044,14.7798,,0.00044,14.788,,0.00044,14.7649,,0.00044,14.7657,,0.00044,14.7705,,0.00044,14.7754
0.000441889,14.8039,,0.000441889,14.7889,,0.000441889,14.7654,,0.000441889,14.7658,,0.000441889,14.7705,,0.000441889,14.7754
0.000445667,14.8287,,0.000445667,14.7906,,0.000445667,14.7663,,0.000445667,14.7662,,0.000445667,14.7707,,0.000445667,14.7754
0.000453223,14.831,,0.000453223,14.7944,,0.000453223,14.7684,,0.000453223,14.7671,,0.000453223,14.771,,0.000453223,14.7755
0.00046,14.8313,,0.00046,14.798,,0.00046,14.7705,,0.00046,14.7682,,0.00046,14.7715,,0.00046,14.7757
0.000461511,14.8235,,0.000461511,14.7988,,0.000461511,14.771,,0.000461511,14.7684,,0.000461511,14.7717,,0.000461511,14.7758
0.000464533,14.8168,,0.000464533,14.8004,,0.000464533,14.7721,,0.000464533,14.7689,,0.000464533,14.7719,,0.000464533,14.7759
0.000470578,14.8165,,0.000470578,14.8036,,0.000470578,14.7742,,0.000470578,14.77,,0.000470578,14.7725,,0.000470578,14.7762
0.00048,14.8182,,0.00048,14.8086,,0.00048,14.7776,,0.00048,14.7719,,0.00048,14.7735,,0.00048,14.7768
0.000481209,14.793,,0.000481209,14.8091,,0.000481209,14.778,,0.000481209,14.7721,,0.000481209,14.7736,,0.000481209,14.7768
0.000483627,14.7634,,0.000483627,14.8102,,0.000483627,14.7789,,0.000483627,14.7725,,0.000483627,14.7738,,0.000483627,14.7769
0.000488462,14.753,,0.000488462,14.812,,0.000488462,14.7804,,0.000488462,14.7733,,0.000488462,14.7742,,0.000488462,14.777
0.000498134,14.751,,0.000498134,14.8144,,0.000498134,14.783,,0.000498134,14.7746,,0.000498134,14.7747,,0.000498134,14.7772
0.0005,14.748,,0.0005,14.8147,,0.0005,14.7834,,0.0005,14.7748,,0.0005,14.7748,,0.0005,14.7772
0.000501934,14.7134,,0.000501934,14.8148,,0.000501934,14.7837,,0.000501934,14.775,,0.000501934,14.7748,,0.000501934,14.7771
0.000505803,14.6762,,0.000505803,14.8146,,0.000505803,14.7842,,0.000505803,14.7751,,0.000505803,14.7748,,0.000505803,14.7769
0.00051354,14.6655,,0.00051354,14.8127,,0.00051354,14.7845,,0.00051354,14.775,,0.00051354,14.7743,,0.00051354,14.7763
0.00052,14.6487,,0.00052,14.8093,,0.00052,14.784,,0.00052,14.7745,,0.00052,14.7736,,0.00052,14.7755
0.000521547,14.6989,,0.000521547,14.8084,,0.000521547,14.7839,,0.000521547,14.7744,,0.000521547,14.7735,,0.000521547,14.7754
0.000524642,14.7674,,0.000524642,14.8067,,0.000524642,14.7837,,0.000524642,14.7742,,0.000524642,14.7733,,0.000524642,14.7751
0.000530832,14.7816,,0.000530832,14.803,,0.000530832,14.7832,,0.000530832,14.7739,,0.000530832,14.7729,,0.000530832,14.7747
0.00054,14.7789,,0.00054,14.7976,,0.00054,14.7826,,0.00054,14.7736,,0.00054,14.7724,,0.00054,14.774
0.000541238,14.8042,,0.000541238,14.7969,,0.000541238,14.7826,,0.000541238,14.7736,,0.000541238,14.7724,,0.000541238,14.774
0.000543714,14.8363,,0.000543714,14.7956,,0.000543714,14.7825,,0.000543714,14.7736,,0.000543714,14.7724,,0.000543714,14.774
0.000548666,14.8491,,0.000548666,14.7934,,0.000548666,14.7826,,0.000548666,14.7738,,0.000548666,14.7724,,0.000548666,14.7739
0.000558569,14.8504,,0.000558569,14.7902,,0.000558569,14.7834,,0.000558569,14.7745,,0.000558569,14.7729,,0.000558569,14.7742
0.00056,14.8442,,0.00056,14.7899,,0.00056,14.7836,,0.00056,14.7747,,0.00056,14.773,,0.00056,14.7742
0.000561981,14.7979,,0.000561981,14.7893,,0.000561981,14.7837,,0.000561981,14.7748,,0.000561981,14.773,,0.000561981,14.7742
0.000565942,14.7517,,0.000565942,14.7882,,0.000565942,14.7839,,0.000565942,14.775,,0.000565942,14.7731,,0.000565942,14.7742
0.000573865,14.7499,,0.000573865,14.7855,,0.000573865,14.7841,,0.000573865,14.7753,,0.000573865,14.7732,,0.000573865,14.774
0.00058,14.7476,,0.00058,14.7832,,0.00058,14.7841,,0.00058,14.7755,,0.00058,14.7731,,0.00058,14.7739
0.000581585,14.7504,,0.000581585,14.7826,,0.000581585,14.7841,,0.000581585,14.7755,,0.000581585,14.7731,,0.000581585,14.7738
0.000584754,14.7537,,0.000584754,14.7813,,0.000584754,14.784,,0.000584754,14.7755,,0.000584754,14.7731,,0.000584754,14.7738
0.000591092,14.7531,,0.000591092,14.7786,,0.000591092,14.7837,,0.000591092,14.7755,,0.000591092,14.773,,0.000591092,14.7736
0.0006,14.7511,,0.0006,14.7746,,0.0006,14.7831,,0.0006,14.7754,,0.0006,14.7728,,0.0006,14.7732
0.000601268,14.7749,,0.000601268,14.7741,,0.000601268,14.783,,0.000601268,14.7754,,0.000601268,14.7728,,0.000601268,14.7732
0.000603803,14.8053,,0.000603803,14.7731,,0.000603803,14.7829,,0.000603803,14.7755,,0.000603803,14.7728,,0.000603803,14.7732
0.000608874,14.8165,,0.000608874,14.7714,,0.000608874,14.7828,,0.000608874,14.7756,,0.000608874,14.7729,,0.000608874,14.7732
0.000619015,14.8172,,0.000619015,14.769,,0.000619015,14.7829,,0.000619015,14.7762,,0.000619015,14.7733,,0.000619015,14.7734
0.00063,14.8192,,0.00063,14.7681,,0.00063,14.7834,,0.00063,14.7771,,0.00063,14.774,,0.00063,14.7739
0.000632,14.7883,,0.000632,14.768,,0.000632,14.7835,,0.000632,14.7772,,0.000632,14.7741,,0.000632,14.7739
0.000636,14.7603,,0.000636,14.7678,,0.000636,14.7836,,0.000636,14.7775,,0.000636,14.7743,,0.000636,14.774
0.000644,14.7593,,0.000644,14.7673,,0.000644,14.7837,,0.000644,14.7779,,0.000644,14.7746,,0.000644,14.7741
0.00065,14.7577,,0.00065,14.7668,,0.00065,14.7836,,0.00065,14.7781,,0.00065,14.7747,,0.00065,14.7742
0.0006516,14.7534,,0.0006516,14.7667,,0.0006516,14.7836,,0.0006516,14.7781,,0.0006516,14.7748,,0.0006516,14.7741
0.0006548,14.7485,,0.0006548,14.7664,,0.0006548,14.7835,,0.0006548,14.7782,,0.0006548,14.7748,,0.0006548,14.7741
0.0006612,14.7462,,0.0006612,14.7657,,0.0006612,14.7831,,0.0006612,14.7782,,0.0006612,14.7748,,0.0006612,14.7741
0.00067,14.7437,,0.00067,14.7644,,0.00067,14.7823,,0.00067,14.778,,0.00067,14.7747,,0.00067,14.7739
0.00067128,14.7373,,0.00067128,14.7641,,0.00067128,14.7821,,0.00067128,14.778,,0.00067128,14.7747,,0.00067128,14.7738
0.00067384,14.7306,,0.00067384,14.7636,,0.00067384,14.7817,,0.00067384,14.7779,,0.00067384,14.7746,,0.00067384,14.7737
0.00067896,14.7265,,0.00067896,14.7625,,0.00067896,14.7809,,0.00067896,14.7775,,0.00067896,14.7743,,0.00067896,14.7734
0.00068408,14.7239,,0.00068408,14.7612,,0.00068408,14.78,,0.00068408,14.7771,,0.00068408,14.774,,0.00068408,14.7731
0.00069,14.7212,,0.00069,14.7594,,0.00069,14.7787,,0.00069,14.7765,,0.00069,14.7735,,0.00069,14.7727
0.000691024,14.7584,,0.000691024,14.7591,,0.000691024,14.7785,,0.000691024,14.7764,,0.000691024,14.7735,,0.000691024,14.7727
0.000693072,14.8103,,0.000693072,14.7587,,0.000693072,14.7782,,0.000693072,14.7763,,0.000693072,14.7735,,0.000693072,14.7726
0.000697168,14.8382,,0.000697168,14.7581,,0.000697168,14.7777,,0.000697168,14.7762,,0.000697168,14.7735,,0.000697168,14.7726
0.00070536,14.8408,,0.00070536,14.7579,,0.00070536,14.777,,0.00070536,14.7762,,0.00070536,14.7736,,0.00070536,14.7728
0.00071,14.839,,0.00071,14.7584,,0.00071,14.7769,,0.00071,14.7764,,0.00071,14.7738,,0.00071,14.7729
0.000711638,14.8582,,0.000711638,14.7587,,0.000711638,14.777,,0.000711638,14.7765,,0.000711638,14.774,,0.000711638,14.7731
0.000714915,14.881,,0.000714915,14.7596,,0.000714915,14.7772,,0.000714915,14.7768,,0.000714915,14.7743,,0.000714915,14.7733
0.000721469,14.8856,,0.000721469,14.7623,,0.000721469,14.778,,0.000721469,14.7777,,0.000721469,14.7751,,0.000721469,14.774
0.00073,14.8841,,0.00073,14.7675,,0.00073,14.7798,,0.00073,14.7794,,0.00073,14.7765,,0.00073,14.7752
0.000731311,14.8138,,0.000731311,14.7682,,0.000731311,14.78,,0.000731311,14.7796,,0.000731311,14.7767,,0.000731311,14.7753
0.000733932,14.7451,,0.000733932,14.7698,,0.000733932,14.7804,,0.000733932,14.7799,,0.000733932,14.7769,,0.000733932,14.7755
0.000739175,14.7252,,0.000739175,14.7726,,0.000739175,14.7811,,0.000739175,14.7805,,0.000739175,14.7774,,0.000739175,14.7758
0.000744418,14.7234,,0.000744418,14.7749,,0.000744418,14.7815,,0.000744418,14.7809,,0.000744418,14.7777,,0.000744418,14.7761
0.00075,14.7188,,0.00075,14.7769,,0.00075,14.7817,,0.00075,14.7811,,0.00075,14.778,,0.00075,14.7762
0.000751049,14.7072,,0.000751049,14.7771,,0.000751049,14.7817,,0.000751049,14.7811,,0.000751049,14.778,,0.000751049,14.7762
0.000753146,14.694,,0.000753146,14.7776,,0.000753146,14.7817,,0.000753146,14.7811,,0.000753146,14.778,,0.000753146,14.7762
0.00075734,14.6845,,0.00075734,14.7783,,0.00075734,14.7814,,0.00075734,14.781,,0.00075734,14.7779,,0.00075734,14.7761
0.000765729,14.6749,,0.000765729,14.7782,,0.000765729,14.7802,,0.000765729,14.7803,,0.000765729,14.7774,,0.000765729,14.7756
0.00077,14.6624,,0.00077,14.7774,,0.00077,14.7792,,0.00077,14.7797,,0.00077,14.7769,,0.00077,14.7752
0.000771678,14.748,,0.000771678,14.7772,,0.000771678,14.779,,0.000771678,14.7796,,0.000771678,14.7769,,0.000771678,14.7752
0.000775033,14.8473,,0.000775033,14.777,,0.000775033,14.7786,,0.000775033,14.7795,,0.000775033,14.7769,,0.000775033,14.7752
0.000781744,14.8645,,0.000781744,14.7772,,0.000781744,14.7781,,0.000781744,14.7795,,0.000781744,14.7771,,0.000781744,14.7754
0.00079,14.8605,,0.00079,14.7787,,0.00079,14.7783,,0.00079,14.7799,,0.00079,14.7776,,0.00079,14.7759
0.000791342,14.8397,,0.000791342,14.779,,0.000791342,14.7783,,0.000791342,14.7799,,0.000791342,14.7776,,0.000791342,14.776
0.000794027,14.8246,,0.000794027,14.7797,,0.000794027,14.7785,,0.000794027,14.7801,,0.000794027,14.7778,,0.000794027,14.7761
0.000799395,14.8214,,0.000799395,14.7813,,0.000799395,14.7788,,0.000799395,14.7805,,0.000799395,14.7782,,0.000799395,14.7765
0.00081,14.8245,,0.00081,14.7851,,0.00081,14.78,,0.00081,14.7815,,0.00081,14.7792,,0.00081,14.7773
0.000811074,14.7817,,0.000811074,14.7854,,0.000811074,14.7801,,0.000811074,14.7815,,0.000811074,14.7793,,0.000811074,14.7774
0.000813221,14.73,,0.000813221,14.786,,0.000813221,14.7802,,0.000813221,14.7816,,0.000813221,14.7793,,0.000813221,14.7774
0.000817516,14.7058,,0.000817516,14.787,,0.000817516,14.7803,,0.000817516,14.7817,,0.000817516,14.7794,,0.000817516,14.7775
0.000826106,14.6996,,0.000826106,14.7876,,0.000826106,14.7799,,0.000826106,14.7814,,0.000826106,14.7793,,0.000826106,14.7773
0.00083,14.6904,,0.00083,14.7872,,0.00083,14.7795,,0.00083,14.7812,,0.00083,14.7791,,0.00083,14.7772
0.000831718,14.7525,,0.000831718,14.7872,,0.000831718,14.7794,,0.000831718,14.7811,,0.000831718,14.7791,,0.000831718,14.7772
0.000835154,14.8224,,0.000835154,14.7871,,0.000835154,14.7793,,0.000835154,14.7811,,0.000835154,14.7792,,0.000835154,14.7773
0.000842026,14.8322,,0.000842026,14.7873,,0.000842026,14.7792,,0.000842026,14.7812,,0.000842026,14.7794,,0.000842026,14.7775
0.00085,14.831,,0.00085,14.7882,,0.00085,14.7796,,0.00085,14.7816,,0.00085,14.7798,,0.00085,14.778
0.000851374,14.8174,,0.000851374,14.7884,,0.000851374,14.7797,,0.000851374,14.7816,,0.000851374,14.7799,,0.000851374,14.778
